"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2011 - Aug 2011"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",8664,14861,0,0
"APC FEE 1-50 UNIT",41231,08," ",3875,7806,0,0
"ASHLOCK 1-34",41954,08," ",10746,17130,0,0
"AYERS UNIT ""24""",41978,08," ",7430,9402,0,0
"BARNES, D. E. ESTATE",38700,08," ",2722,5318,0,0
BARSTOW,39273,08," ",441,2149,0,0
"BIG VALLEY 6-20",39164,08," ",599,849,0,0
"BIGHORN 1-31 WD",41730,08," ",1373,2168,0,0
"BLACK STONE 34-216",42043,08," ",895,13581,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",9026,13707,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",3924,6398,0,0
"BLACKTIP 1-42",41088,08," ",3026,5339,0,0
"BLACKTIP 1-43",40406,08," ",2384,3637,0,0
"BLACKTIP 1-44",40625,08," ",3240,14257,0,0
"BLACKTIP 1-48",40991,08," ",3693,7541,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",9115,13498,0,0
"BLUE JACKET ""62""",41822,08," ",575,498,0,0
"BOB COUCH 3-10",41583,08," ",595,0,0,0
"BP 34-211",40619,08," ",12712,27973,0,0
"BRAMBLETT 34-216",41517,08," ",1363,11643,0,0
"BRUNSON ""22""",42146,08," ",2377,2691,0,0
"CALAMITY JANE WEST",39285,08," ",234,718,0,0
"CHATTERFROG 151",41557,08," ",0,0,0,0
"CHEVRON 34-157",40151,08," ",532,837,0,0
"CHEVRON 34-179",39755,08," ",2462,5957,0,0
"CHEVRON 34-181",39830,08," ",442,1175,0,0
"CHEVY 17",39369,08," ",684,712,0,0
"COLONEL DRAKE 24",41295,08," ",4317,7135,0,0
"COLT 34-212",40262,08," ",24651,38400,0,0
"CROCKETT 1-26 WRD",41052,08," ",25320,49913,0,0
"DAVIS '33-20'",39239,08," ",2,0,0,0
"DAVIS 33-19",39540,08," ",2950,4158,0,0
"EAST VERMEJO 33-66",41507,08," ",25605,54369,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",3670,4625,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",7208,13593,0,0
"FIELDS 33-27",39128,08," ",4903,7258,0,0
"FOWLER 34-193",40254,08," ",22015,55757,0,0
"GELTEMEYER 61",266022,08," 1",0,0,0,0
"HEXAD 34-180",41026,08," ",3105,4731,0,0
"HOWARD 33-22",38658,08," ",1853,1589,0,0
"HOWARD, BERNICE",30307,08," ",120,0,0,0
"HUMANE SOCIETY 34-187",41560,08," ",2325,6242,0,0
INTERSTATE,39572,08," ",225,713,0,0
"INTIMIDATION 33-63",42310,08," ",25990,53362,0,0
"JAMES WEST 1-41",41522,08," ",17362,37150,0,0
"JITTERBUG 161",40769,08," ",5826,7102,0,0
"JOHNSON 33-21",39485,08," ",4367,3973,0,0
"JOHNSON RANCH 1-49",40751,08," ",2407,3618,0,0
"KHC '33-26'",39289,08," ",17880,26811,0,0
"KHC 33-24",38618,08," ",5626,3386,0,0
"KIMBELL 34-194",40654,08," ",1026,4169,0,0
"KW STATE",39341,08," ",124,313,0,0
"LEE -128-",28269,08," ",28,0,0,0
"LEE 34-154",41585,08," ",8190,12041,0,0
"MAGIC MAN 33-64 WRD",42019,08," ",808,0,0,0
"MAKO STATE 2-32",41569,08," ",1070,5090,0,0
"MAKO STATE 3-6",41426,08," ",830,0,0,0
"MAKO STATE 54-4-10",41776,08," ",2038,4581,0,0
"MATTHES STATE",39360,08," ",383,90,0,0
"MILLER STATE 140",39389,08," ",1907,2977,0,0
"MILLER STATE 152",39538,08," ",452,474,0,0
"MILLER STATE 30",39374,08," ",912,859,0,0
"MINNOW BUCKET SWD",40979,08," ",0,0,0,0
"MONROE 1-17 WRD",40817,08," ",18728,41801,0,0
"MONROE 1-6 WRD",42155,08," ",15083,27234,0,0
"MONROE 34-158",40721,08," ",4338,5899,0,0
"MONROE 34-158 UNIT",41452,08," ",9236,14775,0,0
"MONROE 34-172",40340,08," ",2062,5262,0,0
"MONROE 34-178",40778,08," ",2657,3122,0,0
"MONROE 34-180",39877,08," ",2901,7074,0,0
"MONROE 34-188",40487,08," ",634,1606,0,0
"MONROE 34-190",40728,08," ",6346,11754,0,0
"MONROE 34-205",42118,08," ",2312,23842,0,0
"MONROE 34-210",39975,08," ",3658,20748,0,0
"MONROE 34-220",40322,08," ",25316,41617,0,0
"MONROE 34-221",40154,08," ",0,0,0,0
"MONROE 34-232",41783,08," ",7072,84327,0,0
"MONROE STATE 1-4 WRD",41150,08," ",10721,24174,0,0
