"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2015 - Dec 2015"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",10313,17299,0,0
"9014 JV-P PITZER",41392,08," ",70,64,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,19587,2168
"ABERNATHY 57-T1-14",45618,08," ",2348,1594,0,0
ADRIANNA,47205,08," ",7322,22889,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,20379,7184
ALLEN,47211,08," ",4795,13199,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",7234,21649,0,0
"AMERICAN PHAROAH",47777,08," ",2777,0,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,8043,1510
"ANACONDA STATE 55-2",283093,08," 7H",0,0,10191,1821
"ANACONDA STATE 55-2",283095,08," 2H",0,0,21863,5580
"ANACONDA STATE 55-2",283136,08," 3H",0,0,17272,2538
"ANACONDA STATE 55-2",283138,08," 1H",0,0,11174,2012
"ANACONDA STATE 55-2",45010,08," ",10750,33590,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",5518,9230,0,0
"APC FEE 1-40",40729,08," ",13831,23512,0,0
"APC FEE 1-50 UNIT",41231,08," ",4221,10032,0,0
"APC FEE 6",43431,08," ",1439,2117,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",45011,103018,0,0
"ARMSTRONG 14",45537,08," ",124,0,0,0
"ARMSTRONG 16",45227,08," ",705,5041,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",4570,70237,0,0
"ASHLOCK 1-34",41954,08," ",28227,48210,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,0
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,1299,260
"ATLANTA 73",42256,08," ",0,0,0,0
