"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2015 - May 2015"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",55,52,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,41466,2047
"ABERNATHY 57-T1-14",45618,08," ",5051,16473,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,61968,13199
ALLEN,47211,08," ",10054,27997,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",5551,16519,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,38950,5537
"ANACONDA STATE 55-2",283093,08," 7H",0,0,23326,4615
"ANACONDA STATE 55-2",283095,08," 2H",0,0,59862,13029
"ANACONDA STATE 55-2",283136,08," 3H",0,0,47241,6359
"ANACONDA STATE 55-2",283138,08," 1H",0,0,17728,4130
"ANACONDA STATE 55-2",45010,08," ",24808,89623,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",4740,7593,0,0
"APC FEE 1-40",40729,08," ",11770,16788,0,0
"APC FEE 1-50 UNIT",41231,08," ",22025,46541,0,0
"APC FEE 6",43431,08," ",1018,2694,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"ARMSTRONG 14",45537,08," ",289,1664,0,0
"ARMSTRONG 16",45227,08," ",799,7397,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",7203,94394,0,0
"ASHLOCK 1-34",41954,08," ",31649,52792,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2879,218
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",20691,9580,0,0
"AVANT 29-40",45969,08," ",6233,12297,0,0
"AYERS UNIT ""24""",41978,08," ",2176,1714,0,0
"BAGWELL C27-1",42447,08," ",2602,5409,0,0
BAILEY,46379,08," ",24314,31774,0,0
"BALMORHEA RANCH 49",46601,08," ",7239,12073,0,0
"BALMORHEA STATE",46324,08," ",2569,5505,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,17020,266
"BARNES, D. E. ESTATE",38700,08," ",1087,1817,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",23474,335186,0,0
"BARRACUDA 49",283806,08," 1",0,0,815,288
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",17033,18721,0,0
BARSTOW,39273,08," ",0,0,0,0
"BARSTOW 33-34",47050,08," ",0,0,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",11958,37113,0,0
"BATES 1-77 LOV UNIT",44788,08," ",7880,23427,0,0
"BAYER '13'",46894,08," ",1595,2550,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",4744,20828,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,1858,593
"BENTON 3-12",44948,08," ",2763,5841,0,0
"BETTS 54-4-26 RVS",44643,08," ",2492,2341,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,19558,181
"BIG HORN STATE 56-2-9 UNIT",279044,08," 1H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279162,08," 2H",0,0,0,0
"BIG PINEY 57-2-41",277111,08," 1H",0,0,56510,11077
"BIG SILVER 34-160",43631,08," ",12622,34415,0,0
"BIG TIMBER STATE 57-25 UNIT",283094,08," 1H",0,0,189116,35899
"BIG TIMBER STATE 57-25 UNIT",46782,08," ",0,0,0,0
"BIG VALLEY 6-20",39164,08," ",865,591,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BIGHORN NORTH UNIT 1-31",283073,08," 1H",0,0,128597,16783
"BIGHORN NORTH UNIT 1-31",46564,08," ",0,0,0,0
"BILLY BURT 90-TTT-B33 WF",47373,08," ",27273,54222,0,0
"BLACK POWDER 1-27",42881,08," ",2232,1293,0,0
"BLACK STONE 34-216",42043,08," ",692,2226,0,0
