"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2014 - Aug 2014"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",80,216,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,54738,2765
"ABERNATHY 57-T1-14",45618,08," ",9525,34186,0,0
"ANACONDA STATE 55-2",283138,08," 1H",0,0,26339,6483
"ANACONDA STATE 55-2",45010,08," ",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",5638,8170,0,0
"APC FEE 1-40",40729,08," ",12437,13959,0,0
"APC FEE 1-50 UNIT",41231,08," ",23837,42720,0,0
"APC FEE 6",43431,08," ",1295,4209,0,0
"ARMSTRONG 14",45537,08," ",314,1141,0,0
"ARMSTRONG 16",45227,08," ",1113,8877,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",39,474,0,0
"ASHLOCK 1-34",41954,08," ",47190,70389,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3567,356
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",3315,94328,0,0
"AUTOBAHN 34-117",44771,08," ",34800,39988,0,0
"AYERS UNIT ""24""",41978,08," ",1912,2321,0,0
"BAGWELL C27-1",42447,08," ",2403,5950,0,0
"BALMORHEA STATE",46324,08," ",9272,15010,0,0
"BARBEE 72-1",268076,08," 1H",0,0,30526,622
"BARNES, D. E. ESTATE",38700,08," ",1255,2459,0,0
"BARRACUDA 49",283806,08," 1",0,0,1097,278
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",5335,4554,0,0
BARSTOW,39273,08," ",224,667,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
