"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Nov 2011 - Nov 2011"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",5991,13352,0,0
"APC FEE 1-50 UNIT",41231,08," ",2147,5241,0,0
"ASHLOCK 1-34",41954,08," ",4763,6086,0,0
"AYERS UNIT ""24""",41978,08," ",3359,4364,0,0
"BARNES, D. E. ESTATE",38700,08," ",3198,7801,0,0
BARSTOW,39273,08," ",457,2036,0,0
"BIG VALLEY 6-20",39164,08," ",749,898,0,0
"BIGHORN 1-31 WD",41730,08," ",257,170,0,0
"BLACK STONE 34-216",42043,08," ",1553,15855,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",11549,12480,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",1433,7250,0,0
"BLACKTIP 1-42",41088,08," ",2229,3975,0,0
"BLACKTIP 1-43",40406,08," ",1414,2384,0,0
"BLACKTIP 1-44",40625,08," ",4708,10879,0,0
"BLACKTIP 1-48",40991,08," ",2612,3617,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",4509,3927,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",0,1620,0,0
"BLUE JACKET ""62""",41822,08," ",1482,8047,0,0
"BOB COUCH 3-10",41583,08," ",2760,6640,0,0
"BP 34-211",40619,08," ",14368,28597,0,0
"BRAMBLETT 34-216",41517,08," ",1992,9535,0,0
"BRUNSON ""22""",42146,08," ",1040,116,0,0
"CALAMITY JANE WEST",39285,08," ",97,951,0,0
"CHATTERFROG 151",41557,08," ",7329,10979,0,0
"CHEVRON 34-157",40151,08," ",0,0,0,0
"CHEVRON 34-179",39755,08," ",2517,7324,0,0
"CHEVRON 34-181",39830,08," ",1687,3845,0,0
"CHEVY 17",39369,08," ",233,1024,0,0
COLLIER,42195,08," ",0,0,0,0
"COLONEL DRAKE 24",41295,08," ",4483,10047,0,0
"COLT 34-212",40262,08," ",22504,44830,0,0
"COOPERSMITH 34-139",41817,08," ",7598,9163,0,0
"CROCKETT 1-26 WRD",41052,08," ",29874,60387,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",0,0,0,0
"DAVIS '33-20'",39239,08," ",7449,13632,0,0
"DAVIS 33-19",39540,08," ",684,762,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",2092,4501,0,0
"DAYTONA 14",41914,08," ",13137,31837,0,0
"DRAKESTER 209",283980,08," 2H",0,0,74741,11641
"DRAKESTER 209",42086,08," ",0,0,0,0
"EAST VERMEJO 33-66",41507,08," ",16829,54214,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",3546,3898,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDER STATE 2-10",41866,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",3133,1033,0,0
"FIELDS 33-27",39128,08," ",6935,5409,0,0
"FINLEY 1-11 WRD",42335,08," ",1904,3806,0,0
"FOWLER 34-193",40254,08," ",11222,28059,0,0
"GELTEMEYER 61",266022,08," 1",0,0,0,0
"HEXAD 34-180",41026,08," ",2611,4571,0,0
"HOWARD 33-22",38658,08," ",5604,5149,0,0
"HOWARD, BERNICE",30307,08," ",79,0,0,0
"HUMANE SOCIETY 34-187",41560,08," ",2001,4718,0,0
"HUMANE SOCIETY 34-198 WRD",42026,08," ",2634,8635,0,0
INTERSTATE,39572,08," ",206,607,0,0
"INTIMIDATION 33-63",42310,08," ",21935,52062,0,0
"JAMES WEST 1-41",41522,08," ",4312,6772,0,0
"JANE M. GRAVES UNIT",42955,08," ",1960,0,0,0
"JITTERBUG 161",40769,08," ",6680,6730,0,0
"JOHNSON 33-21",39485,08," ",3033,4215,0,0
"JOHNSON RANCH 1-49",40751,08," ",1215,906,0,0
"KHC '33-26'",39289,08," ",11989,16270,0,0
"KHC 33-24",38618,08," ",8228,12874,0,0
"KIMBELL 34-194",40654,08," ",716,2773,0,0
"KW STATE",39341,08," ",750,3450,0,0
"LEE -128-",28269,08," ",14,0,0,0
"LEE 34-154",41585,08," ",3872,5238,0,0
"MAGIC MAN 33-64 WRD",42019,08," ",22634,47889,0,0
"MAKO STATE 2-32",41569,08," ",624,793,0,0
"MAKO STATE 3-6",41426,08," ",523,37,0,0
"MAKO STATE 54-4-10",41776,08," ",885,3104,0,0
"MATTHES STATE",39360,08," ",356,457,0,0
MILLER,41993,08," ",7344,5503,0,0
"MILLER STATE 140",39389,08," ",519,134,0,0
"MILLER STATE 152",39538,08," ",1652,1831,0,0
"MILLER STATE 30",39374,08," ",645,1331,0,0
"MINNOW BUCKET SWD",40979,08," ",0,0,0,0
"MONROE 1-17 WRD",40817,08," ",23265,48277,0,0
"MONROE 1-6 WRD",42155,08," ",26707,42596,0,0
"MONROE 34-158",40721,08," ",4017,5857,0,0
"MONROE 34-158 UNIT",41452,08," ",8267,11558,0,0
"MONROE 34-172",40340,08," ",2533,7608,0,0
"MONROE 34-178",40778,08," ",1241,3632,0,0
"MONROE 34-180",39877,08," ",2323,5838,0,0
"MONROE 34-188",40487,08," ",392,721,0,0
"MONROE 34-190",40728,08," ",2328,6450,0,0
"MONROE 34-205",42118,08," ",746,14596,0,0
"MONROE 34-205 WRD",42426,08," ",1688,14885,0,0
"MONROE 34-210",39975,08," ",3152,14402,0,0
"MONROE 34-220",40322,08," ",23457,18813,0,0
"MONROE 34-221",40154,08," ",6189,9026,0,0
"MONROE 34-221 UNIT",42356,08," ",18506,23497,0,0
"MONROE 34-232",41783,08," ",2008,26196,0,0
"MONROE STATE 1-4 WRD",41150,08," ",8469,20470,0,0
"MONROE WEST 1-17 WRD",41684,08," ",15780,31200,0,0
