"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Nov 2012 - Nov 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",208,426,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",12652,25949,0,0
"APC FEE 1-40",40729,08," ",24328,44510,0,0
"APC FEE 1-50 UNIT",41231,08," ",6,121,0,0
"ARMSTRONG 16",45227,08," ",1515,18261,0,0
"ASHLOCK 1-34",41954,08," ",1662,3126,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,1980,338
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",2720,3197,0,0
"BAGWELL C27-1",42447,08," ",7404,20698,0,0
"BARNES, D. E. ESTATE",38700,08," ",1084,710,0,0
BARSTOW,39273,08," ",411,1817,0,0
"BARTSOW UNIT 33-35",45119,08," ",12067,22091,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",3655,6268,0,0
"BIG VALLEY 6-20",39164,08," ",229,220,0,0
"BIGHORN 1-31 WD",41730,08," ",568,452,0,0
"BLACK POWDER 1-27",42881,08," ",47,138,0,0
"BLACK STONE 34-216",42043,08," ",1050,4689,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",3222,2368,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",3197,4489,0,0
"BLACKTIP 1-42",41088,08," ",1494,2569,0,0
"BLACKTIP 1-43",40406,08," ",1935,3730,0,0
"BLACKTIP 1-44",40625,08," ",3128,9570,0,0
"BLACKTIP 1-48",40991,08," ",1403,2105,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",19791,39971,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1034,873,0,0
"BLUE JACKET ""62""",41822,08," ",178,1090,0,0
"BLUE JACKET '73'",44763,08," ",2020,2395,0,0
"BOB COUCH 3-10",41583,08," ",1705,4295,0,0
"BOBCAT 34-175",43852,08," ",26452,77328,0,0
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,0,0
"BOUCHER 2",45470,08," ",550,7736,0,0
"BP 34-211",40619,08," ",5103,10210,0,0
"BRAMBLETT 34-216",41517,08," ",1062,7006,0,0
"BRUNSON ""22""",42146,08," ",1723,383,0,0
"BUCKIN CHUTE 33-61",42563,08," ",22671,57208,0,0
"BYRD 34-170 UNIT",42475,08," ",17970,31598,0,0
"CALAMITY JANE WEST",39285,08," ",26,227,0,0
"CHATTERFROG 151",41557,08," ",2169,3596,0,0
"CHEVRON 34-157",40151,08," ",91,130,0,0
"CHEVRON 34-179",39755,08," ",2306,4343,0,0
"CHEVRON 34-181",39830,08," ",1362,1704,0,0
"CHEVY 17",39369,08," ",581,2606,0,0
COLLIER,42195,08," ",345,371,0,0
"COLONEL DRAKE 24",41295,08," ",2700,3249,0,0
"COLT 34-212",40262,08," ",8414,15091,0,0
"COLT 4-24",268753,08," 1H",0,0,0,0
"COLUMBINE 34-167",43775,08," ",17968,53626,0,0
"COOPERSMITH 34-139",41817,08," ",2481,3160,0,0
"COPE,R.L.",42695,08," ",3,13,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"COVINGTON 34-224",42442,08," ",24378,67938,0,0
"CROCKETT 1-26 WRD",41052,08," ",12171,21996,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",3478,5722,0,0
"CROCKETT 1-35 UNIT",42104,08," ",5722,8599,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",9652,15681,0,0
"CROCKETT 1-37 WRD",42140,08," ",5141,9876,0,0
"DAVIS '33-20'",39239,08," ",4736,2280,0,0
"DAVIS 33-19",39540,08," ",1487,1447,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",1023,1924,0,0
"DAYTONA 14",41914,08," ",2065,4316,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,111043,5538
"DRAINAGE 34-136",43582,08," ",27410,38213,0,0
"DRAKESTER 209",283980,08," 2H",0,0,12252,2397
"DRAKESTER 209",284193,08," 1H",0,0,5500,466
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",0,646,0,0
"EAST VERMEJO 33-66",41507,08," ",20514,59039,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",5945,5325,0,0
"EGGERS 4-31",271715,08," 3H",0,0,13554,1783
"EMMONS 6-21",40959,08," ",0,0,0,0
