"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2013 - Jul 2013"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",96,234,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,127687,7432
"APC FEE 1-38 UNIT",42460,08," ",7349,14585,0,0
"APC FEE 1-40",40729,08," ",10977,19397,0,0
"APC FEE 1-50 UNIT",41231,08," ",8018,13457,0,0
"APC FEE 6",43431,08," ",2302,3567,0,0
"ARMSTRONG 14",45537,08," ",455,1500,0,0
"ARMSTRONG 16",45227,08," ",1199,20387,0,0
"ASHLOCK 1-34",41954,08," ",1956,3324,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,5084,469
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",2667,4299,0,0
"BAGWELL C27-1",42447,08," ",3185,8675,0,0
"BARBEE 72-1",268076,08," 1H",0,0,0,0
"BARNES, D. E. ESTATE",38700,08," ",2342,2586,0,0
"BARRACUDA 49",283806,08," 1",0,0,5149,651
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",373,1372,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",4843,25302,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,9002,2574
"BENTON 3-12",44948,08," ",131,0,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",17056,25412,0,0
"BIG VALLEY 6-20",39164,08," ",497,542,0,0
"BIGHORN 1-31 WD",41730,08," ",4,0,0,0
"BLACK POWDER 1-27",42881,08," ",27073,60198,0,0
"BLACK STONE 34-216",42043,08," ",1131,5197,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2000,3923,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",3503,4524,0,0
"BLACKTIP 1-42",41088,08," ",1282,1367,0,0
"BLACKTIP 1-43",40406,08," ",1574,2896,0,0
"BLACKTIP 1-44",40625,08," ",0,52,0,0
"BLACKTIP 1-48",40991,08," ",1315,2273,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",10906,20163,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1285,724,0,0
"BLUE JACKET ""62""",41822,08," ",108,533,0,0
"BLUE JACKET '73'",44763,08," ",13271,6575,0,0
"BOB COUCH 3-10",41583,08," ",423,245,0,0
"BOBCAT 34-175",43852,08," ",10479,13997,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,24975,891
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,82864,6785
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,215107,11398
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,47566,7201
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,61547,5272
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,107163,18902
"BOUCHER 2",45470,08," ",694,10036,0,0
"BP 34-211",40619,08," ",0,13,0,0
"BRADY 56-1",44568,08," ",12530,125537,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",21220,46564,0,0
