"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Mar 2016 - Mar 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",16936,36990,0,0
"9014 JV-P PITZER",41392,08," ",54,133,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,42187,2142
"ABERNATHY 57-T1-14",45618,08," ",3565,14629,0,0
ADRIANNA,47205,08," ",2247,6551,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,42224,6667
ALLEN,47211,08," ",4053,12313,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",6534,21056,0,0
"AMERICAN PHAROAH",47777,08," ",4759,64035,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,25025,3068
"ANACONDA STATE 55-2",283093,08," 7H",0,0,16724,2463
"ANACONDA STATE 55-2",283095,08," 2H",0,0,28716,6743
"ANACONDA STATE 55-2",283136,08," 3H",0,0,25047,2968
"ANACONDA STATE 55-2",283138,08," 1H",0,0,13912,2283
"ANACONDA STATE 55-2",45010,08," ",12583,50512,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",4955,9027,0,0
"APC FEE 1-40",40729,08," ",11461,19335,0,0
"APC FEE 1-50 UNIT",41231,08," ",13660,26996,0,0
"APC FEE 6",43431,08," ",1616,3187,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",36020,83840,0,0
"ARMSTRONG 14",45537,08," ",1136,5419,0,0
"ARMSTRONG 16",45227,08," ",290,4124,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",4152,68805,0,0
"ASHLOCK 1-34",41954,08," ",16190,39932,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,47265,13411
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2889,302
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",15449,16498,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",1119,1594,0,0
"AVANT 29-40",45969,08," ",2513,4508,0,0
"AYERS UNIT ""24""",41978,08," ",1650,2540,0,0
"BAGWELL C27-1",42447,08," ",2079,4382,0,0
BAILEY,46379,08," ",4948,6568,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",10269,24369,0,0
"BALBO WEST UNIT",47518,08," ",1921,6640,0,0
"BALMORHEA RANCH 49",46601,08," ",1087,1907,0,0
"BALMORHEA STATE",46324,08," ",2307,6549,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,14478,238
"BARNES, D. E. ESTATE",38700,08," ",799,2359,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",21459,82601,0,0
"BARRACUDA 49",283806,08," 1",0,0,993,189
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",10485,9952,0,0
BARSTOW,39273,08," ",0,3,0,0
