"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2011 - Jul 2011"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",3996,7598,0,0
"APC FEE 1-50 UNIT",41231,08," ",2321,4983,0,0
"ASHLOCK 1-34",41954,08," ",10905,28429,0,0
"AYERS UNIT ""24""",41978,08," ",10423,13913,0,0
"BARNES, D. E. ESTATE",38700,08," ",5034,4051,0,0
BARSTOW,39273,08," ",503,2373,0,0
"BIG VALLEY 6-20",39164,08," ",553,567,0,0
"BIGHORN 1-31 WD",41730,08," ",0,1616,0,0
"BLACK STONE 34-216",42043,08," ",0,161,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",9592,14283,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",4080,6558,0,0
"BLACKTIP 1-42",41088,08," ",2631,5957,0,0
"BLACKTIP 1-43",40406,08," ",1857,3214,0,0
"BLACKTIP 1-44",40625,08," ",4330,9984,0,0
"BLACKTIP 1-48",40991,08," ",4000,9785,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",7340,15040,0,0
"BLUE JACKET ""62""",41822,08," ",134,0,0,0
"BOB COUCH 3-10",41583,08," ",1681,8756,0,0
"BP 34-211",40619,08," ",10573,24909,0,0
"BRAMBLETT 34-216",41517,08," ",3505,18159,0,0
"BRUNSON ""22""",42146,08," ",3050,3279,0,0
"CALAMITY JANE WEST",39285,08," ",253,1267,0,0
"CHATTERFROG 151",41557,08," ",0,0,0,0
"CHEVRON 34-157",40151,08," ",1231,2149,0,0
"CHEVRON 34-179",39755,08," ",2379,6051,0,0
"CHEVRON 34-181",39830,08," ",1532,3060,0,0
"CHEVY 17",39369,08," ",718,405,0,0
"COLONEL DRAKE 24",41295,08," ",6037,10357,0,0
"COLT 34-212",40262,08," ",12774,21515,0,0
"CROCKETT 1-26 WRD",41052,08," ",19668,38045,0,0
"DAVIS '33-20'",39239,08," ",793,0,0,0
"DAVIS 33-19",39540,08," ",2775,3848,0,0
"EAST VERMEJO 33-66",41507,08," ",21382,33090,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",4048,5823,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",7718,14644,0,0
"FIELDS 33-27",39128,08," ",1145,356,0,0
"FOWLER 34-193",40254,08," ",14134,33590,0,0
"GELTEMEYER 61",266022,08," 1",0,0,0,0
"HEXAD 34-180",41026,08," ",3716,6904,0,0
"HOWARD 33-22",38658,08," ",1390,576,0,0
"HOWARD, BERNICE",30307,08," ",96,0,0,0
"HUMANE SOCIETY 34-187",41560,08," ",2758,7370,0,0
INTERSTATE,39572,08," ",288,895,0,0
"JAMES WEST 1-41",41522,08," ",1,2202,0,0
"JITTERBUG 161",40769,08," ",7877,8712,0,0
"JOHNSON 33-21",39485,08," ",5694,5190,0,0
"JOHNSON RANCH 1-49",40751,08," ",1711,3473,0,0
"KHC '33-26'",39289,08," ",22331,35656,0,0
"KHC 33-24",38618,08," ",1451,4361,0,0
"KIMBELL 34-194",40654,08," ",1127,5028,0,0
"KW STATE",39341,08," ",0,0,0,0
"LEE -128-",28269,08," ",28,0,0,0
"LEE 34-154",41585,08," ",1108,4061,0,0
"MAKO STATE 2-32",41569,08," ",1833,715,0,0
"MAKO STATE 3-6",41426,08," ",649,0,0,0
"MAKO STATE 54-4-10",41776,08," ",621,7120,0,0
"MATTHES STATE",39360,08," ",381,32,0,0
"MILLER STATE 140",39389,08," ",1879,3436,0,0
"MILLER STATE 152",39538,08," ",1640,2004,0,0
"MILLER STATE 30",39374,08," ",176,421,0,0
"MONROE 1-17 WRD",40817,08," ",14686,29983,0,0
"MONROE 1-6 WRD",42155,08," ",6613,10666,0,0
"MONROE 34-158",40721,08," ",4886,7118,0,0
"MONROE 34-158 UNIT",41452,08," ",9950,13878,0,0
"MONROE 34-172",40340,08," ",5677,24907,0,0
"MONROE 34-178",40778,08," ",3108,4510,0,0
"MONROE 34-180",39877,08," ",1939,4295,0,0
"MONROE 34-188",40487,08," ",0,4,0,0
"MONROE 34-190",40728,08," ",8529,21476,0,0
"MONROE 34-205",42118,08," ",2504,31865,0,0
"MONROE 34-210",39975,08," ",3931,20070,0,0
"MONROE 34-220",40322,08," ",24878,42419,0,0
"MONROE 34-221",40154,08," ",7032,8748,0,0
"MONROE 34-232",41783,08," ",383,5575,0,0
"MONROE STATE 1-4 WRD",41150,08," ",11128,27060,0,0
"MONROE WEST 1-17 WRD",41684,08," ",21423,48492,0,0
"MOONEY 34-222",40519,08," ",33484,48904,0,0
"NARROWS 6-21",41098,08," ",1950,1886,0,0
"OLSON 34-191",41506,08," ",32997,60906,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"PATTERSON 1-34",41066,08," ",1554,264,0,0
"PITZER 8",42260,08," ",25883,35888,0,0
"POCONO 65",284074,08," 1H",0,0,1115,68
"POCONO 65",41886,08," ",0,0,0,0
"RAYBANK 1-44",41589,08," ",1358,9879,0,0
"SEARLS 34-115",39431,08," ",2254,7422,0,0
"SLO-POKE 149 HG",41748,08," ",0,0,0,0
"SLUICE BOX 4-2",41762,08," ",2952,16835,0,0
"TALLADEGA 65",41147,08," ",17372,33687,0,0
"THORNTON TRUST 4-60",42880,08," ",323,1422,0,0
"UNDERWOOD 34-138 UNIT",42457,08," ",5,126,0,0
"UNIVERSITY 18-40",42956,08," ",4012,5317,0,0
"UNIVERSITY 19-5",40552,08," ",2476,2421,0,0
"VICKERS '34-127'",39484,08," ",1135,2158,0,0
"WAHOO ANGEL 1-33",41169,08," ",1060,134,0,0
"WHITLEY 34-231",42117,08," ",1373,11181,0,0
"WIGGO 34-177",41553,08," ",6480,11124,0,0
"WILSON CROSS 168",40323,08," ",500,798,0,0
"WILSON TRUST 126",39206,08," ",1157,5677,0,0
WORSHAM,39668,08," ",446,1,0,0
"WORSHAM '6-18'",39429,08," ",1131,5770,0,0
"WORSHAM '6-22'",39277,08," ",2662,3900,0,0
Total," "," "," ",509081,1022737,1115,68
