"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Apr 2019 - Apr 2019"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",20092,58546,0,0
"9014 JV-P PITZER",41392,08," ",51,0,0,0
"A CLASSIC DASH 18",51555,08," ",10590,29564,0,0
"A HERRING 94-93 UNIT",49527,08," ",48150,59606,0,0
"A.G. HILL",50673,08," ",3733,0,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,1589,22
"ABERNATHY 57-T1-14",45618,08," ",399,20343,0,0
ACE,283213,08," L 06H",0,0,60266,6289
"ADMIRAL 4-48 47",284860,08," 1H",0,0,33921,4542
ADOBE,48634,08," ",3182,3927,0,0
"ADOBE A",50110,08," ",10535,30871,0,0
"ADOBE B",50111,08," ",6896,15547,0,0
"ADOBE C",51278,08," ",10486,23165,0,0
"ADOBE D",51279,08," ",16322,30772,0,0
"ADOBE E",51280,08," ",15109,15158,0,0
ADRIANNA,47205,08," ",96,583,0,0
"AFFIRMED 6",49761,08," ",47012,175350,0,0
"AGGIE UNIT 75-67-66",50860,08," ",6524,42491,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",47374,268932,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",13893,20653,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,6487,1027
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,38993,5321
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,12384,1617
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",1897,5291,0,0
"ALLEN 55-2-44 LOV UNIT",286761,08," 2H",0,0,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",4922,14761,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",3401,17460,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,8184,1356
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,5799,2522
"AMERICAN PHAROAH",47777,08," ",7766,45681,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,8157,1029
"ANACONDA STATE 55-2",283093,08," 7H",0,0,4218,686
"ANACONDA STATE 55-2",283095,08," 2H",0,0,12082,2578
"ANACONDA STATE 55-2",283136,08," 3H",0,0,10221,852
"ANACONDA STATE 55-2",283138,08," 1H",0,0,2,0
"ANACONDA STATE 55-2",45010,08," ",4729,17367,0,0
"ANDREA SWD",51006,08," ",0,0,0,0
