"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Apr 2015 - Apr 2015"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",86,155,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,45562,2016
"ABERNATHY 57-T1-14",45618,08," ",5814,19598,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,60448,12486
ALLEN,47211,08," ",13480,36030,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",0,0,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,52016,7333
"ANACONDA STATE 55-2",283093,08," 7H",0,0,30680,6223
"ANACONDA STATE 55-2",283095,08," 2H",0,0,69623,16029
"ANACONDA STATE 55-2",283136,08," 3H",0,0,51085,7460
"ANACONDA STATE 55-2",283138,08," 1H",0,0,17663,4567
"ANACONDA STATE 55-2",45010,08," ",32075,106631,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",4754,7014,0,0
"APC FEE 1-40",40729,08," ",11296,17761,0,0
"APC FEE 1-50 UNIT",41231,08," ",18253,39235,0,0
"APC FEE 6",43431,08," ",1633,2730,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"ARMSTRONG 14",45537,08," ",281,1077,0,0
"ARMSTRONG 16",45227,08," ",764,6458,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",7141,94892,0,0
"ASHLOCK 1-34",41954,08," ",27661,45642,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3987,316
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",21573,28909,0,0
"AVANT 29-40",45969,08," ",6389,13276,0,0
"AYERS UNIT ""24""",41978,08," ",1304,1137,0,0
"BAGWELL C27-1",42447,08," ",2087,6087,0,0
BAILEY,46379,08," ",25103,30639,0,0
"BALMORHEA RANCH 49",46601,08," ",7247,4446,0,0
"BALMORHEA STATE",46324,08," ",3069,6569,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,18424,543
"BARNES, D. E. ESTATE",38700,08," ",1152,1713,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",28278,110886,0,0
"BARRACUDA 49",283806,08," 1",0,0,1763,444
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",19046,20499,0,0
BARSTOW,39273,08," ",0,1,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",13790,24734,0,0
"BATES 1-77 LOV UNIT",44788,08," ",8162,22805,0,0
"BAYER '13'",46894,08," ",1820,2940,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",6297,23523,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,4503,994
"BENTON 3-12",44948,08," ",1826,4610,0,0
"BETTS 54-4-26 RVS",44643,08," ",2576,3571,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,4528,133
"BIG HORN STATE 56-2-9 UNIT",279044,08," 1H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279162,08," 2H",0,0,0,0
"BIG PINEY 57-2-41",277111,08," 1H",0,0,14438,3494
"BIG SILVER 34-160",43631,08," ",11471,25455,0,0
"BIG VALLEY 6-20",39164,08," ",932,1050,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BIGHORN NORTH UNIT 1-31",283073,08," 1H",0,0,129283,17055
"BIGHORN NORTH UNIT 1-31",46564,08," ",0,0,0,0
"BILLY BURT 90-TTT-B33 WF",47373,08," ",2738,9954,0,0
"BLACK POWDER 1-27",42881,08," ",2440,2431,0,0
"BLACK STONE 34-216",42043,08," ",784,1742,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2055,1907,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",3169,6841,0,0
"BLACKTIP 1-42",41088,08," ",1708,2731,0,0
"BLACKTIP 1-42 UNIT",46876,08," ",0,0,0,0
"BLACKTIP 1-43",40406,08," ",1303,2521,0,0
"BLACKTIP 1-44",40625,08," ",8407,20354,0,0
"BLACKTIP 1-48",40991,08," ",986,1331,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",4587,8192,0,0
"BLACKTIP STATE 42",44861,08," ",5259,10664,0,0
"BLACKTIP STATE 43",46804,08," ",26781,44854,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",5090,6847,0,0
"BLUE CREST",46676,08," ",10705,11700,0,0
"BLUE DUCK 35",46087,08," ",6426,16131,0,0
"BLUE JACKET ""62""",41822,08," ",73,111,0,0
"BLUE JACKET '73'",44763,08," ",1454,2163,0,0
"BOB COUCH 3-10",41583,08," ",711,647,0,0
"BOBCAT 34-175",43852,08," ",5203,13728,0,0
"BOBCAT STATE UNIT 4702",47651,08," ",3759,6751,0,0
"BODACIOUS C7-19",45253,08," ",3981,10820,0,0
"BOHLANDER 33-95",46326,08," ",0,0,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,24360,1430
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,32164,2294
"BOLD JOHNSON 56-T1-26",278368,08," 2H",0,0,28404,6811
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,46336,2087
"BOLD JOHNSON 56-T1-30",278426,08," 2H",0,0,21701,8186
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,14502,1323
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,25470,2423
"BOLD JOHNSON 56-T1-36",275462,08," 2H",0,0,45562,7391
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,23713,5779
"BOLD JOHNSON 56-T1-42",278250,08," 2H",0,0,98628,21375
"BONNETHEAD 53-2-13 LOV UNIT",46807,08," ",0,0,0,0
"BOUCHER 2",45470,08," ",509,2178,0,0
"BP 34-211",40619,08," ",2882,5101,0,0
"BRADY 56-1",44568,08," ",961,9766,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",10988,22532,0,0
"BRAMBLETT 34-197 WRD",45514,08," ",6411,30039,0,0
"BRAMBLETT 34-216",41517,08," ",472,4353,0,0
