"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Oct 2016 - Oct 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",9568,20470,0,0
"9014 JV-P PITZER",41392,08," ",48,115,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,27047,998
"ABERNATHY 57-T1-14",45618,08," ",4095,17022,0,0
"ADMIRAL 4-48 47",48321,08," ",27706,107716,0,0
ADOBE,48634,08," ",11052,14701,0,0
ADRIANNA,47205,08," ",5309,30073,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,36080,4837
ALLEN,47211,08," ",3398,9975,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",6333,23957,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",0,0,0,0
"AMERICAN PHAROAH",47777,08," ",927,20605,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,21446,2505
"ANACONDA STATE 55-2",283093,08," 7H",0,0,11865,1751
"ANACONDA STATE 55-2",283095,08," 2H",0,0,25567,5409
"ANACONDA STATE 55-2",283136,08," 3H",0,0,20380,2116
"ANACONDA STATE 55-2",283138,08," 1H",0,0,17623,2096
"ANACONDA STATE 55-2",45010,08," ",8995,39154,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",4986,8284,0,0
"APC FEE 1-40",40729,08," ",12272,21513,0,0
"APC FEE 1-50 UNIT",41231,08," ",13661,32706,0,0
"APC FEE 6",43431,08," ",1331,2221,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",19439,50121,0,0
"ARMSTRONG 14",45537,08," ",219,0,0,0
"ARMSTRONG 16",45227,08," ",307,0,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",4959,51984,0,0
"ASHLOCK 1-34",41954,08," ",22104,38988,0,0
"ASSAULT 126",48392,08," ",22337,59426,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,16697,4307
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2560,282
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",12800,15243,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",26133,42834,0,0
"AVANT 29-40",45969,08," ",2064,4731,0,0
"AYERS UNIT ""24""",41978,08," ",1509,2215,0,0
"BAGWELL C27-1",42447,08," ",2136,4235,0,0
BAILEY,46379,08," ",3184,3769,0,0
"BALBO EAST UNIT",47676,08," ",8856,16165,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",9203,22460,0,0
"BALBO WEST UNIT",47518,08," ",8735,38617,0,0
"BALMORHEA RANCH 49",46601,08," ",2516,4581,0,0
"BALMORHEA STATE",46324,08," ",2099,5768,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBARA STATE",48280,08," ",12026,26766,0,0
"BARBEE 72-1",268076,08," 1H",0,0,10278,187
"BARNES, D. E. ESTATE",38700,08," ",450,1503,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",36258,148535,0,0
"BARRACUDA 49",283806,08," 1",0,0,975,130
