"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2017 - Aug 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",5492,6698,0,0
"9014 JV-P PITZER",41392,08," ",35,0,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,25577,1105
"ABERNATHY 57-T1-14",45618,08," ",2694,9632,0,0
ACE,283213,08," L 06H",0,0,0,0
"ADMIRAL 4-48 47",284860,08," 1H",0,0,81148,10704
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",4045,2488,0,0
ADRIANNA,47205,08," ",1071,4912,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,23551,3307
"ALLAR STATE UNIT 2877",49403,08," ",2,0,0,0
ALLEN,47211,08," ",2614,7295,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3624,12204,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",5332,0,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,23791,3951
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,27661,4351
"AMERICAN PHAROAH",47777,08," ",1394,21413,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,18304,2055
"ANACONDA STATE 55-2",283093,08," 7H",0,0,2107,311
"ANACONDA STATE 55-2",283095,08," 2H",0,0,18891,3450
"ANACONDA STATE 55-2",283136,08," 3H",0,0,17190,1669
"ANACONDA STATE 55-2",283138,08," 1H",0,0,1708,273
"ANACONDA STATE 55-2",45010,08," ",6621,30317,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1696,2893,0,0
"APC FEE 1-40",40729,08," ",5874,11842,0,0
"APC FEE 1-50 UNIT",41231,08," ",9915,33387,0,0
"APC FEE 6",43431,08," ",0,2061,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",13738,33361,0,0
"ARGENTINE 71",48782,08," ",12638,42354,0,0
"ARMSTRONG 14",45537,08," ",93,331,0,0
"ARMSTRONG 16",45227,08," ",317,3360,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",7020,152283,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",13667,38758,0,0
"ASSAULT 126",48392,08," ",8117,19119,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,0
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,1480,335
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",165,65967,0,0
"AUTOBAHN 34-117",44771,08," ",9994,14238,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",12076,18259,0,0
"AVALANCHE 42-27",49931,08," ",18480,20169,0,0
"AVANT 29-40",45969,08," ",1585,2893,0,0
"AYERS UNIT ""24""",41978,08," ",1275,1278,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,44522,10631
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",1484,3600,0,0
"BAKU 56-2-41",282807,08," 1H",0,0,0,0
"BALBO EAST UNIT",47676,08," ",4635,6360,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",4499,16311,0,0
"BALBO WEST UNIT",47518,08," ",6360,54625,0,0
"BALBO-ADRIANNA WEST",50314,08," ",17190,29786,0,0
"BALMORHEA RANCH 49",46601,08," ",1361,5773,0,0
"BALMORHEA STATE",46324,08," ",1677,2665,0,0
"BALMORHEA STATE A",49591,08," ",12336,20973,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,93197,18110
"BANNER 57-1-21",279225,08," 1H",0,0,66440,6529
"BARBARA STATE",48280,08," ",4848,9102,0,0
"BARBEE 72-1",268076,08," 1H",0,0,11202,205
"BARNES, D. E. ESTATE",38700,08," ",362,898,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",33395,184007,0,0
"BARRACUDA 49",283806,08," 1",0,0,579,154
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",9192,9991,0,0
BARSTOW,39273,08," ",86,321,0,0
"BARSTOW 33-33",47288,08," ",3235,16217,0,0
"BARSTOW 33-34",47050,08," ",11360,18771,0,0
"BARSTOW A",49057,08," ",39139,125532,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3697,8006,0,0
"BATES 1-77 LOV UNIT",44788,08," ",2624,7902,0,0
"BAXTER SPRINGS 54-4-33",283394,08," 1H",0,0,0,0
"BAYER '13'",46894,08," ",815,1091,0,0
"BEANS STATION 53-4-5",282883,08," 1H",0,0,0,0
"BEARCAT 28-29",48622,08," ",11356,15243,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",2501,8058,0,0
"BECKER 6-29 UNIT A",47995,08," ",21132,60160,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,2395,561
"BELLTOWN 57-3-19",282811,08," 1H",0,0,0,0
"BENTON 3-12",44948,08," ",1264,9958,0,0
BENTZ,48403,08," ",523,1366,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",1231,794,0,0
"BERKLEY STATE WEST UNIT",47669,08," ",4986,4973,0,0
"BERNARD STATE C-27 2-5 LOV UNIT",48786,08," ",0,0,0,0
"BETTS 54-4-20",280913,08," 1H",0,0,66757,11739
"BETTS 54-4-24",48254,08," ",6494,22714,0,0
"BETTS 54-4-26 RVS",44643,08," ",360,8439,0,0
"BETTS UNIT 53-4-2",286693,08," 1H",0,0,0,0
"BETTS UNIT 53-4-2",48020,08," ",1794,7866,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,19213,67
"BIG BUCKS 29-10",47596,08," ",7914,24032,0,0
"BIG CYPRESS 56-2-13",282674,08," 1H",0,0,0,0
