"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2016 - May 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",12113,24626,0,0
"9014 JV-P PITZER",41392,08," ",51,112,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,28901,2396
"ABERNATHY 57-T1-14",45618,08," ",3041,14933,0,0
ADOBE,48634,08," ",6115,7001,0,0
ADRIANNA,47205,08," ",4958,17232,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,37436,5748
ALLEN,47211,08," ",3385,10076,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",8058,23400,0,0
"AMERICAN PHAROAH",47777,08," ",2603,50229,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,8791,1992
"ANACONDA STATE 55-2",283093,08," 7H",0,0,13655,1909
"ANACONDA STATE 55-2",283095,08," 2H",0,0,25722,5551
"ANACONDA STATE 55-2",283136,08," 3H",0,0,20993,2595
"ANACONDA STATE 55-2",283138,08," 1H",0,0,6567,1713
"ANACONDA STATE 55-2",45010,08," ",9574,40473,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",2780,5379,0,0
"APC FEE 1-40",40729,08," ",12488,20584,0,0
"APC FEE 1-50 UNIT",41231,08," ",19672,38269,0,0
"APC FEE 6",43431,08," ",1355,2341,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",28029,67934,0,0
"ARMSTRONG 14",45537,08," ",316,0,0,0
"ARMSTRONG 16",45227,08," ",362,0,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",3949,64673,0,0
