"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jun 2014 - Jun 2014"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",77,198,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,61654,3042
"ABERNATHY 57-T1-14",45618,08," ",11918,43840,0,0
"ANACONDA STATE 55-2",283138,08," 1H",0,0,52040,10262
"ANACONDA STATE 55-2",45010,08," ",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",7007,11417,0,0
"APC FEE 1-40",40729,08," ",10911,17462,0,0
"APC FEE 1-50 UNIT",41231,08," ",36994,67881,0,0
"APC FEE 6",43431,08," ",534,3811,0,0
"ARMSTRONG 14",45537,08," ",219,1227,0,0
"ARMSTRONG 16",45227,08," ",692,5111,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",18,0,0,0
"ASHLOCK 1-34",41954,08," ",53971,89802,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,4407,474
"ATLANTA 73",42256,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",45368,51415,0,0
"AYERS UNIT ""24""",41978,08," ",2050,2607,0,0
"BAGWELL C27-1",42447,08," ",2291,6023,0,0
"BARBEE 72-1",268076,08," 1H",0,0,39065,744
"BARNES, D. E. ESTATE",38700,08," ",699,1336,0,0
"BARRACUDA 49",283806,08," 1",0,0,3583,345
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",289,852,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",2635,5437,0,0
"BATES 1-77 LOV UNIT",44788,08," ",18376,53104,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",399,2088,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,5804,959
"BENTON 3-12",44948,08," ",2800,9105,0,0
