"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Feb 2016 - Feb 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",16357,34127,0,0
"9014 JV-P PITZER",41392,08," ",60,108,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,29864,2057
"ABERNATHY 57-T1-14",45618,08," ",2702,19819,0,0
ADRIANNA,47205,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,36387,6872
ALLEN,47211,08," ",4008,11960,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",5319,18617,0,0
"AMERICAN PHAROAH",47777,08," ",5336,64990,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,14592,2568
"ANACONDA STATE 55-2",283093,08," 7H",0,0,16156,2373
"ANACONDA STATE 55-2",283095,08," 2H",0,0,26338,6177
"ANACONDA STATE 55-2",283136,08," 3H",0,0,24542,3015
"ANACONDA STATE 55-2",283138,08," 1H",0,0,7350,2056
"ANACONDA STATE 55-2",45010,08," ",12525,45138,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",4745,8719,0,0
"APC FEE 1-40",40729,08," ",13901,25246,0,0
"APC FEE 1-50 UNIT",41231,08," ",19920,43761,0,0
"APC FEE 6",43431,08," ",2430,4041,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",43444,103428,0,0
"ARMSTRONG 14",45537,08," ",0,29,0,0
"ARMSTRONG 16",45227,08," ",766,2254,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",4064,68079,0,0
"ASHLOCK 1-34",41954,08," ",24996,43769,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,59512,18201
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2075,245
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",15788,17661,0,0
"AVANT 29-40",45969,08," ",4245,8238,0,0
