"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2012 - Dec 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",206,388,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",12389,21371,0,0
"APC FEE 1-40",40729,08," ",18599,28106,0,0
"APC FEE 1-50 UNIT",41231,08," ",1689,2404,0,0
"APC FEE 6",43431,08," ",2382,11731,0,0
"ARMSTRONG 14",45537,08," ",489,3160,0,0
"ARMSTRONG 16",45227,08," ",1790,13963,0,0
"ASHLOCK 1-34",41954,08," ",101,132,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,4821,988
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",3286,2485,0,0
"BAGWELL C27-1",42447,08," ",6135,11620,0,0
"BARNES, D. E. ESTATE",38700,08," ",1061,270,0,0
BARSTOW,39273,08," ",354,1701,0,0
"BARTSOW UNIT 33-35",45119,08," ",10252,18412,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",3257,7183,0,0
"BIG VALLEY 6-20",39164,08," ",230,317,0,0
"BIGHORN 1-31 WD",41730,08," ",482,320,0,0
"BLACK POWDER 1-27",42881,08," ",11,138,0,0
"BLACK STONE 34-216",42043,08," ",929,3675,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2354,4738,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",1972,1673,0,0
"BLACKTIP 1-42",41088,08," ",1606,1989,0,0
"BLACKTIP 1-43",40406,08," ",1783,3027,0,0
"BLACKTIP 1-44",40625,08," ",1509,3190,0,0
"BLACKTIP 1-48",40991,08," ",1571,2704,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",31013,48901,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",930,1075,0,0
"BLUE JACKET ""62""",41822,08," ",195,1051,0,0
"BLUE JACKET '73'",44763,08," ",1512,1935,0,0
"BOB COUCH 3-10",41583,08," ",1715,1370,0,0
"BOBCAT 34-175",43852,08," ",23015,63584,0,0
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,19512,947
"BOUCHER 2",45470,08," ",167,0,0,0
"BP 34-211",40619,08," ",4336,8547,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",7158,14994,0,0
"BRAMBLETT 34-216",41517,08," ",1039,7485,0,0
"BRUNSON ""22""",42146,08," ",1642,296,0,0
"BUCKIN CHUTE 33-61",42563,08," ",20797,46322,0,0
"BYRD 34-170 UNIT",42475,08," ",7740,19858,0,0
"CALAMITY JANE WEST",39285,08," ",394,1529,0,0
"CHATTERFROG 151",41557,08," ",2021,3468,0,0
"CHEVRON 34-157",40151,08," ",731,925,0,0
"CHEVRON 34-179",39755,08," ",2058,2456,0,0
"CHEVRON 34-181",39830,08," ",1500,2317,0,0
"CHEVY 17",39369,08," ",461,2209,0,0
COLLIER,42195,08," ",323,318,0,0
"COLONEL DRAKE 24",41295,08," ",1544,8674,0,0
"COLT 34-212",40262,08," ",12114,20612,0,0
"COLT 4-24",268753,08," 1H",0,0,0,0
"COLUMBINE 34-167",43775,08," ",20059,38165,0,0
"COOPERSMITH 34-139",41817,08," ",2872,3807,0,0
"COPE,R.L.",42695,08," ",76,275,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"COVINGTON 34-224",42442,08," ",30614,66186,0,0
"CROCKETT 1-26 WRD",41052,08," ",12933,23760,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",3023,5366,0,0
"CROCKETT 1-35 UNIT",42104,08," ",2860,5481,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",8801,13792,0,0
"CROCKETT 1-37 WRD",42140,08," ",2788,5947,0,0
"DAVIS '33-20'",39239,08," ",4250,2364,0,0
"DAVIS 33-19",39540,08," ",2359,964,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",0,0,0,0
"DAYTONA 14",41914,08," ",991,8491,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,50906,2620
"DRAINAGE 34-136",43582,08," ",60,0,0,0
"DRAKESTER 209",283980,08," 2H",0,0,48150,8338
"DRAKESTER 209",284193,08," 1H",0,0,5360,409
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",67,4720,0,0
"EAST VERMEJO 33-66",41507,08," ",16785,48090,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",5696,6160,0,0
"EGGERS 4-31",271715,08," 3H",0,0,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"EVELYN BAUER UNIT",43630,08," ",4365,4876,0,0
"FIELDER STATE 2-10",41866,08," ",1528,5355,0,0
