"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2014 - May 2014"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",88,213,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,63627,2559
"ABERNATHY 57-T1-14",45618,08," ",13666,41512,0,0
"ANACONDA STATE 55-2",283138,08," 1H",0,0,36535,7692
"ANACONDA STATE 55-2",45010,08," ",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",9031,13161,0,0
"APC FEE 1-40",40729,08," ",13156,20332,0,0
"APC FEE 1-50 UNIT",41231,08," ",13398,29316,0,0
"APC FEE 6",43431,08," ",2113,2790,0,0
"ARMSTRONG 14",45537,08," ",313,2446,0,0
"ARMSTRONG 16",45227,08," ",1061,8027,0,0
"ASHLOCK 1-34",41954,08," ",42229,65377,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2627,263
"ATLANTA 73",42256,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",54387,63193,0,0
"AYERS UNIT ""24""",41978,08," ",2101,2394,0,0
"BAGWELL C27-1",42447,08," ",3082,7870,0,0
"BARBEE 72-1",268076,08," 1H",0,0,34957,871
"BARNES, D. E. ESTATE",38700,08," ",1225,1565,0,0
"BARRACUDA 49",283806,08," 1",0,0,4208,484
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",389,1159,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3940,7426,0,0
"BATES 1-77 LOV UNIT",44788,08," ",20150,58298,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,9891,1351
"BENTON 3-12",44948,08," ",3467,9347,0,0
"BETTS 54-4-26 RVS",44643,08," ",3148,11717,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,33095,508
"BIG SILVER 34-160",43631,08," ",8595,14138,0,0
"BIG VALLEY 6-20",39164,08," ",800,605,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BLACK POWDER 1-27",42881,08," ",8106,17308,0,0
"BLACK STONE 34-216",42043,08," ",30,3047,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",4389,4661,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",3436,5671,0,0
"BLACKTIP 1-42",41088,08," ",946,1556,0,0
"BLACKTIP 1-43",40406,08," ",1040,1763,0,0
"BLACKTIP 1-44",40625,08," ",20836,33622,0,0
"BLACKTIP 1-48",40991,08," ",1120,1776,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",9845,11017,0,0
"BLACKTIP STATE 42",44861,08," ",8402,16290,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",7766,10798,0,0
"BLUE JACKET ""62""",41822,08," ",102,524,0,0
"BLUE JACKET '73'",44763,08," ",2349,5746,0,0
"BOB COUCH 3-10",41583,08," ",268,529,0,0
"BOBCAT 34-175",43852,08," ",7242,16091,0,0
"BODACIOUS C7-19",45253,08," ",5618,10634,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,33999,2434
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,51559,2456
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,41830,3057
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,53306,3074
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,13711,799
"BOLD JOHNSON 56-T1-36",275462,08," 2H",0,0,111574,23983
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,21824,5170
"BOUCHER 2",45470,08," ",582,5832,0,0
"BP 34-211",40619,08," ",3370,5626,0,0
"BRADY 56-1",44568,08," ",2522,29513,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",18942,35293,0,0
"BRAMBLETT 34-216",41517,08," ",1406,4297,0,0
"BRIDGER 1-36",282996,08," 2H",0,0,104605,23755
"BRIDGER 1-36",283146,08," 1H",0,0,118083,25586
"BRIDGER 1-36",45192,08," ",0,0,0,0
BRINE,45438,08," ",0,0,0,0
BROOKS,45888,08," ",15917,20474,0,0
"BRUNSON ""22""",42146,08," ",953,1806,0,0
"BRUNSON 48",46539,08," ",1968,3642,0,0
"BUCKIN CHUTE 33-61",42563,08," ",3961,13480,0,0
"BUCKIN CHUTE UNIT 33-61",45246,08," ",8008,29628,0,0
"BUNIN 4",285691,08," 2H",0,0,47634,10697
"BUNIN 4",45742,08," ",0,0,0,0
"BURRELL STATE 34-143 UNIT",44806,08," ",8939,9649,0,0
"BYRD 34-170 UNIT",42475,08," ",5494,6991,0,0
"C.G. LUDEMAN 'B'",45241,08," ",2143,61,0,0
"C.H. KNIGHT",45862,08," ",11747,22662,0,0
"CALAMITY JANE WEST",39285,08," ",355,145,0,0
"CAMP STATE 56-T2-8",273044,08," 1H",0,0,83955,5630
"CARDINAL 4",47457,08," ",2591,13697,0,0
"CBR 10",285718,08," 3H",0,0,6703,1206
