"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Oct 2018 - Oct 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",25107,37344,0,0
"9014 JV-P PITZER",41392,08," ",24,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",56135,63724,0,0
"A.G. HILL",50673,08," ",3561,3970,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,16679,1579
"ABERNATHY 57-T1-14",45618,08," ",162,7989,0,0
ACE,283213,08," L 06H",0,0,70194,8764
"ADMIRAL 4-48 47",284860,08," 1H",0,0,36226,5820
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",543,766,0,0
"ADOBE A",50110,08," ",3456,4676,0,0
"ADOBE B",50111,08," ",1658,2596,0,0
"ADOBE C",51278,08," ",4752,5124,0,0
"ADOBE D",51279,08," ",8466,7750,0,0
"ADOBE E",51280,08," ",6549,3770,0,0
ADRIANNA,47205,08," ",967,4747,0,0
"AFFIRMED 6",49761,08," ",13076,44420,0,0
"AGGIE UNIT 75-67-66",50860,08," ",18335,102987,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",57353,313364,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",4361,6349,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,16775,2744
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,93787,13645
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,33155,3530
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",0,59,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",2235,6915,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",3504,12991,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,7654,2027
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,9079,1115
"AMERICAN PHAROAH",47777,08," ",157,10701,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,10067,1058
"ANACONDA STATE 55-2",283093,08," 7H",0,0,7713,1040
"ANACONDA STATE 55-2",283095,08," 2H",0,0,14293,2787
"ANACONDA STATE 55-2",283136,08," 3H",0,0,12666,1034
"ANACONDA STATE 55-2",283138,08," 1H",0,0,0,0
"ANACONDA STATE 55-2",45010,08," ",5642,25418,0,0
"ANDREA SWD",51006,08," ",0,0,0,0
"ANGELS ENVY 4-3W UNIT",286792,08," 1H",0,0,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1240,2429,0,0
"APC FEE 1-40",40729,08," ",5880,8575,0,0
"APC FEE 1-50 UNIT",285124,08," 5H",0,0,10685,2643
"APC FEE 1-50 UNIT",41231,08," ",5817,3478,0,0
"APC FEE 6",43431,08," ",688,1752,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",9022,21676,0,0
"APPLETON EAST UNIT C20-9",285766,08," 1H",0,0,146078,27186
"APPLETON WEST UNIT C20-9",285870,08," 1H",0,0,131501,23586
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,9403,1945
"ARGENTINE 71",48782,08," ",6163,22588,0,0
"ARMSTRONG 14",45537,08," ",392,13181,0,0
"ARMSTRONG 16",45227,08," ",324,3190,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",2089,68136,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,40423,9046
"ARPENT 21602 25",285178,08," 1H",0,0,53196,12868
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,101215,21288
"ASHLOCK 1-34",284402,08," 5H",0,0,8349,2282
"ASHLOCK 1-34",41954,08," ",6900,21204,0,0
"ASPEN 55-1-30 UNIT",284432,08," 1HR",0,0,87104,20497
"ASPEN 55-1-30 UNIT",285400,08," 2H",0,0,117941,22947
"ASSAULT 126",48392,08," ",47350,72308,0,0
"ASSAULT 6",49752,08," ",7122,67994,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,4316,2037
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,1537,370
"ATLANTIS 59-10",46352,08," ",112,0,0,0
