"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2018 - Aug 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",30583,49436,0,0
"9014 JV-P PITZER",41392,08," ",35,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",60715,55415,0,0
"A.G. HILL",50673,08," ",21,74,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,25258,1071
"ABERNATHY 57-T1-14",45618,08," ",2566,10980,0,0
ACE,283213,08," L 06H",0,0,91812,10556
"ADMIRAL 4-48 47",284860,08," 1H",0,0,41166,6070
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",4194,9708,0,0
"ADOBE A",50110,08," ",16418,32435,0,0
"ADOBE B",50111,08," ",17386,27943,0,0
ADRIANNA,47205,08," ",532,2519,0,0
"AFFIRMED 6",49761,08," ",14446,37748,0,0
"AGGIE UNIT 75-67-66",50860,08," ",29776,133851,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",69448,380687,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",36779,55487,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,22303,3504
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,85048,12009
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,19724,3085
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",2711,8996,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",1658,6940,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",3170,12482,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,11231,1981
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,11554,2633
"AMERICAN PHAROAH",47777,08," ",881,16111,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,11860,1297
"ANACONDA STATE 55-2",283093,08," 7H",0,0,8698,1161
"ANACONDA STATE 55-2",283095,08," 2H",0,0,14506,3083
"ANACONDA STATE 55-2",283136,08," 3H",0,0,12258,1154
"ANACONDA STATE 55-2",283138,08," 1H",0,0,7321,941
"ANACONDA STATE 55-2",45010,08," ",4779,21055,0,0
"ANGELS ENVY 4-3W UNIT",286792,08," 1H",0,0,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",898,1891,0,0
"APC FEE 1-40",40729,08," ",4924,13830,0,0
"APC FEE 1-50 UNIT",285124,08," 5H",0,0,17476,3264
"APC FEE 1-50 UNIT",41231,08," ",5046,6805,0,0
"APC FEE 6",43431,08," ",1119,2117,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",15214,41154,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,103005,16932
"ARGENTINE 71",48782,08," ",6425,23339,0,0
"ARMSTRONG 14",45537,08," ",228,6425,0,0
"ARMSTRONG 16",45227,08," ",305,3751,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",2617,70874,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,42865,9868
"ARPENT 21602 25",285178,08," 1H",0,0,81311,18514
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,137359,26218
"ASHLOCK 1-34",284402,08," 5H",0,0,8777,1683
"ASHLOCK 1-34",41954,08," ",7356,25617,0,0
"ASPEN 55-1-30 UNIT",284432,08," 1HR",0,0,42214,9311
"ASPEN 55-1-30 UNIT",285400,08," 2H",0,0,0,0
"ASSAULT 126",48392,08," ",5817,6989,0,0
"ASSAULT 6",49752,08," ",7556,55400,0,0
