"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2013 - Dec 2013"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",117,226,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,80612,4487
"APC FEE 1-38 UNIT",42460,08," ",4633,6643,0,0
"APC FEE 1-40",40729,08," ",11487,17235,0,0
"APC FEE 1-50 UNIT",41231,08," ",12710,13871,0,0
"APC FEE 6",43431,08," ",2547,3629,0,0
"ARMSTRONG 14",45537,08," ",398,4301,0,0
"ARMSTRONG 16",45227,08," ",451,371,0,0
"ASHLOCK 1-34",41954,08," ",1321,3046,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2162,260
"ATLANTA 73",42256,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",19889,20961,0,0
"AYERS UNIT ""24""",41978,08," ",2168,2535,0,0
"BAGWELL C27-1",42447,08," ",2522,7307,0,0
"BARBEE 72-1",268076,08," 1H",0,0,0,0
"BARNES, D. E. ESTATE",38700,08," ",893,35,0,0
"BARRACUDA 49",283806,08," 1",0,0,3645,363
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",78,752,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",4602,6334,0,0
"BATES 1-77 LOV UNIT",44788,08," ",5355,12248,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,8612,2282
"BENTON 3-12",44948,08," ",7097,8643,0,0
"BETTS 54-4-26 RVS",44643,08," ",9310,31704,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,35920,655
"BIG SILVER 34-160",43631,08," ",3614,7678,0,0
"BIG VALLEY 6-20",39164,08," ",199,91,0,0
