"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2012 - Jul 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",258,545,0,0
"APC FEE 1-38 UNIT",42460,08," ",15183,34670,0,0
"APC FEE 1-40",40729,08," ",10573,20377,0,0
"APC FEE 1-50 UNIT",41231,08," ",1108,2214,0,0
"ARMSTRONG 16",45227,08," ",0,0,0,0
"ASHLOCK 1-34",41954,08," ",1320,2847,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,12853,949
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",4045,4712,0,0
"BAGWELL C27-1",42447,08," ",4322,10108,0,0
"BARNES, D. E. ESTATE",38700,08," ",2942,4064,0,0
BARSTOW,39273,08," ",390,1989,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,8681,1156
"BIG VALLEY 6-20",39164,08," ",672,1794,0,0
"BIGHORN 1-31 WD",41730,08," ",698,997,0,0
"BLACK POWDER 1-27",42881,08," ",3,138,0,0
"BLACK STONE 34-216",42043,08," ",570,3719,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",4763,6571,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",1950,3321,0,0
"BLACKTIP 1-42",41088,08," ",1885,3638,0,0
"BLACKTIP 1-43",40406,08," ",1851,3971,0,0
"BLACKTIP 1-44",40625,08," ",3391,7185,0,0
"BLACKTIP 1-48",40991,08," ",1784,3460,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",4833,9614,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",2140,3337,0,0
"BLUE JACKET ""62""",41822,08," ",54,1453,0,0
"BOB COUCH 3-10",41583,08," ",1679,4707,0,0
"BOBCAT 34-175",43852,08," ",54769,180038,0,0
"BP 34-211",40619,08," ",3780,8737,0,0
"BRAMBLETT 34-216",41517,08," ",1090,5045,0,0
"BRUNSON ""22""",42146,08," ",1057,85,0,0
"BUCKIN CHUTE 33-61",42563,08," ",4310,10630,0,0
"CALAMITY JANE WEST",39285,08," ",117,484,0,0
"CHATTERFROG 151",41557,08," ",3056,5311,0,0
"CHEVRON 34-157",40151,08," ",311,411,0,0
"CHEVRON 34-179",39755,08," ",2747,6954,0,0
"CHEVRON 34-181",39830,08," ",74,13,0,0
"CHEVY 17",39369,08," ",11,202,0,0
COLLIER,42195,08," ",451,1137,0,0
"COLONEL DRAKE 24",41295,08," ",3110,1699,0,0
"COLT 34-212",40262,08," ",16089,53343,0,0
"COLT 4-24",268753,08," 1H",0,0,444,0
"COOPERSMITH 34-139",41817,08," ",1492,1728,0,0
"COPE,R.L.",42695,08," ",44,615,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"COVINGTON 34-224",42442,08," ",21931,51355,0,0
"CROCKETT 1-26 WRD",41052,08," ",14354,25257,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",3811,7074,0,0
"CROCKETT 1-35 UNIT",42104,08," ",5938,11291,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",14326,25799,0,0
"CROCKETT 1-37 WRD",42140,08," ",7638,15803,0,0
"DAVIS '33-20'",39239,08," ",5473,2802,0,0
"DAVIS 33-19",39540,08," ",2202,1611,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",3265,6424,0,0
"DAYTONA 14",41914,08," ",2497,6975,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,2714,75
"DRAKESTER 209",283980,08," 2H",0,0,9743,1526
"DRAKESTER 209",284193,08," 1H",0,0,15143,2114
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",331,12260,0,0
"EAST VERMEJO 33-66",41507,08," ",36993,86429,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",8614,9585,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"EVELYN BAUER UNIT",43630,08," ",10443,13092,0,0
"FIELDER STATE 2-10",41866,08," ",2380,7016,0,0
"FIELDS 33-25",39205,08," ",1523,2494,0,0
"FIELDS 33-27",39128,08," ",5130,6600,0,0
"FINLEY 1-11 WRD",42335,08," ",8123,11896,0,0
"FOWLER 34-193",40254,08," ",10923,23707,0,0
"GALAPAGOS 53-2-45",42446,08," ",3794,38322,0,0
"GELTEMEYER 4-21",271714,08," 1H",0,0,0,0
"GELTEMEYER 61",266022,08," 1",0,0,0,0
"GORDON STATE 24",42603,08," ",3056,5581,0,0
"GRACE CARTER 56",284024,08," 2H",0,0,53168,2302
"GRACE CARTER 56",42576,08," ",0,0,0,0
"GRAHAM 19 STATE UNIT",42826,08," ",6785,10392,0,0
"HELLBENDER STATE 150",42771,08," ",10332,13232,0,0
"HERRINGTON 55-T7-32",42841,08," ",0,0,0,0
"HEXAD 34-180",41026,08," ",1520,3643,0,0
"HOWARD 33-22",38658,08," ",2578,815,0,0
"HOWARD, BERNICE",30307,08," ",104,0,0,0
"HUGHES B",43889,08," ",335,3437,0,0
"HUMANE SOCIETY 34-187",41560,08," ",1262,3023,0,0
"HUMANE SOCIETY 34-198 WRD",42026,08," ",1595,4245,0,0
"HUMANE SOCIETY 34-199 WRD",42158,08," ",1865,6252,0,0
INTERSTATE,39572,08," ",160,544,0,0
"INTIMIDATION 33-63",42310,08," ",22805,60757,0,0
"JAMES WEST 1-41",41522,08," ",3043,5575,0,0
"JANE M. GRAVES UNIT",42955,08," ",4938,6779,0,0
"JITTERBUG 161",40769,08," ",4950,6524,0,0
"JOHNSON 33-21",39485,08," ",4833,5037,0,0
"JOHNSON RANCH 1-49",40751,08," ",1498,2082,0,0
"KHC '33-26'",39289,08," ",16014,20674,0,0
"KHC 33-24",38618,08," ",2741,4168,0,0
"KIMBELL 34-194",40654,08," ",922,2006,0,0
"KW STATE",39341,08," ",227,337,0,0
"LEE -128-",28269,08," ",11,0,0,0
"LEE 34-154",41585,08," ",1898,2585,0,0
LEGEAR,43839,08," ",4172,1291,0,0
"LOBO 34-147",43256,08," ",10383,22663,0,0
"MAGIC MAN 33-64 WRD",42019,08," ",6281,14475,0,0
"MAKO STATE 2-32",41569,08," ",998,2183,0,0
"MAKO STATE 3-6",41426,08," ",811,3617,0,0
"MAKO STATE 54-4-10",41776,08," ",867,2221,0,0
"MATTHES STATE",39360,08," ",234,999,0,0
"MEEKER 18",45327,08," ",1096,21797,0,0
"MICHIGAN 21",283807,08," 1H",0,0,48356,3328
"MICHIGAN 21",42909,08," ",0,0,0,0
MILLER,41993,08," ",2113,2606,0,0
"MILLER STATE 140",39389,08," ",421,1160,0,0
"MILLER STATE 152",39538,08," ",1375,4017,0,0
"MILLER STATE 30",39374,08," ",448,983,0,0
"MINNOW BUCKET SWD",40979,08," ",0,0,0,0
"MONROE 1-10",43653,08," ",23714,27223,0,0
"MONROE 1-17 WRD",40817,08," ",10277,20070,0,0
"MONROE 1-6 WRD",42155,08," ",12229,10486,0,0
"MONROE 1-8 WRD",42153,08," ",2317,3302,0,0
"MONROE 34-158",40721,08," ",8148,11048,0,0
"MONROE 34-158 UNIT",41452,08," ",3830,5823,0,0
"MONROE 34-172",40340,08," ",1933,5677,0,0
"MONROE 34-178",40778,08," ",1281,1425,0,0
"MONROE 34-180",39877,08," ",1860,3265,0,0
"MONROE 34-188",40487,08," ",0,0,0,0
"MONROE 34-190",40728,08," ",3540,6673,0,0
"MONROE 34-195",42262,08," ",2292,7565,0,0
"MONROE 34-205",42118,08," ",708,8148,0,0
