"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Oct 2017 - Oct 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",6478,7533,0,0
"9014 JV-P PITZER",41392,08," ",39,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",48314,52477,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,19111,550
"ABERNATHY 57-T1-14",45618,08," ",1379,6610,0,0
ACE,283213,08," L 06H",0,0,102329,15564
"ADMIRAL 4-48 47",284860,08," 1H",0,0,59241,8833
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",6390,9678,0,0
ADRIANNA,47205,08," ",1663,10536,0,0
"AFFIRMED 6",49761,08," ",7532,28174,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",205540,1066488,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,24414,3789
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",2661,8195,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",5936,12934,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",1875,17576,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,18840,3512
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,16854,3469
"AMERICAN PHAROAH",47777,08," ",1222,19876,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,17175,2014
"ANACONDA STATE 55-2",283093,08," 7H",0,0,54,46
"ANACONDA STATE 55-2",283095,08," 2H",0,0,167,82
"ANACONDA STATE 55-2",283136,08," 3H",0,0,15273,1561
"ANACONDA STATE 55-2",283138,08," 1H",0,0,8393,858
"ANACONDA STATE 55-2",45010,08," ",7248,33783,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",476,742,0,0
"APC FEE 1-40",40729,08," ",2954,4104,0,0
"APC FEE 1-50 UNIT",41231,08," ",6215,31086,0,0
"APC FEE 6",43431,08," ",1177,2441,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",12560,30234,0,0
"ARGENTINE 71",48782,08," ",11248,34916,0,0
"ARMSTRONG 14",45537,08," ",248,2286,0,0
"ARMSTRONG 16",45227,08," ",337,2611,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",5430,128750,0,0
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",11789,34622,0,0
"ASSAULT 126",48392,08," ",7740,17881,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,1
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2239,260
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",233,57976,0,0
"AUTOBAHN 34-117",44771,08," ",10010,12303,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",11409,17459,0,0
"AVALANCHE 42-27",49931,08," ",15016,25581,0,0
"AVANT 29-40",45969,08," ",501,965,0,0
"AYERS UNIT ""24""",41978,08," ",0,261,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,48836,10903
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",1891,3802,0,0
"BAKU 56-2-41",282807,08," 1H",0,0,0,0
"BALBO EAST UNIT",47676,08," ",4472,14039,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",5387,24012,0,0
"BALBO WEST UNIT",47518,08," ",5266,35321,0,0
"BALBO-ADRIANNA WEST",50314,08," ",21364,66522,0,0
"BALMORHEA RANCH 49",46601,08," ",747,3723,0,0
"BALMORHEA STATE",46324,08," ",65,181,0,0
"BALMORHEA STATE A",49591,08," ",2777,4938,0,0
"BALMORHEA STATE B",49655,08," ",5424,6827,0,0
"BALMORHEA STATE C",49568,08," ",4525,7295,0,0
"BALMORHEA STATE E",49521,08," ",9507,13189,0,0
"BALMORHEA STATE F",49646,08," ",15172,22298,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,83209,16764
"BANNER 57-1-21",279225,08," 1H",0,0,136225,12386
"BARBARA STATE",48280,08," ",4632,11069,0,0
"BARBEE 72-1",268076,08," 1H",0,0,11758,198
"BARNES, D. E. ESTATE",38700,08," ",144,318,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",31294,207168,0,0
"BARRACUDA 49",283806,08," 1",0,0,802,246
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",8538,7939,0,0
BARSTOW,39273,08," ",49,59,0,0
"BARSTOW 33-33",47288,08," ",3684,15120,0,0
"BARSTOW 33-34",47050,08," ",10178,15775,0,0
"BARSTOW A",49057,08," ",29340,98732,0,0
"BASILISK 56-3-43 UNIT",283895,08," 1H",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3923,6912,0,0
"BATES 1-77 LOV UNIT",44788,08," ",708,7130,0,0
"BAXTER SPRINGS 54-4-33",283394,08," 1H",0,0,0,0
"BAYER '13'",46894,08," ",1266,1770,0,0
"BEANS STATION 53-4-5",282883,08," 1H",0,0,0,0
"BEARCAT 28-29",48622,08," ",10275,15060,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",2491,7790,0,0
"BECKER 6-29 UNIT A",47995,08," ",15567,45722,0,0
"BECKER 6-30 UNIT B",283132,08," 1H",0,0,137734,36056
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,2509,551
"BELLTOWN 57-3-19",282811,08," 1H",0,0,0,0
"BENTON 3-12",44948,08," ",2273,18514,0,0
BENTZ,48403,08," ",4408,5084,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",223,751,0,0
