"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2016 - Jul 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",9118,17875,0,0
"9014 JV-P PITZER",41392,08," ",0,0,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,21017,1737
"ABERNATHY 57-T1-14",45618,08," ",3139,13863,0,0
ADOBE,48634,08," ",12817,14413,0,0
ADRIANNA,47205,08," ",4755,19539,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,37003,5348
ALLEN,47211,08," ",3429,11723,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",5161,18472,0,0
"AMERICAN PHAROAH",47777,08," ",2225,28969,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,1897,445
"ANACONDA STATE 55-2",283093,08," 7H",0,0,13397,1963
"ANACONDA STATE 55-2",283095,08," 2H",0,0,25767,6584
"ANACONDA STATE 55-2",283136,08," 3H",0,0,22597,2772
"ANACONDA STATE 55-2",283138,08," 1H",0,0,17968,1665
"ANACONDA STATE 55-2",45010,08," ",9881,37090,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",2786,5267,0,0
"APC FEE 1-40",40729,08," ",4578,6970,0,0
"APC FEE 1-50 UNIT",41231,08," ",16945,39098,0,0
"APC FEE 6",43431,08," ",1100,2098,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",23971,62182,0,0
"ARMSTRONG 14",45537,08," ",208,2133,0,0
"ARMSTRONG 16",45227,08," ",367,0,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",2168,36474,0,0
"ASHLOCK 1-34",41954,08," ",24269,43778,0,0
"ASSAULT 126",48392,08," ",14695,26937,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,33636,8721
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2679,268
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",14426,17048,0,0
