"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2010 - Jul 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",3200,2890,0,0
BARSTOW,39273,08," ",570,2242,0,0
"BIG VALLEY 6-20",39164,08," ",861,1320,0,0
"BLACKTIP 1-43",40406,08," ",15682,29503,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",14441,21342,0,0
"CALAMITY JANE WEST",39285,08," ",280,1581,0,0
"CHEVRON 34-157",40151,08," ",1397,954,0,0
"CHEVRON 34-179",39755,08," ",5186,9372,0,0
"CHEVRON 34-181",39830,08," ",5114,12035,0,0
"CHEVY 17",39369,08," ",675,1212,0,0
"COLT 34-212",40262,08," ",26598,43835,0,0
"DAVIS '33-20'",39239,08," ",8924,13028,0,0
"DAVIS 33-19",39540,08," ",3353,6211,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",8932,5831,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",0,0,0,0
"FIELDS 33-27",39128,08," ",1160,1463,0,0
"FOWLER 34-193",40254,08," ",9905,18893,0,0
"HOWARD 33-22",38658,08," ",1692,2051,0,0
"HOWARD, BERNICE",30307,08," ",13,0,0,0
INTERSTATE,39572,08," ",289,878,0,0
"JOHNSON 33-21",39485,08," ",2080,1908,0,0
"KHC '33-26'",39289,08," ",1961,3477,0,0
"KHC 33-24",38618,08," ",4669,13329,0,0
"KW STATE",39341,08," ",1199,3724,0,0
"LEE -128-",28269,08," ",31,0,0,0
"MATTHES STATE",39360,08," ",556,1735,0,0
"MILLER STATE 140",39389,08," ",2478,3426,0,0
"MILLER STATE 152",39538,08," ",1966,1742,0,0
"MILLER STATE 30",39374,08," ",519,435,0,0
"MONROE 34-172",40340,08," ",11909,24586,0,0
"MONROE 34-180",39877,08," ",3208,5344,0,0
"MONROE 34-188",40487,08," ",5439,21248,0,0
"MONROE 34-210",39975,08," ",6345,26895,0,0
"MONROE 34-220",40322,08," ",22457,45036,0,0
"MONROE 34-221",40154,08," ",18267,25873,0,0
"NARROWS 6-21",41098,08," ",0,0,0,0
"SEARLS 34-115",39431,08," ",3089,8688,0,0
"VICKERS '34-127'",39484,08," ",2099,2261,0,0
"WILSON CROSS 168",40323,08," ",8369,12858,0,0
"WILSON TRUST 126",39206,08," ",1344,1813,0,0
WORSHAM,39668,08," ",532,321,0,0
"WORSHAM '6-18'",39429,08," ",1567,8049,0,0
"WORSHAM '6-22'",39277,08," ",2580,3510,0,0
Total," "," "," ",210936,390899,0,0
