"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Apr 2017 - Apr 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",7057,17325,0,0
"9014 JV-P PITZER",41392,08," ",38,80,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,26431,1267
"ABERNATHY 57-T1-14",45618,08," ",3279,12749,0,0
"ADMIRAL 4-48 47",48321,08," ",13754,67350,0,0
ADOBE,48634,08," ",7946,16093,0,0
ADRIANNA,47205,08," ",3163,18942,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,31899,4326
ALLEN,47211,08," ",2835,10270,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3575,15728,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",6807,27411,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,61359,9373
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,86168,13963
"AMERICAN PHAROAH",47777,08," ",1645,25503,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,17519,1992
"ANACONDA STATE 55-2",283093,08," 7H",0,0,8599,1280
"ANACONDA STATE 55-2",283095,08," 2H",0,0,17879,3533
"ANACONDA STATE 55-2",283136,08," 3H",0,0,16380,1632
"ANACONDA STATE 55-2",283138,08," 1H",0,0,4340,727
"ANACONDA STATE 55-2",45010,08," ",6738,29404,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1512,2455,0,0
"APC FEE 1-40",40729,08," ",4565,7439,0,0
"APC FEE 1-50 UNIT",41231,08," ",11265,30467,0,0
"APC FEE 6",43431,08," ",1020,2133,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",14418,39830,0,0
"ARGENTINE 71",48782,08," ",18980,54539,0,0
"ARMSTRONG 14",45537,08," ",52,740,0,0
"ARMSTRONG 16",45227,08," ",49,1105,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",1441,37391,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",16153,52210,0,0
"ASSAULT 126",48392,08," ",9434,25347,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,0
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3490,305
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",754,61214,0,0
"AUTOBAHN 34-117",44771,08," ",10635,14167,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",8872,14266,0,0
"AVANT 29-40",45969,08," ",1839,3339,0,0
"AYERS UNIT ""24""",41978,08," ",1494,1895,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,0,0
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",1723,3924,0,0
"BALBO EAST UNIT",47676,08," ",6455,14146,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",6443,23820,0,0
"BALBO WEST UNIT",47518,08," ",5852,36228,0,0
"BALMORHEA RANCH 49",46601,08," ",1798,6493,0,0
"BALMORHEA STATE",46324,08," ",1705,4283,0,0
"BALMORHEA STATE A",49591,08," ",32853,50997,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,65660,14255
"BANNER 57-1-21",279225,08," 1H",0,0,77821,7134
"BARBARA STATE",48280,08," ",6232,16567,0,0
"BARBEE 72-1",268076,08," 1H",0,0,11386,205
"BARNES, D. E. ESTATE",38700,08," ",557,1040,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",34680,161546,0,0
"BARRACUDA 49",283806,08," 1",0,0,1417,190
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",12626,11150,0,0
BARSTOW,39273,08," ",76,266,0,0
"BARSTOW 33-33",47288,08," ",4155,24467,0,0
"BARSTOW 33-34",47050,08," ",12999,21242,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3684,10395,0,0
"BATES 1-77 LOV UNIT",44788,08," ",2207,7571,0,0
"BAYER '13'",46894,08," ",634,1363,0,0
"BEARCAT 28-29",48622,08," ",21661,27093,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",2586,9840,0,0
"BECKER 6-29 UNIT A",47995,08," ",32165,87635,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,3207,656
"BENTON 3-12",44948,08," ",1212,5058,0,0
BENTZ,48403,08," ",4896,8851,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",3632,1758,0,0
"BERKLEY STATE WEST UNIT",47669,08," ",8246,11775,0,0
"BERNARD STATE C-27 2-5 LOV UNIT",48786,08," ",26297,91353,0,0
"BETTS 54-4-20",280913,08," 1H",0,0,96432,17476
"BETTS 54-4-24",48254,08," ",9075,35232,0,0
"BETTS 54-4-26 RVS",44643,08," ",733,4152,0,0
"BETTS UNIT 53-4-2",48020,08," ",3708,13025,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,20839,159
"BIG BUCKS 29-10",47596,08," ",11684,28290,0,0
"BIG CYPRESS 56-2-13",282674,08," 1H",0,0,0,0
"BIG EASY 54-2-6 UNIT",48143,08," ",16962,46117,0,0
"BIG FUNDAMENTAL 4-52",49381,08," ",0,0,0,0
"BIG GIPPER STATE UNIT",48741,08," ",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279162,08," 2H",0,0,38525,5225
"BIG HORN STATE 56-2-9 UNIT",48326,08," ",34240,113911,0,0
"BIG PINEY 57-2-29",48487,08," ",0,0,0,0
"BIG PINEY 57-2-41",277111,08," 1H",0,0,4085,12
"BIG SILVER 34-160",43631,08," ",9414,9938,0,0
"BIG SKY 55-16",283366,08," 1H",0,0,34014,6778
"BIG SKY 55-16",47983,08," ",0,0,0,0
"BIG TIMBER STATE 57-25 UNIT",283094,08," 1H",0,0,56952,9770
"BIG TIMBER STATE 57-25 UNIT",46782,08," ",0,0,0,0
"BIG VALLEY 6-20",39164,08," ",505,712,0,0
"BIGFOOT C21-6 UNIT",283613,08," 1H",0,0,114698,10710
"BIGFOOT C21-6 UNIT",47726,08," ",0,0,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BIGHORN NORTH UNIT 1-31",283073,08," 1H",0,0,34278,4014
"BIGHORN NORTH UNIT 1-31",46564,08," ",0,0,0,0
"BIGHORN SOUTH UNIT 1-31",48550,08," ",22625,127418,0,0
"BILLY BURT 90-TTT-B33 WF",47373,08," ",37851,102011,0,0
"BIRDIE-BELL 54-2-18 LOV",47484,08," ",1734,5507,0,0
BISON,48663,08," ",26106,60681,0,0
"BITTERROOT 54-1-18",280577,08," 2H",0,0,34088,7754
"BITTERROOT 54-1-18",47245,08," ",4021,10385,0,0
"BLACK POWDER 1-27",42881,08," ",3444,5598,0,0
"BLACK STONE 1-14 WRD UNIT",47442,08," ",3302,37703,0,0
"BLACK STONE 34-216",42043,08," ",250,1594,0,0
"BLACKTAIL 1-34 UNIT",283621,08," 1H",0,0,125389,20567
"BLACKTAIL 1-34 UNIT",48096,08," ",0,0,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",1741,2354,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2392,4388,0,0
"BLACKTIP 1-42 UNIT",46876,08," ",0,0,0,0
"BLACKTIP 1-43",40406,08," ",0,0,0,0
"BLACKTIP 1-44",40625,08," ",1,0,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",3217,7054,0,0
"BLACKTIP STATE 42",44861,08," ",29469,49017,0,0
"BLACKTIP STATE 43",46804,08," ",19022,90537,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",3017,6047,0,0
"BLACKTOP 21601 1",284473,08," 2H",0,0,43355,14673
"BLACKTOP 21601 1",284549,08," 1H",0,0,39682,11599
"BLACKTOP 21601 1",49209,08," ",0,0,0,0
"BLUE CREST",46676,08," ",6646,12143,0,0
