"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jun 2016 - Jun 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",10389,21878,0,0
"9014 JV-P PITZER",41392,08," ",38,83,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,27307,1902
"ABERNATHY 57-T1-14",45618,08," ",3030,13774,0,0
ADOBE,48634,08," ",17117,19331,0,0
ADRIANNA,47205,08," ",5218,20875,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,37258,5439
ALLEN,47211,08," ",3195,10204,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",6313,24456,0,0
"AMERICAN PHAROAH",47777,08," ",1853,36995,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,2863,859
"ANACONDA STATE 55-2",283093,08," 7H",0,0,12973,2003
"ANACONDA STATE 55-2",283095,08," 2H",0,0,26229,5908
"ANACONDA STATE 55-2",283136,08," 3H",0,0,19790,2074
"ANACONDA STATE 55-2",283138,08," 1H",0,0,10409,1040
"ANACONDA STATE 55-2",45010,08," ",9277,38110,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",3690,7503,0,0
"APC FEE 1-40",40729,08," ",3690,5850,0,0
"APC FEE 1-50 UNIT",41231,08," ",15373,35068,0,0
"APC FEE 6",43431,08," ",412,798,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",25043,61159,0,0
"ARMSTRONG 14",45537,08," ",258,1603,0,0
"ARMSTRONG 16",45227,08," ",367,0,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",3607,61401,0,0
"ASHLOCK 1-34",41954,08," ",18703,35319,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,30448,8667
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2328,287
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",13930,16568,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",30465,49883,0,0
"AVANT 29-40",45969,08," ",1868,3476,0,0
