"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2019 - May 2019"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",0,0,0,0
"9014 JV-P PITZER",41392,08," ",0,0,0,0
"A CLASSIC DASH 18",51555,08," ",16775,48841,0,0
"A HERRING 94-93 UNIT",49527,08," ",48581,34016,0,0
"A.G. HILL",50673,08," ",2652,4517,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,0,0
"ABERNATHY 57-T1-14",45618,08," ",0,0,0,0
ACE,283213,08," L 06H",0,0,61541,6366
"ADMIRAL 4-48 47",284860,08," 1H",0,0,35813,4804
ADOBE,48634,08," ",3573,4430,0,0
"ADOBE A",50110,08," ",9206,26887,0,0
"ADOBE B",50111,08," ",6458,15482,0,0
"ADOBE C",51278,08," ",11135,26714,0,0
"ADOBE D",51279,08," ",12974,25372,0,0
"ADOBE E",51280,08," ",12538,15740,0,0
ADRIANNA,47205,08," ",0,0,0,0
"AFFIRMED 6",49761,08," ",39500,160075,0,0
"AGGIE UNIT 75-67-66",50860,08," ",5016,31736,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",44811,253609,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",21167,30405,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,0,0
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,41522,5956
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,20896,2467
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",777,2043,0,0
"ALLEN 55-2-44 LOV UNIT",286761,08," 2H",0,0,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",2779,17386,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",1620,10961,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,0,0
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,0,0
"AMERICAN PHAROAH",47777,08," ",15703,92500,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,8392,1106
"ANACONDA STATE 55-2",283093,08," 7H",0,0,3317,414
"ANACONDA STATE 55-2",283095,08," 2H",0,0,12166,2332
"ANACONDA STATE 55-2",283136,08," 3H",0,0,10925,1311
"ANACONDA STATE 55-2",283138,08," 1H",0,0,0,0
"ANACONDA STATE 55-2",45010,08," ",3627,19212,0,0
"ANDREA SWD",51006,08," ",0,0,0,0
"ANGELS ENVY 4-3W UNIT",286792,08," 1H",0,0,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,88525,30205
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 54-5-1",51627,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",196,828,0,0
"APC FEE 1-40",40729,08," ",3093,2582,0,0
"APC FEE 1-50 UNIT",285124,08," 5H",0,0,10781,1737
"APC FEE 1-50 UNIT",41231,08," ",2690,4672,0,0
"APC FEE 6",43431,08," ",608,1781,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",8623,24140,0,0
"APPLETON EAST UNIT C20-9",285766,08," 1H",0,0,54225,8095
"APPLETON WEST UNIT C20-9",285870,08," 1H",0,0,49357,7782
"AQUAMAN SWD",51363,08," ",0,0,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,107672,20809
"ARGENTINE 71",48782,08," ",5314,10728,0,0
"ARGENTINE STATE 7170 4U",286527,08," B  4H",0,0,131139,32321
"ARGENTINE STATE 7170 5U",286449,08," S  5H",0,0,117965,28154
"ARMSTRONG 14",45537,08," ",238,1561,0,0
"ARMSTRONG 16",45227,08," ",2144,16761,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",1058,33878,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,30340,7062
"ARPENT 21602 25",285178,08," 1H",0,0,21109,3242
"ARROW 56-2-7",283526,08," 1H",0,0,44604,9138
"ARROWHEAD B 28-12-33",51593,08," ",0,0,0,0
