"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Apr 2013 - Apr 2013"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",221,317,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,178537,10185
"APC FEE 1-38 UNIT",42460,08," ",9507,18856,0,0
"APC FEE 1-40",40729,08," ",12808,24078,0,0
"APC FEE 1-50 UNIT",41231,08," ",1454,2457,0,0
"APC FEE 6",43431,08," ",4466,7881,0,0
"ARMSTRONG 14",45537,08," ",627,1664,0,0
"ARMSTRONG 16",45227,08," ",1261,16689,0,0
"ASHLOCK 1-34",41954,08," ",2050,3523,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,4688,557
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",2778,4834,0,0
"BAGWELL C27-1",42447,08," ",3747,9538,0,0
"BARBEE 72-1",268076,08," 1H",0,0,0,0
"BARNES, D. E. ESTATE",38700,08," ",2733,3365,0,0
"BARRACUDA 49",283806,08," 1",0,0,5452,618
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",448,1763,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,14670,3674
"BENTON 3-12",44948,08," ",3231,17154,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",7147,9935,0,0
"BIG VALLEY 6-20",39164,08," ",1076,2094,0,0
"BIGHORN 1-31 WD",41730,08," ",6,0,0,0
"BLACK POWDER 1-27",42881,08," ",13790,19418,0,0
"BLACK STONE 34-216",42043,08," ",1115,5987,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",1459,3479,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2808,3700,0,0
"BLACKTIP 1-42",41088,08," ",1314,1716,0,0
"BLACKTIP 1-43",40406,08," ",1546,2468,0,0
"BLACKTIP 1-44",40625,08," ",2445,7315,0,0
"BLACKTIP 1-48",40991,08," ",1268,1920,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",14625,43949,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1570,1190,0,0
"BLUE JACKET ""62""",41822,08," ",152,399,0,0
"BLUE JACKET '73'",44763,08," ",753,963,0,0
