"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Oct 2010 - Oct 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",1468,3524,0,0
BARSTOW,39273,08," ",185,879,0,0
"BIG VALLEY 6-20",39164,08," ",636,1102,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",0,0,0,0
"BLACKTIP 1-43",40406,08," ",4621,5443,0,0
"BLACKTIP 1-44",40625,08," ",5632,13011,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",12880,19572,0,0
"BP 34-211",40619,08," ",26089,65041,0,0
"CALAMITY JANE WEST",39285,08," ",198,1351,0,0
"CHEVRON 34-157",40151,08," ",2698,6012,0,0
"CHEVRON 34-179",39755,08," ",6441,10989,0,0
"CHEVRON 34-181",39830,08," ",3989,13179,0,0
"CHEVY 17",39369,08," ",356,303,0,0
"COLT 34-212",40262,08," ",19024,31987,0,0
"DAVIS '33-20'",39239,08," ",7546,9297,0,0
"DAVIS 33-19",39540,08," ",1807,1525,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",7088,7037,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",13829,25934,0,0
"FIELDS 33-27",39128,08," ",0,0,0,0
"FOWLER 34-193",40254,08," ",8467,18121,0,0
"HOWARD 33-22",38658,08," ",1058,1219,0,0
"HOWARD, BERNICE",30307,08," ",13,0,0,0
INTERSTATE,39572,08," ",223,811,0,0
"JOHNSON 33-21",39485,08," ",1827,1262,0,0
"KHC '33-26'",39289,08," ",21169,35688,0,0
"KHC 33-24",38618,08," ",3046,2834,0,0
"KIMBELL 34-194",40654,08," ",7961,47097,0,0
"KW STATE",39341,08," ",562,1827,0,0
"LEE -128-",28269,08," ",35,0,0,0
"MATTHES STATE",39360,08," ",440,1464,0,0
"MILLER STATE 140",39389,08," ",467,470,0,0
"MILLER STATE 152",39538,08," ",1865,3332,0,0
"MILLER STATE 30",39374,08," ",562,306,0,0
"MONROE 34-158",40721,08," ",17826,22502,0,0
"MONROE 34-158 UNIT",41452,08," ",17826,28107,0,0
"MONROE 34-172",40340,08," ",2333,6966,0,0
"MONROE 34-180",39877,08," ",4560,9107,0,0
"MONROE 34-188",40487,08," ",1395,4728,0,0
"MONROE 34-210",39975,08," ",2563,16685,0,0
"MONROE 34-220",40322,08," ",31844,54196,0,0
"MONROE 34-221",40154,08," ",12898,19426,0,0
"MOONEY 34-222",40519,08," ",25507,37280,0,0
"NARROWS 6-21",41098,08," ",10464,11716,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"SEARLS 34-115",39431,08," ",2823,6608,0,0
"UNIVERSITY 19-5",40552,08," ",3505,10215,0,0
"VICKERS '34-127'",39484,08," ",1973,1972,0,0
"WILSON CROSS 168",40323,08," ",1654,2531,0,0
"WILSON TRUST 126",39206,08," ",1672,5248,0,0
WORSHAM,39668,08," ",541,202,0,0
"WORSHAM '6-18'",39429,08," ",1324,6323,0,0
"WORSHAM '6-22'",39277,08," ",2275,2903,0,0
Total," "," "," ",305165,577332,0,0
