"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jan 2010 - Jan 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",4728,5708,0,0
BARSTOW,39273,08," ",673,2962,0,0
"BIG VALLEY 6-20",39164,08," ",634,888,0,0
"CALAMITY JANE WEST",39285,08," ",281,1795,0,0
"CHEVRON 34-179",39755,08," ",115,3627,0,0
"CHEVRON 34-181",39830,08," ",9272,18987,0,0
"CHEVY 17",39369,08," ",758,872,0,0
"DAVIS '33-20'",39239,08," ",18206,25017,0,0
"DAVIS 33-19",39540,08," ",2434,2572,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",12275,11767,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",4082,5327,0,0
"FIELDS 33-27",39128,08," ",746,646,0,0
"HOWARD 33-22",38658,08," ",1730,2040,0,0
"HOWARD, BERNICE",30307,08," ",22,0,0,0
INTERSTATE,39572,08," ",284,952,0,0
"JOHNSON 33-21",39485,08," ",3523,3972,0,0
"KHC '33-26'",39289,08," ",9186,11406,0,0
"KHC 33-24",38618,08," ",5653,8052,0,0
"KW STATE",39341,08," ",50,259,0,0
"LEE -128-",28269,08," ",42,0,0,0
"MATTHES STATE",39360,08," ",372,921,0,0
"MILLER STATE 140",39389,08," ",15,1,0,0
"MILLER STATE 152",39538,08," ",3325,3442,0,0
"MILLER STATE 30",39374,08," ",778,307,0,0
"NARROWS 6-21",41098,08," ",0,0,0,0
"SEARLS 34-115",39431,08," ",4366,12229,0,0
"VICKERS '34-127'",39484,08," ",2515,2599,0,0
"WILSON TRUST 126",39206,08," ",1531,6769,0,0
WORSHAM,39668,08," ",514,1049,0,0
"WORSHAM '6-18'",39429,08," ",1545,6432,0,0
"WORSHAM '6-22'",39277,08," ",2381,3091,0,0
Total," "," "," ",92036,143689,0,0
