"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2018 - May 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",42757,70970,0,0
"9014 JV-P PITZER",41392,08," ",37,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",66659,80707,0,0
"A.G. HILL",50673,08," ",10658,15597,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,23928,1121
"ABERNATHY 57-T1-14",45618,08," ",3495,15257,0,0
ACE,283213,08," L 06H",0,0,88745,10665
"ADMIRAL 4-48 47",284860,08," 1H",0,0,50907,6909
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",5246,8737,0,0
"ADOBE A",50110,08," ",18526,23927,0,0
"ADOBE B",50111,08," ",21572,27672,0,0
ADRIANNA,47205,08," ",876,6436,0,0
"AFFIRMED 6",49761,08," ",46,617,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",83341,439295,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",29536,42847,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,24561,3653
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,88925,12132
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",0,0,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",313,3874,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",3929,21172,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,16071,2090
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,13017,3096
"AMERICAN PHAROAH",47777,08," ",258,14178,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,12664,1315
"ANACONDA STATE 55-2",283093,08," 7H",0,0,10088,1244
"ANACONDA STATE 55-2",283095,08," 2H",0,0,15529,3309
"ANACONDA STATE 55-2",283136,08," 3H",0,0,13363,1393
"ANACONDA STATE 55-2",283138,08," 1H",0,0,7882,803
"ANACONDA STATE 55-2",45010,08," ",5839,27201,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",892,1893,0,0
"APC FEE 1-40",40729,08," ",5572,11832,0,0
"APC FEE 1-50 UNIT",41231,08," ",9352,25034,0,0
"APC FEE 6",43431,08," ",656,1385,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",16185,44237,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,127985,25534
"ARGENTINE 71",48782,08," ",7890,27713,0,0
"ARMSTRONG 14",45537,08," ",348,3328,0,0
"ARMSTRONG 16",45227,08," ",279,2898,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",3049,84516,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,87007,20814
"ARPENT 21602 25",285178,08," 1H",0,0,155468,34869
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,144561,31693
"ASHLOCK 1-34",284402,08," 5H",0,0,10617,2144
"ASHLOCK 1-34",41954,08," ",8821,34502,0,0
"ASPEN 55-1-30 UNIT",284432,08," 1HR",0,0,35429,6567
"ASSAULT 126",48392,08," ",6590,14858,0,0
"ASSAULT 6",49752,08," ",7316,62176,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,17680,2967
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3296,579
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",320,48059,0,0
"AUTOBAHN 34-117",44771,08," ",9192,10303,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",9378,17324,0,0
"AVALANCHE 42-27",49931,08," ",9190,12592,0,0
"AVANT 29-40",45969,08," ",1800,3369,0,0
"AVARY 121",49505,08," ",2918,17486,0,0
"AYERS UNIT ""24""",41978,08," ",29601,52474,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,36528,8040
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",1200,2536,0,0
"BAKU 56-2-41",282807,08," 1H",0,0,0,0
"BALBO EAST UNIT",47676,08," ",3523,12518,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",3319,13625,0,0
"BALBO WEST UNIT",47518,08," ",3410,27791,0,0
"BALBO WEST-ELLIOT",50241,08," ",4342,43195,0,0
"BALBO-ADRIANNA WEST",50314,08," ",6655,42832,0,0
"BALMORHEA RANCH 49",46601,08," ",7,0,0,0
"BALMORHEA STATE",46324,08," ",978,1993,0,0
"BALMORHEA STATE A",49591,08," ",11662,18610,0,0
"BALMORHEA STATE B",49655,08," ",5777,11976,0,0
"BALMORHEA STATE C",49568,08," ",6683,12608,0,0
"BALMORHEA STATE E",49521,08," ",6039,12323,0,0
"BALMORHEA STATE F",49646,08," ",4014,6706,0,0
"BALMORHEA STATE G",50568,08," ",30,0,0,0
"BALMORHEA STATE H",50600,08," ",82,93,0,0
"BALMORHEA STATE I",50601,08," ",234,109,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,13732,3369
"BANNER 57-1-21",279225,08," 1H",0,0,36831,2906
"BANSHEE 56-3-28 UNIT",283780,08," 1H",0,0,17707,6544
"BARBARA STATE",48280,08," ",3659,12107,0,0
"BARBEE 72-1",268076,08," 1H",0,0,11464,145
"BARNES, D. E. ESTATE",38700,08," ",12556,14040,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",22647,179317,0,0
"BARRACUDA 49",283806,08," 1",0,0,225,2
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",11402,11607,0,0
BARSTOW,39273,08," ",9,0,0,0
"BARSTOW 33-33",47288,08," ",2440,14653,0,0
"BARSTOW 33-34",47050,08," ",7714,16733,0,0
"BARSTOW A",49057,08," ",15699,62499,0,0
"BASILISK 56-3-43 UNIT",283895,08," 1H",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3447,7207,0,0
"BATES 1-77 LOV UNIT",44788,08," ",2328,6235,0,0
"BAXTER SPRINGS 54-4-33",283394,08," 1H",0,0,0,0
"BAYER '13'",46894,08," ",426,760,0,0
"BEANS STATION 53-4-5",282883,08," 1H",0,0,53755,12325
"BEARCAT 28-29",48622,08," ",7140,9852,0,0
"BEAVER 57-1-16 UNIT",285019,08," 1H",0,0,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",3945,15217,0,0
"BECKER 6-29 UNIT A",47995,08," ",11330,31632,0,0
"BECKER 6-30 UNIT B",283132,08," 1H",0,0,93260,22736
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,2469,577
"BELLTOWN 57-3-19",282811,08," 1H",0,0,0,0
"BENTON 3-12",44948,08," ",1742,13593,0,0
BENTZ,48403,08," ",6049,7278,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",7032,16184,0,0
