"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Mar 2017 - Mar 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",7355,16886,0,0
"9014 JV-P PITZER",41392,08," ",42,116,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,26422,1294
"ABERNATHY 57-T1-14",45618,08," ",2948,11023,0,0
"ADMIRAL 4-48 47",48321,08," ",15653,74795,0,0
ADOBE,48634,08," ",7952,15260,0,0
ADRIANNA,47205,08," ",3116,15444,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,29794,4072
ALLEN,47211,08," ",2521,9967,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3087,19165,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",6744,26928,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,17499,1742
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,46134,10293
"AMERICAN PHAROAH",47777,08," ",2016,27669,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,18087,2263
"ANACONDA STATE 55-2",283093,08," 7H",0,0,9634,1384
"ANACONDA STATE 55-2",283095,08," 2H",0,0,19945,3874
"ANACONDA STATE 55-2",283136,08," 3H",0,0,17513,1738
"ANACONDA STATE 55-2",283138,08," 1H",0,0,12471,1572
"ANACONDA STATE 55-2",45010,08," ",7818,34742,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1527,2407,0,0
"APC FEE 1-40",40729,08," ",5755,9805,0,0
"APC FEE 1-50 UNIT",41231,08," ",9484,27973,0,0
"APC FEE 6",43431,08," ",891,1209,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",16023,42927,0,0
"ARGENTINE 71",48782,08," ",25227,68187,0,0
"ARMSTRONG 14",45537,08," ",212,2263,0,0
"ARMSTRONG 16",45227,08," ",243,0,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",1682,24134,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",18338,54433,0,0
"ASSAULT 126",48392,08," ",10821,28443,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,0
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3578,352
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",663,70958,0,0
"AUTOBAHN 34-117",44771,08," ",11464,15290,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",13626,21032,0,0
"AVANT 29-40",45969,08," ",1635,3496,0,0
"AYERS UNIT ""24""",41978,08," ",1306,1746,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,10893,2484
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",2040,3673,0,0
"BALBO EAST UNIT",47676,08," ",7155,14821,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",6535,22863,0,0
"BALBO WEST UNIT",47518,08," ",7190,38313,0,0
"BALMORHEA RANCH 49",46601,08," ",1566,8683,0,0
"BALMORHEA STATE",46324,08," ",1544,3413,0,0
"BALMORHEA STATE A",49591,08," ",14136,20617,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBARA STATE",48280,08," ",4147,8864,0,0
"BARBEE 72-1",268076,08," 1H",0,0,12068,280
"BARNES, D. E. ESTATE",38700,08," ",488,841,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",38282,177728,0,0
"BARRACUDA 49",283806,08," 1",0,0,1432,245
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",15467,14572,0,0
BARSTOW,39273,08," ",124,583,0,0
"BARSTOW 33-33",47288,08," ",4475,30005,0,0
"BARSTOW 33-34",47050,08," ",14634,24501,0,0
"BATES 1-63 LOV UNIT",44469,08," ",4267,9190,0,0
"BATES 1-77 LOV UNIT",44788,08," ",2617,7765,0,0
"BAYER '13'",46894,08," ",1115,1445,0,0
"BEARCAT 28-29",48622,08," ",15327,17266,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",3001,10535,0,0
"BECKER 6-29 UNIT A",47995,08," ",35782,95481,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,3397,738
"BENTON 3-12",44948,08," ",645,3750,0,0
BENTZ,48403,08," ",5418,9480,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",3539,1629,0,0
"BERKLEY STATE WEST UNIT",47669,08," ",8299,10800,0,0
"BERNARD STATE C-27 2-5 LOV UNIT",48786,08," ",20,100,0,0
"BETTS 54-4-20",280913,08," 1H",0,0,95676,17382
"BETTS 54-4-24",48254,08," ",9727,38359,0,0
"BETTS 54-4-26 RVS",44643,08," ",1969,3852,0,0
"BETTS UNIT 53-4-2",48020,08," ",0,0,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,20990,168
"BIG BUCKS 29-10",47596,08," ",13378,30038,0,0
"BIG CYPRESS 56-2-13",282674,08," 1H",0,0,0,0
"BIG EASY 54-2-6 UNIT",48143,08," ",28998,77662,0,0
"BIG FUNDAMENTAL 4-52",49381,08," ",0,0,0,0
"BIG GIPPER STATE UNIT",48741,08," ",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279162,08," 2H",0,0,39545,6222
"BIG HORN STATE 56-2-9 UNIT",48326,08," ",33229,105326,0,0
"BIG PINEY 57-2-29",48487,08," ",0,0,0,0
"BIG PINEY 57-2-41",277111,08," 1H",0,0,30109,5029
"BIG SILVER 34-160",43631,08," ",10732,14209,0,0
"BIG SKY 55-16",283366,08," 1H",0,0,36398,7794
"BIG SKY 55-16",47983,08," ",0,0,0,0
"BIG TIMBER STATE 57-25 UNIT",283094,08," 1H",0,0,55864,9393
"BIG TIMBER STATE 57-25 UNIT",46782,08," ",0,0,0,0
"BIG VALLEY 6-20",39164,08," ",485,574,0,0
"BIGFOOT C21-6 UNIT",283613,08," 1H",0,0,119998,11905
"BIGFOOT C21-6 UNIT",47726,08," ",0,0,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BIGHORN NORTH UNIT 1-31",283073,08," 1H",0,0,39687,4416
"BIGHORN NORTH UNIT 1-31",46564,08," ",0,0,0,0
"BIGHORN SOUTH UNIT 1-31",48550,08," ",24113,131929,0,0
"BILLY BURT 90-TTT-B33 WF",47373,08," ",40893,110426,0,0
"BIRDIE-BELL 54-2-18 LOV",47484,08," ",7230,20787,0,0
BISON,48663,08," ",35186,81003,0,0
"BITTERROOT 54-1-18",280577,08," 2H",0,0,38004,9353
"BITTERROOT 54-1-18",47245,08," ",3118,7480,0,0
"BLACK POWDER 1-27",42881,08," ",3996,8160,0,0
"BLACK STONE 1-14 WRD UNIT",47442,08," ",3423,37874,0,0
"BLACK STONE 34-216",42043,08," ",200,1332,0,0
"BLACKTAIL 1-34 UNIT",283621,08," 1H",0,0,131897,22194
"BLACKTAIL 1-34 UNIT",48096,08," ",0,0,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2253,2749,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2859,4962,0,0
"BLACKTIP 1-42 UNIT",46876,08," ",0,0,0,0
"BLACKTIP 1-43",40406,08," ",0,0,0,0
"BLACKTIP 1-44",40625,08," ",131,278,0,0
"BLACKTIP 1-48",40991,08," ",0,0,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",2299,4085,0,0
"BLACKTIP STATE 42",44861,08," ",28295,15244,0,0
"BLACKTIP STATE 43",46804,08," ",20064,85164,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1983,5263,0,0
"BLACKTOP 21601 1",284473,08," 2H",0,0,0,192
"BLACKTOP 21601 1",284549,08," 1H",0,0,0,133
"BLACKTOP 21601 1",49209,08," ",0,0,0,0
"BLUE CREST",46676,08," ",7680,16633,0,0
"BLUE DUCK 35",46087,08," ",3302,8525,0,0
"BLUE JACKET ""62""",41822,08," ",73,0,0,0
"BLUE JACKET '73'",44763,08," ",1139,2105,0,0
"BLUE JAY UNIT",47826,08," ",46573,131590,0,0
"BOB COUCH 3-10",41583,08," ",0,0,0,0
"BOBCAT 34-175",43852,08," ",3584,16514,0,0
"BOBCAT STATE UNIT 4702",47651,08," ",0,0,0,0
"BOBCAT STATE UNIT 4704",47410,08," ",0,0,0,0
"BODACIOUS C7-19",45253,08," ",2070,8919,0,0
"BOHLANDER 33-95",279553,08," 1H",0,0,41892,7483
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,21355,1120
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,26386,1317
"BOLD JOHNSON 56-T1-26",278368,08," 2H",0,0,21243,4228
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,27348,1618
"BOLD JOHNSON 56-T1-30",278426,08," 2H",0,0,17783,2921
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,29326,1477
"BOLD JOHNSON 56-T1-34",281995,08," 2H",0,0,23720,5282
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,19522,2418
"BOLD JOHNSON 56-T1-36",275462,08," 2H",0,0,18028,2870
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,14410,2804
"BOLD JOHNSON 56-T1-42",278250,08," 2H",0,0,22815,4854
"BONAFIDE 29-34",47390,08," ",7667,4600,0,0
"BOND UNIT 3-7",48190,08," ",11382,65359,0,0
"BONNETHEAD 53-2-1 LOV UNIT A",47556,08," ",0,0,0,0
"BONNETHEAD 53-2-13 LOV UNIT",46807,08," ",0,0,0,0
"BONNETHEAD 53-2-21 LOV",47020,08," ",0,0,0,0
