"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Mar 2013 - Mar 2013"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",199,272,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,84423,4539
"APC FEE 1-38 UNIT",42460,08," ",8634,16315,0,0
"APC FEE 1-40",40729,08," ",12172,23657,0,0
"APC FEE 1-50 UNIT",41231,08," ",1079,2319,0,0
"APC FEE 6",43431,08," ",4608,8519,0,0
"ARMSTRONG 14",45537,08," ",646,1107,0,0
"ARMSTRONG 16",45227,08," ",1447,15582,0,0
"ASHLOCK 1-34",41954,08," ",2324,3877,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,4150,344
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",2728,5098,0,0
"BAGWELL C27-1",42447,08," ",4428,10960,0,0
"BARBEE 72-1",268076,08," 1H",0,0,0,0
"BARNES, D. E. ESTATE",38700,08," ",1355,869,0,0
BARSTOW,39273,08," ",479,1844,0,0
"BARTSOW UNIT 33-35",45119,08," ",11201,20943,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,19087,5005
"BIG SILVER 34-160",43631,08," ",16229,20135,0,0
"BIG VALLEY 6-20",39164,08," ",376,180,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BLACK POWDER 1-27",42881,08," ",12282,27635,0,0
"BLACK STONE 34-216",42043,08," ",769,4050,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2506,3542,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",1994,2530,0,0
"BLACKTIP 1-42",41088,08," ",1420,2128,0,0
"BLACKTIP 1-43",40406,08," ",1995,3148,0,0
"BLACKTIP 1-44",40625,08," ",2441,6392,0,0
"BLACKTIP 1-48",40991,08," ",1378,2636,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",18548,47380,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1397,2241,0,0
"BLUE JACKET ""62""",41822,08," ",172,848,0,0
"BLUE JACKET '73'",44763,08," ",848,773,0,0
"BOB COUCH 3-10",41583,08," ",0,0,0,0
"BOBCAT 34-175",43852,08," ",14579,28532,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,0,0
