"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Feb 2010 - Feb 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",4494,7487,0,0
BARSTOW,39273,08," ",651,2890,0,0
"BIG VALLEY 6-20",39164,08," ",1103,1378,0,0
"CALAMITY JANE WEST",39285,08," ",490,2015,0,0
"CHEVRON 34-179",39755,08," ",19757,75969,0,0
"CHEVRON 34-181",39830,08," ",12703,72727,0,0
"CHEVY 17",39369,08," ",537,726,0,0
"DAVIS '33-20'",39239,08," ",15697,30380,0,0
"DAVIS 33-19",39540,08," ",3290,3334,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",10964,9359,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",4362,6032,0,0
"FIELDS 33-27",39128,08," ",1374,1936,0,0
"HOWARD 33-22",38658,08," ",2238,2208,0,0
"HOWARD, BERNICE",30307,08," ",26,0,0,0
INTERSTATE,39572,08," ",268,894,0,0
"JOHNSON 33-21",39485,08," ",2903,3625,0,0
"KHC '33-26'",39289,08," ",7972,10596,0,0
"KHC 33-24",38618,08," ",5634,7094,0,0
"KW STATE",39341,08," ",0,0,0,0
"LEE -128-",28269,08," ",45,0,0,0
"MATTHES STATE",39360,08," ",17,77,0,0
"MILLER STATE 140",39389,08," ",1401,1417,0,0
"MILLER STATE 152",39538,08," ",2165,2648,0,0
"MILLER STATE 30",39374,08," ",667,213,0,0
"NARROWS 6-21",41098,08," ",0,0,0,0
"SEARLS 34-115",39431,08," ",3616,11543,0,0
"VICKERS '34-127'",39484,08," ",2628,3529,0,0
"WILSON TRUST 126",39206,08," ",1228,3225,0,0
WORSHAM,39668,08," ",496,965,0,0
"WORSHAM '6-18'",39429,08," ",1278,5683,0,0
"WORSHAM '6-22'",39277,08," ",3374,4420,0,0
Total," "," "," ",111378,272370,0,0
