"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jun 2010 - Jun 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",3065,2753,0,0
BARSTOW,39273,08," ",547,2069,0,0
"BIG VALLEY 6-20",39164,08," ",957,1359,0,0
"BLACKTIP 1-43",40406,08," ",0,0,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",16822,27501,0,0
"CALAMITY JANE WEST",39285,08," ",330,1232,0,0
"CHEVRON 34-157",40151,08," ",3227,2853,0,0
"CHEVRON 34-179",39755,08," ",5234,9166,0,0
"CHEVRON 34-181",39830,08," ",5691,17174,0,0
"CHEVY 17",39369,08," ",58,390,0,0
"COLT 34-212",40262,08," ",27586,94894,0,0
"DAVIS '33-20'",39239,08," ",9443,15049,0,0
"DAVIS 33-19",39540,08," ",3263,5365,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",7222,6511,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",0,0,0,0
"FIELDS 33-27",39128,08," ",1274,1659,0,0
"FOWLER 34-193",40254,08," ",16908,26371,0,0
"HOWARD 33-22",38658,08," ",2111,2294,0,0
"HOWARD, BERNICE",30307,08," ",13,0,0,0
INTERSTATE,39572,08," ",169,651,0,0
"JOHNSON 33-21",39485,08," ",1639,1791,0,0
"KHC '33-26'",39289,08," ",1882,3144,0,0
"KHC 33-24",38618,08," ",4596,6998,0,0
"KW STATE",39341,08," ",446,674,0,0
"LEE -128-",28269,08," ",51,0,0,0
"MATTHES STATE",39360,08," ",560,1647,0,0
"MILLER STATE 140",39389,08," ",2012,2606,0,0
"MILLER STATE 152",39538,08," ",1996,2607,0,0
"MILLER STATE 30",39374,08," ",624,402,0,0
"MONROE 34-180",39877,08," ",4479,12719,0,0
"MONROE 34-188",40487,08," ",63,353,0,0
"MONROE 34-210",39975,08," ",9546,72085,0,0
"MONROE 34-220",40322,08," ",19376,54970,0,0
"MONROE 34-221",40154,08," ",31685,68657,0,0
"NARROWS 6-21",41098,08," ",0,0,0,0
"SEARLS 34-115",39431,08," ",3258,8908,0,0
"VICKERS '34-127'",39484,08," ",2231,2381,0,0
"WILSON TRUST 126",39206,08," ",1634,938,0,0
WORSHAM,39668,08," ",347,715,0,0
"WORSHAM '6-18'",39429,08," ",692,3323,0,0
"WORSHAM '6-22'",39277,08," ",2399,1858,0,0
Total," "," "," ",193436,464067,0,0
