"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Feb 2018 - Feb 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",3629,4637,0,0
"9014 JV-P PITZER",41392,08," ",34,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",68671,60179,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,13867,774
"ABERNATHY 57-T1-14",45618,08," ",1153,4900,0,0
ACE,283213,08," L 06H",0,0,133397,15655
"ADMIRAL 4-48 47",284860,08," 1H",0,0,36440,5757
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",7899,7412,0,0
"ADOBE A",50110,08," ",26596,27314,0,0
"ADOBE B",50111,08," ",27891,29827,0,0
ADRIANNA,47205,08," ",893,6647,0,0
"AFFIRMED 6",49761,08," ",25076,60828,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",97279,504719,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,16438,2762
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,81585,13817
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",1801,5757,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",572,1563,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",3131,11704,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,10263,2308
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,18550,3390
"AMERICAN PHAROAH",47777,08," ",570,13837,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,11959,1296
"ANACONDA STATE 55-2",283093,08," 7H",0,0,10325,1370
"ANACONDA STATE 55-2",283095,08," 2H",0,0,13085,2698
"ANACONDA STATE 55-2",283136,08," 3H",0,0,12804,1223
"ANACONDA STATE 55-2",283138,08," 1H",0,0,8795,1088
"ANACONDA STATE 55-2",45010,08," ",5209,24447,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1140,2019,0,0
"APC FEE 1-40",40729,08," ",3380,6263,0,0
"APC FEE 1-50 UNIT",41231,08," ",10273,35988,0,0
"APC FEE 6",43431,08," ",620,984,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",4926,11349,0,0
"ARGENTINE 71",48782,08," ",8029,25360,0,0
"ARMSTRONG 14",45537,08," ",268,740,0,0
"ARMSTRONG 16",45227,08," ",95,1562,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",4391,122883,0,0
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",12460,28821,0,0
"ASSAULT 126",48392,08," ",6048,13672,0,0
"ASSAULT 6",49752,08," ",12963,113362,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,3024,643
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,855,190
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",315,43791,0,0
"AUTOBAHN 34-117",44771,08," ",8821,7016,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",8934,13214,0,0
"AVALANCHE 42-27",49931,08," ",9732,11509,0,0
"AVANT 29-40",45969,08," ",1490,2284,0,0
"AVARY 121",49505,08," ",6039,5921,0,0
