"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jun 2017 - Jun 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",6009,7767,0,0
"9014 JV-P PITZER",41392,08," ",26,5,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,26449,943
"ABERNATHY 57-T1-14",45618,08," ",2048,7389,0,0
"ADMIRAL 4-48 47",284860,08," 1H",0,0,72053,11016
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",6622,7308,0,0
ADRIANNA,47205,08," ",2194,11866,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,27028,3430
ALLEN,47211,08," ",2608,7992,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",411,13697,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",6978,34877,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,36240,7263
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,37342,5933
"AMERICAN PHAROAH",47777,08," ",1248,23034,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,16846,1780
"ANACONDA STATE 55-2",283093,08," 7H",0,0,5827,968
"ANACONDA STATE 55-2",283095,08," 2H",0,0,18034,3467
"ANACONDA STATE 55-2",283136,08," 3H",0,0,15589,1569
"ANACONDA STATE 55-2",283138,08," 1H",0,0,12495,1542
"ANACONDA STATE 55-2",45010,08," ",6391,27831,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1286,1871,0,0
"APC FEE 1-40",40729,08," ",5648,10847,0,0
"APC FEE 1-50 UNIT",41231,08," ",10682,29196,0,0
"APC FEE 6",43431,08," ",977,1947,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",11426,28794,0,0
"ARGENTINE 71",48782,08," ",15634,49490,0,0
"ARMSTRONG 14",45537,08," ",47,352,0,0
"ARMSTRONG 16",45227,08," ",321,2787,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",6994,127474,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",7097,19232,0,0
"ASSAULT 126",48392,08," ",8277,20526,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,31295,677
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2874,322
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",399,75988,0,0
