"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2016 - Dec 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",7283,15224,0,0
"9014 JV-P PITZER",41392,08," ",32,125,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,16182,2129
"ABERNATHY 57-T1-14",45618,08," ",2129,8032,0,0
"ADMIRAL 4-48 47",48321,08," ",23960,103199,0,0
ADOBE,48634,08," ",10113,15606,0,0
ADRIANNA,47205,08," ",4178,23413,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,24308,4478
ALLEN,47211,08," ",1656,5795,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3620,14980,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",0,0,0,0
"AMERICAN PHAROAH",47777,08," ",2310,27467,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,15165,2053
"ANACONDA STATE 55-2",283093,08," 7H",0,0,9602,1658
"ANACONDA STATE 55-2",283095,08," 2H",0,0,20439,4266
"ANACONDA STATE 55-2",283136,08," 3H",0,0,15766,1923
"ANACONDA STATE 55-2",283138,08," 1H",0,0,13310,1764
"ANACONDA STATE 55-2",45010,08," ",10550,30407,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1925,3159,0,0
"APC FEE 1-40",40729,08," ",6669,12788,0,0
"APC FEE 1-50 UNIT",41231,08," ",14540,36013,0,0
"APC FEE 6",43431,08," ",1301,2396,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",16948,40796,0,0
"ARGENTINE 71",48782,08," ",10413,25552,0,0
"ARMSTRONG 14",45537,08," ",216,1686,0,0
"ARMSTRONG 16",45227,08," ",248,0,0,0
