"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2018 - Dec 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",21819,36774,0,0
"9014 JV-P PITZER",41392,08," ",120,0,0,0
"A CLASSIC DASH 18",51555,08," ",45777,97887,0,0
"A HERRING 94-93 UNIT",49527,08," ",64414,63655,0,0
"A.G. HILL",50673,08," ",1869,3391,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,18536,1002
"ABERNATHY 57-T1-14",45618,08," ",2710,12732,0,0
ACE,283213,08," L 06H",0,0,68527,8232
"ADMIRAL 4-48 47",284860,08," 1H",0,0,33971,5654
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",1698,1772,0,0
"ADOBE A",50110,08," ",11977,15312,0,0
"ADOBE B",50111,08," ",11061,14002,0,0
"ADOBE C",51278,08," ",13771,20762,0,0
"ADOBE D",51279,08," ",15294,21786,0,0
"ADOBE E",51280,08," ",12505,7506,0,0
ADRIANNA,47205,08," ",833,7440,0,0
"AFFIRMED 6",49761,08," ",13823,51406,0,0
"AGGIE UNIT 75-67-66",50860,08," ",11805,68512,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",58589,325829,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",20307,30861,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,27967,2361
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,56928,7932
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,35446,4222
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",2208,6697,0,0
"ALLEN 55-2-44 LOV UNIT",286761,08," 2H",0,0,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3357,10680,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",2402,13186,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,8499,484
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,10366,4346
"AMERICAN PHAROAH",47777,08," ",468,28324,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,8655,982
"ANACONDA STATE 55-2",283093,08," 7H",0,0,6599,990
"ANACONDA STATE 55-2",283095,08," 2H",0,0,13570,2752
"ANACONDA STATE 55-2",283136,08," 3H",0,0,12518,1000
"ANACONDA STATE 55-2",283138,08," 1H",0,0,0,0
"ANACONDA STATE 55-2",45010,08," ",5491,24203,0,0
"ANDREA SWD",51006,08," ",0,0,0,0
"ANGELS ENVY 4-3W UNIT",286792,08," 1H",0,0,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1110,2144,0,0
"APC FEE 1-40",40729,08," ",4769,11973,0,0
"APC FEE 1-50 UNIT",285124,08," 5H",0,0,15342,3042
"APC FEE 1-50 UNIT",41231,08," ",5699,5812,0,0
"APC FEE 6",43431,08," ",686,1113,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",1531,30684,0,0
"APPLETON EAST UNIT C20-9",285766,08," 1H",0,0,102780,16840
"APPLETON WEST UNIT C20-9",285870,08," 1H",0,0,97334,16025
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,88342,18553
"ARGENTINE 71",48782,08," ",5790,21989,0,0
"ARGENTINE STATE 7170 4U",286527,08," B  4H",0,0,0,0
"ARGENTINE STATE 7170 5U",286449,08," S  5H",0,0,0,0
"ARMSTRONG 14",45537,08," ",240,5344,0,0
"ARMSTRONG 16",45227,08," ",287,3139,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",2616,63902,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,35568,8073
"ARPENT 21602 25",285178,08," 1H",0,0,60689,13178
"ARROW 56-2-7",283526,08," 1H",0,0,90588,19672
"ARROWHEAD B 28-12-33",51593,08," ",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,7107,699
"ASH 55-1-32 UNIT",286442,08," 2H",0,0,0,0
"ASHLOCK 1-34",284402,08," 5H",0,0,4571,2341
"ASHLOCK 1-34",41954,08," ",7491,24121,0,0
"ASPEN 55-1-30 UNIT",284432,08," 1HR",0,0,83054,17969
"ASPEN 55-1-30 UNIT",285400,08," 2H",0,0,0,0
"ASSAULT 126",48392,08," ",45876,86663,0,0
"ASSAULT 6",49752,08," ",8058,68346,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,5715,2164
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,769,4
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"ATOMIC 55-1-7 UNIT",284504,08," 1H",0,0,105661,16814
"AUTOBAHN 34-117",44771,08," ",6694,6105,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",8573,13982,0,0
"AVALANCHE 42-27",49931,08," ",8358,11954,0,0
"AVANT 29-40",45969,08," ",1562,2525,0,0
"AVARY 121",49505,08," ",1463,16212,0,0
AXIS,51243,08," ",16861,31102,0,0
"AYERS UNIT ""24""",41978,08," ",15104,37362,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,32516,5915
"BAGWELL C27-1",42447,08," ",0,0,0,0
"BAKU 56-2-41",282807,08," 1H",0,0,31009,7096
"BALBO EAST UNIT",47676,08," ",2317,6778,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",2080,12508,0,0
"BALBO WEST UNIT",47518,08," ",1130,3559,0,0
"BALBO WEST-ELLIOT",50241,08," ",1558,18121,0,0
"BALBO-ADRIANNA WEST",50314,08," ",3758,36806,0,0
"BALMORHEA RANCH 49",46601,08," ",7,0,0,0
"BALMORHEA STATE",46324,08," ",1189,2367,0,0
