"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2013 - Aug 2013"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",228,274,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,113794,6721
"APC FEE 1-38 UNIT",42460,08," ",7669,15145,0,0
"APC FEE 1-40",40729,08," ",4847,6755,0,0
"APC FEE 1-50 UNIT",41231,08," ",6143,7252,0,0
"APC FEE 6",43431,08," ",2136,3732,0,0
"ARMSTRONG 14",45537,08," ",393,1617,0,0
"ARMSTRONG 16",45227,08," ",1192,24336,0,0
"ASHLOCK 1-34",41954,08," ",733,140,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3698,399
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",2843,4029,0,0
"BAGWELL C27-1",42447,08," ",2245,5392,0,0
"BARBEE 72-1",268076,08," 1H",0,0,0,0
"BARNES, D. E. ESTATE",38700,08," ",2174,1890,0,0
"BARRACUDA 49",283806,08," 1",0,0,4813,487
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",451,1710,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",11282,39776,0,0
"BATES 1-77 LOV UNIT",44788,08," ",0,0,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,6576,1742
"BENTON 3-12",44948,08," ",0,0,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",12953,20426,0,0
"BIG VALLEY 6-20",39164,08," ",540,1074,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BLACK POWDER 1-27",42881,08," ",26029,53642,0,0
"BLACK STONE 34-216",42043,08," ",674,4136,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2178,3050,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",627,1312,0,0
"BLACKTIP 1-42",41088,08," ",1439,907,0,0
"BLACKTIP 1-43",40406,08," ",1622,2745,0,0
"BLACKTIP 1-44",40625,08," ",624,1377,0,0
"BLACKTIP 1-48",40991,08," ",1236,2620,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",5557,9633,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1672,807,0,0
"BLUE JACKET ""62""",41822,08," ",120,476,0,0
"BLUE JACKET '73'",44763,08," ",6861,8376,0,0
"BOB COUCH 3-10",41583,08," ",364,50,0,0
"BOBCAT 34-175",43852,08," ",9673,13910,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,0,1
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,93783,5650
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,208447,9045
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,74905,10638
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,73437,4088
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,71983,11744
"BOUCHER 2",45470,08," ",499,5141,0,0
"BP 34-211",40619,08," ",1300,3103,0,0
"BRADY 56-1",44568,08," ",6985,56121,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",42052,94010,0,0
"BRAMBLETT 34-216",41517,08," ",1237,5389,0,0
BRINE,45438,08," ",0,0,0,0
"BRUNSON ""22""",42146,08," ",1298,0,0,0
"BRUNSON 48",46539,08," ",4330,6328,0,0
"BUCKIN CHUTE 33-61",42563,08," ",1827,4557,0,0
"BYRD 34-170 UNIT",42475,08," ",16069,25266,0,0
"C.G. LUDEMAN 'B'",45241,08," ",4257,5055,0,0
"CALAMITY JANE WEST",39285,08," ",62,0,0,0
"CARDINAL 4",47457,08," ",2480,1237,0,0
"CHATTERFROG 151",41557,08," ",1657,3376,0,0
"CHEVRON 34-157",40151,08," ",1151,1482,0,0
"CHEVRON 34-179",39755,08," ",2420,6625,0,0
"CHEVRON 34-181",39830,08," ",1934,2669,0,0
"CHEVY 17",39369,08," ",66,151,0,0
COLLIER,42195,08," ",261,166,0,0
COLLINS,44205,08," ",10867,10981,0,0
"COLONEL DRAKE 24",41295,08," ",733,900,0,0
"COLT 34-212",40262,08," ",5429,14077,0,0
"COLT 4-24",268753,08," 1H",0,0,2798,592
"COLUMBINE 34-167",43775,08," ",33406,78190,0,0
"COOPERSMITH 34-139",41817,08," ",2069,2378,0,0
"COPE,R.L.",42695,08," ",178,735,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COVINGTON 34-224",42442,08," ",9305,25601,0,0
"CROCKETT 1-26 WRD",41052,08," ",12558,23901,0,0
"CROCKETT 1-27 WRD UNIT",44188,08," ",23648,60630,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",3403,6565,0,0
"CROCKETT 1-35 UNIT",42104,08," ",9979,10787,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",10181,15355,0,0
"CROCKETT 1-37 WRD",42140,08," ",12964,23027,0,0
"DAVIS '33-20'",39239,08," ",2979,424,0,0
"DAVIS 33-19",39540,08," ",1816,555,0,0
"DAVIS 34-169 B UNIT",42521,08," ",4082,5501,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",2197,3639,0,0
"DAYTONA 14",41914,08," ",710,1660,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,55050,2231
"DONALDSON 4-54",270250,08," 1H",0,0,0,0
"DRAINAGE 34-136",43582,08," ",40006,59573,0,0
"DRAKESTER 209",283980,08," 2H",0,0,9296,1788
"DRAKESTER 209",284193,08," 1H",0,0,5174,391
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",0,0,0,0
"EAST VERMEJO 33-66",41507,08," ",8902,19092,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",4423,6190,0,0
"EGGERS 4-31",271715,08," 3H",0,0,14144,1826
"EMMONS 6-21",40959,08," ",0,0,0,0
"ESSMAN C9-20",270566,08," 1H",0,0,6516,1167
"EVELYN BAUER UNIT",43630,08," ",5552,6804,0,0
"EXTINCTION 57-T1-32",271198,08," 1H",0,0,78733,6054
"FIELDER STATE 2-10",41866,08," ",1385,2211,0,0
"FIELDS 33-25",39205,08," ",770,2576,0,0
"FIELDS 33-27",39128,08," ",3109,6024,0,0
"FINLEY 1-11 WRD",42335,08," ",8014,12235,0,0
"FIREBIRD 52",283699,08," 1",0,0,10999,747
"FIREBIRD 52",45310,08," ",0,0,0,0
"FLATHEAD 2-15",44814,08," ",7526,21233,0,0
"FLINTLOCK 34-144",43012,08," ",56876,64827,0,0
"FOLK 4-34",270389,08," 1H",0,0,10400,1687
"FOWLER 34-193",40254,08," ",3445,9232,0,0
"GALAPAGOS 53-2-45",42446,08," ",2100,10632,0,0
"GELTEMEYER 21",46809,08," ",0,0,0,0
"GELTEMEYER 4-21",271714,08," 1H",0,0,6818,1272
"GELTEMEYER 4-21",45836,08," ",0,0,0,0
"GELTEMEYER 61",266022,08," 1",0,0,4236,317
"GEREN 34-129 UNIT",42523,08," ",6037,8546,0,0
"GILLHAM 1-5 WRD",42383,08," ",16719,25709,0,0
"GORDON STATE 24",42603,08," ",2128,8055,0,0
"GRACE CARTER 56",284024,08," 2H",0,0,15767,883
"GRACE CARTER 56",42576,08," ",0,0,0,0
