"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Nov 2013 - Nov 2013"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",106,233,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,94794,5321
"APC FEE 1-38 UNIT",42460,08," ",7152,12794,0,0
"APC FEE 1-40",40729,08," ",12414,16299,0,0
"APC FEE 1-50 UNIT",41231,08," ",4252,7360,0,0
"APC FEE 6",43431,08," ",2475,3836,0,0
"ARMSTRONG 14",45537,08," ",330,4152,0,0
"ARMSTRONG 16",45227,08," ",684,7456,0,0
"ASHLOCK 1-34",41954,08," ",1310,2567,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2970,443
"ATLANTA 73",42256,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",15941,19600,0,0
"AYERS UNIT ""24""",41978,08," ",2144,2211,0,0
"BAGWELL C27-1",42447,08," ",2745,7713,0,0
"BARBEE 72-1",268076,08," 1H",0,0,0,0
"BARNES, D. E. ESTATE",38700,08," ",1596,1613,0,0
"BARRACUDA 49",283806,08," 1",0,0,4053,388
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",416,1685,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",6191,13508,0,0
"BATES 1-77 LOV UNIT",44788,08," ",0,0,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,425,99
"BENTON 3-12",44948,08," ",10637,18732,0,0
"BETTS 54-4-26 RVS",44643,08," ",8297,0,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,42143,652
"BIG SILVER 34-160",43631,08," ",7952,12059,0,0
"BIG VALLEY 6-20",39164,08," ",517,252,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BLACK POWDER 1-27",42881,08," ",11575,32600,0,0
"BLACK STONE 34-216",42043,08," ",197,277,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2769,3664,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",1948,2527,0,0
"BLACKTIP 1-42",41088,08," ",819,1679,0,0
"BLACKTIP 1-43",40406,08," ",1518,2249,0,0
"BLACKTIP 1-44",40625,08," ",1961,3228,0,0
"BLACKTIP 1-48",40991,08," ",1198,2200,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",11761,20727,0,0
"BLACKTIP STATE 42",44861,08," ",18352,37645,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",9811,10386,0,0
"BLUE JACKET ""62""",41822,08," ",160,737,0,0
"BLUE JACKET '73'",44763,08," ",4259,5582,0,0
"BOB COUCH 3-10",41583,08," ",1606,658,0,0
"BOBCAT 34-175",43852,08," ",7008,11381,0,0
"BODACIOUS C7-19",45253,08," ",12867,23180,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,103840,6973
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,78842,3912
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,78506,4787
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,81841,5378
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,47102,2692
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,34601,7442
"BOUCHER 2",45470,08," ",845,5744,0,0
"BP 34-211",40619,08," ",2293,5285,0,0
"BRADY 56-1",44568,08," ",4165,31012,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",33323,71021,0,0
"BRAMBLETT 34-216",41517,08," ",0,0,0,0
BRINE,45438,08," ",0,0,0,0
"BRUNSON ""22""",42146,08," ",1086,900,0,0
"BRUNSON 48",46539,08," ",3248,2782,0,0
"BUCKIN CHUTE 33-61",42563,08," ",3554,9189,0,0
"BUCKIN CHUTE UNIT 33-61",45246,08," ",11685,34643,0,0
"BYRD 34-170 UNIT",42475,08," ",7639,18480,0,0
"C.G. LUDEMAN 'B'",45241,08," ",3889,4003,0,0
"CALAMITY JANE WEST",39285,08," ",104,194,0,0
"CAMP STATE 56-T2-8",273044,08," 1H",0,0,138116,5924
"CARDINAL 4",47457,08," ",5645,15812,0,0
"CHATTERFROG 151",41557,08," ",1360,2020,0,0
"CHEVRON 34-157",40151,08," ",895,338,0,0
"CHEVRON 34-179",39755,08," ",1605,3166,0,0
"CHEVRON 34-181",39830,08," ",897,357,0,0
"CHEVY 17",39369,08," ",77,149,0,0
"CHUPACABRA 51 STATE UNIT",44784,08," ",8301,9642,0,0
COLLIER,42195,08," ",216,166,0,0
COLLINS,44205,08," ",6311,7668,0,0
"COLONEL DRAKE 24",41295,08," ",918,5519,0,0
"COLT 34-212",40262,08," ",4055,6346,0,0
"COLT 4-24",268753,08," 1H",0,0,3474,491
"COLUMBINE 34-167",43775,08," ",14452,36132,0,0
"COOPERSMITH 34-139",41817,08," ",0,0,0,0
"COPE,R.L.",42695,08," ",173,685,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COVINGTON 34-224",42442,08," ",10733,29802,0,0
"CROCKETT 1-26 WRD",41052,08," ",8466,21034,0,0
"CROCKETT 1-27 WRD UNIT",44188,08," ",15195,35121,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",22932,38291,0,0
"CROCKETT 1-35 UNIT",42104,08," ",6224,8551,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",9090,12290,0,0
"CROCKETT 1-37 WRD",42140,08," ",6450,10221,0,0
"DAVIS '33-20'",39239,08," ",1572,234,0,0
"DAVIS 33-19",39540,08," ",1510,356,0,0
"DAVIS 34-169 B UNIT",42521,08," ",3763,7838,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",2027,3512,0,0
"DAYTONA 14",41914,08," ",1448,2860,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,45371,1661
"DONALDSON 4-54",270250,08," 1H",0,0,0,0
"DRAINAGE 34-136",43582,08," ",9773,11941,0,0
"DRAKESTER 209",283980,08," 2H",0,0,8356,1613
"DRAKESTER 209",284193,08," 1H",0,0,1554,66
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",0,0,0,0
"EAST VERMEJO 33-66",41507,08," ",8249,16876,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",3634,4350,0,0
"EGGERS 4-31",271715,08," 3H",0,0,6945,1109
EGL,44843,08," ",340,0,0,0
"EIGHTEENMILE 56-18",283294,08," 1H",0,0,87591,20172
"EIGHTEENMILE 56-18",44792,08," ",0,0,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"ESSMAN C9-20",270566,08," 1H",0,0,964,229
"EVELYN BAUER UNIT",43630,08," ",5795,6842,0,0
"EXTINCTION 57-T1-32",271198,08," 1H",0,0,40493,3532
"FELLERS STATE UNIT",45199,08," ",27603,39208,0,0
"FIELDER STATE 2-10",41866,08," ",1573,5130,0,0
"FIELDS 33-25",39205,08," ",935,1783,0,0
"FIELDS 33-27",39128,08," ",2609,4514,0,0
"FINLEY 1-11 WRD",42335,08," ",3193,1751,0,0
"FIREBIRD 52",283699,08," 1",0,0,4881,380
"FIREBIRD 52",45310,08," ",0,0,0,0
"FLATHEAD 2-15",282997,08," 4H",0,0,64886,14697
"FLATHEAD 2-15",44814,08," ",4795,18049,0,0
"FLINTLOCK 34-144",43012,08," ",20047,22084,0,0
"FOLK 4-34",270389,08," 1H",0,0,10733,1757
"FOWLER 34-193",40254,08," ",6041,11870,0,0
"GALAPAGOS 53-2-45",42446,08," ",1495,11016,0,0
"GELTEMEYER 21",46809,08," ",1146,4086,0,0
"GELTEMEYER 61",266022,08," 1",0,0,247,13
"GEREN 34-129 UNIT",42523,08," ",3158,5035,0,0
"GILLHAM 1-5 WRD",42383,08," ",10130,15416,0,0
"GORDON STATE 24",42603,08," ",2617,5171,0,0
"GRACE CARTER 56",284024,08," 2H",0,0,11790,781
"GRACE CARTER 56",42576,08," ",0,0,0,0
"GRAHAM 19 STATE UNIT",42826,08," ",21204,31999,0,0
"GREENBLATT 71 WRD",43217,08," ",15118,56153,0,0
"H.B. MORRISON 'B'",44277,08," ",5330,5747,0,0
"HARRISON RANCH 56",270487,08," 1002H",0,0,102932,4662
"HARRISON STATE 14",44646,08," ",0,0,0,0
"HARRISON STATE C20",284716,08," 1401",0,0,0,776
"HARRISON STATE C20",45734,08," ",0,0,0,0
"HEAGNEY 4-48",270391,08," 1H",0,0,5729,415
"HELLBENDER STATE 150",42771,08," ",5262,6420,0,0
"HERRINGTON 55-T7-32",42841,08," ",0,0,0,0
"HEXAD 34-180",41026,08," ",1429,3088,0,0
"HILL 34-171 UNIT",42519,08," ",8293,17200,0,0
"HONEY BADGER 54-T4-34",270063,08," 1H",0,0,22048,481
"HOOTON ETAL_STATE 57-T3-22",270685,08," 1",0,0,89272,1303
"HOWARD 33-22",38658,08," ",3277,2645,0,0
"HOWARD, BERNICE",30307,08," ",100,0,0,0
"HUGHES B",43889,08," ",310,2248,0,0
"HUMANE SOCIETY 34-187",41560,08," ",870,1751,0,0
"HUMANE SOCIETY 34-198 WRD",42026,08," ",0,0,0,0
"HUMANE SOCIETY 34-199 WRD",42158,08," ",720,2026,0,0
INTERSTATE,39572,08," ",206,464,0,0
"INTIMIDATION 33-63",42310,08," ",3003,4362,0,0
"J.V. WILSON 146",43361,08," ",48317,71634,0,0
"JAMES 02",284703,08," 1404",0,0,3497,1323
"JAMES 02-14",44082,08," ",0,0,0,0
"JAMES WEST 1-41",41522,08," ",1348,1980,0,0
"JANE M. GRAVES UNIT",42955,08," ",1880,1828,0,0
"JITTERBUG 161",40769,08," ",3037,3460,0,0
"JOHNSON 1-76",44777,08," ",0,0,0,0
"JOHNSON 1-86",43876,08," ",10248,29666,0,0
"JOHNSON 1-87 LOV",44657,08," ",16520,43716,0,0
"JOHNSON 1-88 LOV",45637,08," ",2078,8467,0,0
"JOHNSON 33-21",39485,08," ",2111,2902,0,0
"JOHNSON RANCH 1-49",40751,08," ",9,77,0,0
"JUDY CLARK STATE C19-16",45156,08," ",2048,7510,0,0
"KHC '33-26'",39289,08," ",6477,7545,0,0
"KHC 33-24",38618,08," ",4442,4771,0,0
"KIMBELL 34-194",40654,08," ",164,0,0,0
"KNIGHT 4-51",271644,08," 1H",0,0,53455,5159
"KW STATE",39341,08," ",1358,2179,0,0
LASATER,44833,08," ",22100,25024,0,0
"LEE -128-",28269,08," ",11,0,0,0
"LEE 34-154",41585,08," ",1026,739,0,0
LEGEAR,43839,08," ",870,434,0,0
"LINDLEY 55-2-32 LOV",43890,08," ",5847,21308,0,0
"LOBO 34-147",43256,08," ",1270,5079,0,0
"LOWE ROYALTY PARTNERS 56-T2-20",45052,08," ",0,0,0,0
"MACDONALD 71 WRD UNIT 1H",44136,08," ",8159,15657,0,0
"MAGIC MAN 33-64 WRD",42019,08," ",20458,32006,0,0
"MAKO STATE 2-32",41569,08," ",603,521,0,0
"MAKO STATE 3-6",41426,08," ",0,0,0,0
"MAKO STATE 54-4-10",41776,08," ",0,0,0,0
"MARMOT 55-14 UNIT",45124,08," ",1024,12417,0,0
"MARTINSVILLE 120",44686,08," ",7671,4040,0,0
"MATTHES STATE",39360,08," ",105,64,0,0
"MCAFEE C17-21",274149,08," 1H",0,0,0,0
"MDJ C27-1",42760,08," ",3550,10273,0,0
"MEEKER 18",45327,08," ",312,8507,0,0
"MEEKER 56-T2-22",270731,08," 1H",0,0,0,0
"MEEKER UNIT 05",43783,08," ",915,9786,0,0
"MICHIGAN 21",283807,08," 1H",0,0,4453,495
"MICHIGAN 21",42909,08," ",0,0,0,0
MILLER,41993,08," ",1913,2211,0,0
"MILLER STATE 140",39389,08," ",2649,3596,0,0
"MILLER STATE 152",39538,08," ",6285,6794,0,0
"MILLER STATE 30",39374,08," ",283,17,0,0
"MINNOW BUCKET SWD",40979,08," ",0,0,0,0
"MONROE 1-10",43653,08," ",6478,6269,0,0
"MONROE 1-17 WRD",40817,08," ",3753,9960,0,0
"MONROE 1-6 WRD",42155,08," ",4740,9143,0,0
"MONROE 1-8",43705,08," ",1283,982,0,0
"MONROE 1-8 WRD",42153,08," ",1035,1005,0,0
"MONROE 34-116 UNIT",43636,08," ",6255,14258,0,0
"MONROE 34-158",40721,08," ",3611,5294,0,0
"MONROE 34-158 UNIT",41452,08," ",27900,36434,0,0
"MONROE 34-172",40340,08," ",1999,3911,0,0
"MONROE 34-178",40778,08," ",1874,3558,0,0
"MONROE 34-180",39877,08," ",0,0,0,0
"MONROE 34-188",40487,08," ",420,1083,0,0
"MONROE 34-190",40728,08," ",1350,4100,0,0
"MONROE 34-195",42262,08," ",1114,3290,0,0
"MONROE 34-205",42118,08," ",347,5079,0,0
"MONROE 34-205 WRD",42426,08," ",130,1863,0,0
"MONROE 34-210",39975,08," ",484,652,0,0
"MONROE 34-215 WRD",42261,08," ",747,3721,0,0
"MONROE 34-220",40322,08," ",8627,16734,0,0
"MONROE 34-220/211 UNIT",42520,08," ",0,0,0,0
"MONROE 34-221",40154,08," ",833,1355,0,0
"MONROE 34-221 UNIT",42356,08," ",3094,9793,0,0
"MONROE 34-221 UNIT 2",42459,08," ",2145,4832,0,0
"MONROE 34-221/212 UNIT",42461,08," ",1323,2557,0,0
"MONROE 34-232",41783,08," ",383,6407,0,0
"MONROE EAST STATE 1-4 WRD UNIT",42116,08," ",6087,14836,0,0
"MONROE GAS UNIT NO. 2",43872,08," ",23,102,0,0
"MONROE STATE 1-4 WRD",41150,08," ",2602,4295,0,0
"MONROE STATE-196-",50424,08," ",218,106,0,0
"MONROE WEST 1-17 WRD",41684,08," ",3816,7527,0,0
"MONROE WEST 1-6 WRD",42427,08," ",5665,6525,0,0
"MOONEY 34-222",40519,08," ",6880,2986,0,0
"MURJO 34-223 UNIT 1",42462,08," ",12785,31463,0,0
"NARROWS 6-21",41098,08," ",1379,520,0,0
NEWBURY,44408,08," ",901,6744,0,0
"OATMAN C18-25",267806,08," 1H",0,0,0,0
"OATMAN C18-25",267821,08," 2H",0,0,0,0
"OATMAN C18-25",267945,08," 3H",0,0,0,0
"OATMAN C18-25",43617,08," ",754,3940,0,0
"OATMAN C18-26",268241,08," 1H",0,0,12204,2007
"OATMAN C18-27",266259,08," 1H",0,0,14259,813
"OATMAN C19-4A",268921,08," 2H",0,0,36564,1683
"OATMAN C19-4A",268988,08," 3H",0,0,15635,1425
"OATMAN C19-4A",270170,08," 4H",0,0,20136,1464
"OLSON 34-191",41506,08," ",5940,13553,0,0
"OLSON STATE 57-T2-6",268786,08," 1H",0,0,51200,3001
"OWENS 1-75 LOV UNIT",45388,08," ",0,0,0,0
"OXY FEE '24'",43516,08," ",19,51,0,0
"P C HILL STATE B 1-12",44515,08," ",60919,113428,0,0
"PATTERSON 1-34",41066,08," ",0,0,0,0
"PHANTOM-BURKHOLDER UNIT",44758,08," ",2023,2556,0,0
"PHOENIX STATE 10",42818,08," ",2589,6037,0,0
"PINE RIDGE 34-176",42674,08," ",7232,22737,0,0
"PIPES 34-115 UNIT",43401,08," ",5967,11587,0,0
"PITZER 8",42260,08," ",6566,7278,0,0
"PITZER-JOHNSON UNIT",43156,08," ",2236,2691,0,0
"POCONO 65",284074,08," 1H",0,0,6150,515
"POCONO 65",41886,08," ",0,0,0,0
"POGO MOSBACHER STATE 57-T2-4",271237,08," 1H",0,0,0,0
"POGO MOSBACHER STATE 57-T2-4",45548,08," ",23315,66143,0,0
"PRUETT, T.B. 24",42246,08," ",3176,4180,0,0
"PRUETT, T.B. ET AL GAS UNIT",41545,08," ",134,17,0,0
"PSL STATE",43598,08," ",0,0,0,0
PYTHIAN,45304,08," ",429,1673,0,0
"PYTHIAN 6",45993,08," ",294,3566,0,0
"RAINBOW STATE",205027,08," 1",0,0,166,0
"RAMSLAND 1-61 LOV",42141,08," ",8093,10502,0,0
"RAYBANK 1-44",41589,08," ",732,2070,0,0
"RAYMORE 1-46 STATE UNIT 3",44054,08," ",876,1760,0,0
"RAYMORE 1-46 UNIT",42568,08," ",4297,11960,0,0
"RAYMORE 1-46 UNIT 2",44055,08," ",9845,23667,0,0
"RAYMORE 57-T1-24",271713,08," 1H",0,0,68334,4663
"RED CLOUD",50432,08," ",165,116,0,0
"RED LODGE C20-11",283665,08," 2H",0,0,16806,2786
"RED LODGE C20-11",43615,08," ",0,0,0,0
"REEF RUNNER STATE 162",43681,08," ",42,551,0,0
REGAN-MCELVAIN,43523,08," ",3341,17283,0,0
"RICHMOND 39",284030,08," 1H",0,0,4747,652
"RICHMOND 39",42482,08," ",0,0,0,0
"ROCA 34-159 UNIT",43860,08," ",5224,12736,0,0
"ROLWING 23",266657,08," 1H",0,0,5985,767
"ROLWING 4-33",268222,08," 1H",0,0,1180,92
"ROLWING 4-33",270390,08," 2H",0,0,2114,24
"RUBY SOUTH UNIT 1-39",45019,08," ",20242,60383,0,0
"SEARLS 34-115",39431,08," ",407,1444,0,0
"SIGLER STATE 57-T2-22",45229,08," ",26023,84103,0,0
"SKINNER 34-116",42624,08," ",7738,11083,0,0
