"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jun 2011 - Jun 2011"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",7071,11365,0,0
"APC FEE 1-50 UNIT",41231,08," ",5072,9609,0,0
"ASHLOCK 1-34",41954,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",3304,2551,0,0
"BARNES, D. E. ESTATE",38700,08," ",3301,2275,0,0
BARSTOW,39273,08," ",502,2328,0,0
"BIG VALLEY 6-20",39164,08," ",668,956,0,0
"BIGHORN 1-31 WD",41730,08," ",714,5581,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",12942,21598,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",4014,5535,0,0
"BLACKTIP 1-42",41088,08," ",3886,7367,0,0
"BLACKTIP 1-43",40406,08," ",2495,4456,0,0
"BLACKTIP 1-44",40625,08," ",7327,15963,0,0
"BLACKTIP 1-48",40991,08," ",4888,8234,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",27526,67039,0,0
"BLUE JACKET ""62""",41822,08," ",173,0,0,0
"BOB COUCH 3-10",41583,08," ",0,0,0,0
"BP 34-211",40619,08," ",11479,26504,0,0
"BRAMBLETT 34-216",41517,08," ",4166,20559,0,0
"BRUNSON ""22""",42146,08," ",3274,3524,0,0
"CALAMITY JANE WEST",39285,08," ",82,1782,0,0
"CHATTERFROG 151",41557,08," ",0,0,0,0
"CHEVRON 34-157",40151,08," ",856,2312,0,0
"CHEVRON 34-179",39755,08," ",3885,7833,0,0
"CHEVRON 34-181",39830,08," ",1818,2716,0,0
"CHEVY 17",39369,08," ",356,974,0,0
"COLONEL DRAKE 24",41295,08," ",4290,7082,0,0
"COLT 34-212",40262,08," ",16490,26326,0,0
"CROCKETT 1-26 WRD",41052,08," ",19268,37460,0,0
"DAVIS '33-20'",39239,08," ",9,111,0,0
"DAVIS 33-19",39540,08," ",2269,3329,0,0
"EAST VERMEJO 33-66",41507,08," ",10268,20732,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",4016,5789,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",10232,15889,0,0
"FIELDS 33-27",39128,08," ",6260,8553,0,0
"FOWLER 34-193",40254,08," ",4158,9498,0,0
"HEXAD 34-180",41026,08," ",5645,11158,0,0
"HOWARD 33-22",38658,08," ",1951,1852,0,0
"HOWARD, BERNICE",30307,08," ",126,0,0,0
"HUMANE SOCIETY 34-187",41560,08," ",3764,9738,0,0
INTERSTATE,39572,08," ",131,419,0,0
"JITTERBUG 161",40769,08," ",8579,10520,0,0
"JOHNSON 33-21",39485,08," ",5638,4815,0,0
"JOHNSON RANCH 1-49",40751,08," ",3625,6611,0,0
"KHC '33-26'",39289,08," ",21632,35923,0,0
"KHC 33-24",38618,08," ",10797,15037,0,0
"KIMBELL 34-194",40654,08," ",1078,5225,0,0
"KW STATE",39341,08," ",0,337,0,0
"LEE -128-",28269,08," ",22,0,0,0
"MAKO STATE 2-32",41569,08," ",1765,1958,0,0
"MAKO STATE 3-6",41426,08," ",323,0,0,0
"MAKO STATE 54-4-10",41776,08," ",190,6004,0,0
"MATTHES STATE",39360,08," ",381,45,0,0
"MILLER STATE 140",39389,08," ",2191,2960,0,0
"MILLER STATE 152",39538,08," ",1699,1329,0,0
"MILLER STATE 30",39374,08," ",445,356,0,0
"MONROE 1-17 WRD",40817,08," ",8750,17513,0,0
"MONROE 34-158",40721,08," ",5328,8689,0,0
"MONROE 34-158 UNIT",41452,08," ",13402,17282,0,0
"MONROE 34-172",40340,08," ",1970,4430,0,0
"MONROE 34-178",40778,08," ",2858,4296,0,0
"MONROE 34-180",39877,08," ",2406,5708,0,0
"MONROE 34-188",40487,08," ",773,2230,0,0
"MONROE 34-190",40728,08," ",10018,22697,0,0
"MONROE 34-205",42118,08," ",4276,52465,0,0
"MONROE 34-210",39975,08," ",4780,23072,0,0
"MONROE 34-220",40322,08," ",26851,44160,0,0
"MONROE 34-221",40154,08," ",10317,12496,0,0
"MONROE STATE 1-4 WRD",41150,08," ",13075,31303,0,0
"MONROE WEST 1-17 WRD",41684,08," ",11088,25117,0,0
"MOONEY 34-222",40519,08," ",33291,48374,0,0
"NARROWS 6-21",41098,08," ",2075,2594,0,0
"OLSON 34-191",41506,08," ",7515,156674,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"PATTERSON 1-34",41066,08," ",1624,2975,0,0
"SEARLS 34-115",39431,08," ",2354,7441,0,0
"SLO-POKE 149 HG",41748,08," ",0,0,0,0
"SLUICE BOX 4-2",41762,08," ",3212,23058,0,0
"TALLADEGA 65",41147,08," ",22159,40953,0,0
"THORNTON TRUST 4-60",42880,08," ",160,1359,0,0
"UNIVERSITY 19-5",40552,08," ",4448,5521,0,0
"VICKERS '34-127'",39484,08," ",1353,2626,0,0
"WAHOO ANGEL 1-33",41169,08," ",1933,1151,0,0
"WHITLEY 34-231",42117,08," ",1944,14113,0,0
"WIGGO 34-177",41553,08," ",8811,21423,0,0
"WILSON CROSS 168",40323,08," ",1899,2250,0,0
"WILSON TRUST 126",39206,08," ",1468,5958,0,0
WORSHAM,39668,08," ",365,104,0,0
"WORSHAM '6-18'",39429,08," ",1186,5843,0,0
"WORSHAM '6-22'",39277,08," ",2642,3897,0,0
Total," "," "," ",471372,1097889,0,0
