"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jan 2012 - Jan 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",12051,20192,0,0
"APC FEE 1-50 UNIT",41231,08," ",1632,2201,0,0
"ASHLOCK 1-34",41954,08," ",4297,4642,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,49526,4489
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",3833,4870,0,0
"BARNES, D. E. ESTATE",38700,08," ",3364,6618,0,0
BARSTOW,39273,08," ",604,2002,0,0
"BIG VALLEY 6-20",39164,08," ",778,671,0,0
"BIGHORN 1-31 WD",41730,08," ",345,0,0,0
"BLACK STONE 34-216",42043,08," ",1268,8043,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",6965,9001,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2727,5060,0,0
"BLACKTIP 1-42",41088,08," ",1969,2939,0,0
"BLACKTIP 1-43",40406,08," ",1752,2496,0,0
"BLACKTIP 1-44",40625,08," ",3717,9489,0,0
"BLACKTIP 1-48",40991,08," ",2114,2452,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",6765,11033,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",10700,12660,0,0
"BLUE JACKET ""62""",41822,08," ",630,5111,0,0
"BOB COUCH 3-10",41583,08," ",2776,7141,0,0
"BP 34-211",40619,08," ",10160,26092,0,0
"BRAMBLETT 34-216",41517,08," ",1440,8362,0,0
"BRUNSON ""22""",42146,08," ",1994,488,0,0
"BUCKIN CHUTE 33-61",42563,08," ",17288,42853,0,0
"CALAMITY JANE WEST",39285,08," ",326,677,0,0
"CHATTERFROG 151",41557,08," ",4761,5177,0,0
"CHEVRON 34-157",40151,08," ",1364,1542,0,0
"CHEVRON 34-179",39755,08," ",3303,7404,0,0
"CHEVRON 34-181",39830,08," ",1577,3811,0,0
"CHEVY 17",39369,08," ",318,1023,0,0
COLLIER,42195,08," ",556,311,0,0
"COLONEL DRAKE 24",41295,08," ",9954,10498,0,0
"COLT 34-212",40262,08," ",17323,38539,0,0
"COOPERSMITH 34-139",41817,08," ",3946,5457,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"CROCKETT 1-26 WRD",41052,08," ",16898,34472,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",0,0,0,0
"CROCKETT 1-35 UNIT",42104,08," ",15321,42916,0,0
"DAVIS '33-20'",39239,08," ",3653,4932,0,0
"DAVIS 33-19",39540,08," ",4466,5222,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",11627,20014,0,0
"DAYTONA 14",41914,08," ",6526,19077,0,0
"DRAKESTER 209",283980,08," 2H",0,0,29494,5103
"DRAKESTER 209",284193,08," 1H",0,0,8260,1880
"DRAKESTER 209",42086,08," ",0,0,0,0
"EAST VERMEJO 33-66",41507,08," ",22445,52479,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",3581,4007,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDER STATE 2-10",41866,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",4171,1816,0,0
"FIELDS 33-27",39128,08," ",6949,4448,0,0
"FINLEY 1-11 WRD",42335,08," ",30749,51157,0,0
