"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Oct 2015 - Oct 2015"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",18961,31436,0,0
"9014 JV-P PITZER",41392,08," ",56,47,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,21607,2278
"ABERNATHY 57-T1-14",45618,08," ",3719,9783,0,0
ADRIANNA,47205,08," ",14599,42898,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,39654,9534
ALLEN,47211,08," ",5077,13566,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",8321,29577,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,19644,2966
"ANACONDA STATE 55-2",283093,08," 7H",0,0,18872,2877
"ANACONDA STATE 55-2",283095,08," 2H",0,0,42602,9468
"ANACONDA STATE 55-2",283136,08," 3H",0,0,17667,3583
"ANACONDA STATE 55-2",283138,08," 1H",0,0,17993,2882
"ANACONDA STATE 55-2",45010,08," ",18197,67677,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",8063,12263,0,0
"APC FEE 1-40",40729,08," ",7966,14001,0,0
"APC FEE 1-50 UNIT",41231,08," ",17096,38967,0,0
"APC FEE 6",43431,08," ",1019,3113,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",0,0,0,0
"ARMSTRONG 14",45537,08," ",269,0,0,0
"ARMSTRONG 16",45227,08," ",690,3053,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",5203,84291,0,0
"ASHLOCK 1-34",41954,08," ",30590,52527,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,12377,562
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,830,201
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",15739,18181,0,0
"AVANT 29-40",45969,08," ",5837,11115,0,0
"AYERS UNIT ""24""",41978,08," ",1932,3177,0,0
"BAGWELL C27-1",42447,08," ",2047,5299,0,0
BAILEY,46379,08," ",10964,13705,0,0
"BALMORHEA RANCH 49",46601,08," ",2,0,0,0
"BALMORHEA STATE",46324,08," ",2863,7768,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,16258,320
"BARNES, D. E. ESTATE",38700,08," ",1163,1630,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",36455,161380,0,0
"BARRACUDA 49",283806,08," 1",0,0,1094,282
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",12658,13147,0,0
BARSTOW,39273,08," ",351,240,0,0
"BARSTOW 33-33",47288,08," ",4738,13993,0,0
"BARSTOW 33-34",47050,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",11469,16830,0,0
"BATES 1-77 LOV UNIT",44788,08," ",6000,15908,0,0
"BAYER '13'",46894,08," ",1672,1537,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",4016,14820,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,2535,872
"BENTON 3-12",44948,08," ",2672,6140,0,0
BENTZ,48403,08," ",16531,15601,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",14609,17174,0,0
"BETTS 54-4-26 RVS",44643,08," ",2036,2337,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,8060,160
"BIG HORN STATE 56-2-9 UNIT",279044,08," 1H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279162,08," 2H",0,0,0,0
"BIG PINEY 57-2-41",277111,08," 1H",0,0,33771,7857
"BIG SILVER 34-160",43631,08," ",10831,27351,0,0
"BIG TIMBER STATE 57-25 UNIT",283094,08," 1H",0,0,105912,18906
