"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Feb 2017 - Feb 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",6948,15017,0,0
"9014 JV-P PITZER",41392,08," ",38,151,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,20751,1198
"ABERNATHY 57-T1-14",45618,08," ",2660,8242,0,0
"ADMIRAL 4-48 47",48321,08," ",15769,72196,0,0
ADOBE,48634,08," ",8270,11765,0,0
ADRIANNA,47205,08," ",3187,18048,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,21567,3571
ALLEN,47211,08," ",2500,10387,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3239,14413,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",6705,26375,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,0,0
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,0,0
"AMERICAN PHAROAH",47777,08," ",2023,25386,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,9068,1370
"ANACONDA STATE 55-2",283093,08," 7H",0,0,9106,1505
"ANACONDA STATE 55-2",283095,08," 2H",0,0,18405,3740
"ANACONDA STATE 55-2",283136,08," 3H",0,0,15638,1704
"ANACONDA STATE 55-2",283138,08," 1H",0,0,12302,1700
"ANACONDA STATE 55-2",45010,08," ",7445,30192,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",971,1968,0,0
"APC FEE 1-40",40729,08," ",5659,9316,0,0
"APC FEE 1-50 UNIT",41231,08," ",12186,32902,0,0
"APC FEE 6",43431,08," ",841,1734,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",15478,40538,0,0
"ARGENTINE 71",48782,08," ",22810,60737,0,0
"ARMSTRONG 14",45537,08," ",123,1751,0,0
"ARMSTRONG 16",45227,08," ",393,90,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",2739,40664,0,0
"ASHLOCK 1-34",41954,08," ",17475,42958,0,0
"ASSAULT 126",48392,08," ",9519,24434,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,4745
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3797,395
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",815,75242,0,0
"AUTOBAHN 34-117",44771,08," ",12065,17633,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",7068,10871,0,0
"AVANT 29-40",45969,08," ",2177,4709,0,0
"AYERS UNIT ""24""",41978,08," ",1255,1431,0,0
"BAGWELL C27-1",42447,08," ",1341,3019,0,0
BAILEY,46379,08," ",0,0,0,0
"BALBO EAST UNIT",47676,08," ",7366,16982,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",7090,23170,0,0
"BALBO WEST UNIT",47518,08," ",6469,32180,0,0
"BALMORHEA RANCH 49",46601,08," ",1625,8608,0,0
"BALMORHEA STATE",46324,08," ",1716,3837,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBARA STATE",48280,08," ",3609,7157,0,0
"BARBEE 72-1",268076,08," 1H",0,0,10348,196
"BARNES, D. E. ESTATE",38700,08," ",490,798,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",37341,178687,0,0
"BARRACUDA 49",283806,08," 1",0,0,1327,308
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",17633,16762,0,0
BARSTOW,39273,08," ",127,652,0,0
"BARSTOW 33-33",47288,08," ",3563,26271,0,0
"BARSTOW 33-34",47050,08," ",15212,22123,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3021,7019,0,0
"BATES 1-77 LOV UNIT",44788,08," ",2204,6729,0,0
"BAYER '13'",46894,08," ",812,960,0,0
"BEARCAT 28-29",48622,08," ",0,0,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",2936,9794,0,0
"BECKER 6-29 UNIT A",47995,08," ",28938,73453,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,4353,1154
"BENTON 3-12",44948,08," ",1530,8655,0,0
BENTZ,48403,08," ",5092,7627,0,0
"BERKLEY STATE EAST UNIT",46946,08," ",3019,2260,0,0
"BERKLEY STATE WEST UNIT",47669,08," ",7786,15130,0,0
"BETTS 54-4-20",280913,08," 1H",0,0,52634,10743
"BETTS 54-4-24",48254,08," ",6988,25056,0,0
"BETTS 54-4-26 RVS",44643,08," ",1149,4483,0,0
"BETTS UNIT 53-4-2",48020,08," ",13842,61185,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,17007,183
"BIG BUCKS 29-10",47596,08," ",15525,26675,0,0
"BIG CYPRESS 56-2-13",282674,08," 1H",0,0,0,0
"BIG EASY 54-2-6 UNIT",48143,08," ",30113,80698,0,0
"BIG FUNDAMENTAL 4-52",49381,08," ",0,0,0,0
"BIG GIPPER STATE UNIT",48741,08," ",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
