"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jan 2015 - Jan 2015"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",45,79,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,40144,1782
"ABERNATHY 57-T1-14",45618,08," ",4092,14400,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,85392,17040
"ALLEN 55-2-44 LOV UNIT",46733,08," ",0,0,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,54820,11932
"ANACONDA STATE 55-2",283093,08," 7H",0,0,54687,9386
"ANACONDA STATE 55-2",283095,08," 2H",0,0,58593,13729
"ANACONDA STATE 55-2",283136,08," 3H",0,0,48899,8761
"ANACONDA STATE 55-2",283138,08," 1H",0,0,21249,4859
"ANACONDA STATE 55-2",45010,08," ",31602,90987,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",5598,9218,0,0
"APC FEE 1-40",40729,08," ",12781,18105,0,0
"APC FEE 1-50 UNIT",41231,08," ",22804,44149,0,0
"APC FEE 6",43431,08," ",1640,2643,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"ARMSTRONG 14",45537,08," ",342,569,0,0
"ARMSTRONG 16",45227,08," ",879,3167,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",1390,14734,0,0
"ASHLOCK 1-34",41954,08," ",31958,44764,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,4009,466
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",1298,62074,0,0
"AUTOBAHN 34-117",44771,08," ",19866,22903,0,0
"AVANT 29-40",45969,08," ",10773,17489,0,0
"AYERS UNIT ""24""",41978,08," ",1828,1357,0,0
"BAGWELL C27-1",42447,08," ",1806,4090,0,0
"BALMORHEA STATE",46324,08," ",4060,8713,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,17952,379
"BARNES, D. E. ESTATE",38700,08," ",1119,460,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",9,0,0,0
"BARRACUDA 49",283806,08," 1",0,0,0,182
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",10976,14155,0,0
BARSTOW,39273,08," ",1,0,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",1065,1633,0,0
"BATES 1-77 LOV UNIT",44788,08," ",7121,19733,0,0
"BAYER '13'",46894,08," ",4522,3211,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",8297,30345,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,16226,905
"BENTON 3-12",44948,08," ",3688,9277,0,0
"BETTS 54-4-26 RVS",44643,08," ",2693,8207,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,10809,251
"BIG HORN STATE 56-2-9 UNIT",279159,08," 3H",0,0,0,0
"BIG HORN STATE 56-2-9 UNIT",279162,08," 2H",0,0,0,0
"BIG PINEY 57-2-41",277111,08," 1H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",13816,24064,0,0
"BIG VALLEY 6-20",39164,08," ",666,368,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BILLY BURT 90-TTT-B33 WF",47373,08," ",0,0,0,0
"BLACK POWDER 1-27",42881,08," ",2018,886,0,0
"BLACK STONE 34-216",42043,08," ",434,795,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",3190,4033,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",3970,7118,0,0
"BLACKTIP 1-42",41088,08," ",284,0,0,0
"BLACKTIP 1-42 UNIT",46876,08," ",0,0,0,0
"BLACKTIP 1-43",40406,08," ",1934,2988,0,0
"BLACKTIP 1-44",40625,08," ",7891,16123,0,0
"BLACKTIP 1-48",40991,08," ",949,1172,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",8839,13881,0,0
"BLACKTIP STATE 42",44861,08," ",6394,11907,0,0
"BLACKTIP STATE 43",46804,08," ",0,0,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",3854,4747,0,0
"BLUE CREST",46676,08," ",27125,30363,0,0
"BLUE DUCK 35",46087,08," ",10426,22020,0,0
"BLUE JACKET ""62""",41822,08," ",101,357,0,0
"BLUE JACKET '73'",44763,08," ",2002,3650,0,0
"BOB COUCH 3-10",41583,08," ",326,414,0,0
"BOBCAT 34-175",43852,08," ",4384,13503,0,0
"BODACIOUS C7-19",45253,08," ",3735,7886,0,0
"BOHLANDER 33-95",46326,08," ",2994,10402,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,27858,1912
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,8582,608
"BOLD JOHNSON 56-T1-26",278368,08," 2H",0,0,37348,7985
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,39595,4529
"BOLD JOHNSON 56-T1-30",278426,08," 2H",0,0,12004,3350
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,2327,580
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,13291,1595
"BOLD JOHNSON 56-T1-36",275462,08," 2H",0,0,35681,6715
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,11790,3656
"BOUCHER 2",45470,08," ",616,7226,0,0
"BP 34-211",40619,08," ",3697,9336,0,0
"BRADY 56-1",44568,08," ",811,10725,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",5282,9112,0,0
"BRAMBLETT 34-197 WRD",45514,08," ",8576,37549,0,0
"BRAMBLETT 34-216",41517,08," ",236,2186,0,0
"BRAZOS 34-104",46152,08," ",4469,5328,0,0
"BRIDGER 1-36",282996,08," 2H",0,0,41125,11170
"BRIDGER 1-36",283146,08," 1H",0,0,31979,4764
"BRIDGER 1-36",45192,08," ",0,0,0,0
BRINE,45438,08," ",0,0,0,0
BROOKS,45888,08," ",3187,4565,0,0
"BROWN STATE 56-T2-44",277117,08," 1H",0,0,63783,4205
"BROWN STATE 56-T3-2",46970,08," ",9607,17326,0,0
"BRUMLOW 46",45984,08," ",22518,15799,0,0
"BRUMLOW 48",45433,08," ",5573,3740,0,0
"BRUNSON ""22""",42146,08," ",594,369,0,0
"BRUNSON '22A'",46561,08," ",10241,14110,0,0
"BRUNSON 48",46539,08," ",2014,2518,0,0
"BUCKIN CHUTE 33-61",42563,08," ",1362,2234,0,0
"BUCKIN CHUTE UNIT 33-61",45246,08," ",7993,27181,0,0
"BUFFALO 55-5-39",276205,08," 1H",0,0,961,141
"BUNIN 4",285691,08," 2H",0,0,7700,2661
"BUNIN 4",45742,08," ",0,0,0,0
"BURRELL STATE 34-143 UNIT",44806,08," ",4336,5458,0,0
"BYRD 34-170 UNIT",42475,08," ",5978,7155,0,0
"C.G. LUDEMAN 'B'",45241,08," ",2249,0,0,0
"C.H. KNIGHT",45862,08," ",10826,6498,0,0
"C.J. LEE STATE 27",277514,08," 1H",0,0,20818,358
"CALAMITY JANE WEST",39285,08," ",201,36,0,0
"CAMP STATE 56-T2-8",273044,08," 1H",0,0,63188,3311
CAPROCK,46691,08," ",7248,9606,0,0
"CARDINAL 4",47457,08," ",2301,20476,0,0
"CARR 34-125 UNIT",45824,08," ",11589,11699,0,0
"CASPER 57-1-47",276563,08," 1H",0,0,0,0
"CASTLE 57-27",283168,08," 1H",0,0,70724,7072
"CASTLE 57-27",46108,08," ",0,0,0,0
"CBR 10",285718,08," 3H",0,0,11343,1172
"CBR 10",45715,08," ",0,0,0,0
"CBR 12",45721,08," ",0,0,0,0
"CBR 14",285722,08," 2H",0,0,43141,8331
"CBR 14",46414,08," ",0,0,0,0
"CBR 18",285706,08," 3H",0,0,14062,2730
"CBR 18",45714,08," ",2730,11059,0,0
"CBR 2",46522,08," ",0,0,0,0
"CBR 22",46406,08," ",0,0,0,0
"CBR 28",286282,08," 3H",0,0,25905,5499
"CBR 28",45735,08," ",0,0,0,0
"CBR 32",45789,08," ",8613,28117,0,0
"CBR 44",45720,08," ",4723,13494,0,0
"CBR 44A",286507,08," 1H",0,0,21109,6358
"CBR 44A",45723,08," ",0,0,0,0
"CBR 6",46405,08," ",2,0,0,0
"CHAPARRAL 89",46443,08," ",20441,57599,0,0
"CHATTERFROG 151",41557,08," ",1041,1986,0,0
"CHEVRON 34-157",40151,08," ",798,1447,0,0
"CHEVRON 34-179",39755,08," ",2311,3792,0,0
"CHEVRON 34-181",39830,08," ",918,1324,0,0
"CHEVY 17",39369,08," ",25,1,0,0
"CHEYENNE 57-3-13",277704,08," 2H",0,0,0,0
"CHEYENNE 57-3-13",279227,08," 3H",0,0,0,0
"CHEYENNE 57-3-13",279304,08," 1H",0,0,0,0
"CHEYENNE 57-3-47",276516,08," 1H",0,0,26922,3278
"CHEYENNE DRAW 19",45762,08," ",1071,1151,0,0
"CHUPACABRA 51 STATE",45991,08," ",1712,894,0,0
"CHUPACABRA 51 STATE UNIT",44784,08," ",1778,607,0,0
"CLEVELAND STATE 57-23",282986,08," 3H",0,0,38347,6049
"CLEVELAND STATE 57-23",283165,08," 2H",0,0,31840,5491
"CLEVELAND STATE 57-23",283167,08," 4H",0,0,44307,5984
"CLEVELAND STATE 57-23",284033,08," 1H",0,0,29482,5443
"CLEVELAND STATE 57-23",45630,08," ",0,0,0,0
"CODY 56-3-9",277394,08," 1H",0,0,0,0
COLLIER,42195,08," ",201,190,0,0
COLLINS,44205,08," ",4306,4331,0,0
"COLONEL DRAKE 24",41295,08," ",1886,4848,0,0
"COLT 34-212",40262,08," ",4093,5242,0,0
"COLT 4-24",268753,08," 1H",0,0,10880,400
"COLUMBINE 34-167",43775,08," ",7994,13744,0,0
CONDOR,46832,08," ",0,0,0,0
"COOPERSMITH 34-139",41817,08," ",9248,11359,0,0
"COPE,R.L.",42695,08," ",518,929,0,0
"COPPERHEAD 23",46211,08," ",18211,66250,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COVINGTON 34-224",42442,08," ",11953,39565,0,0
"COVINGTON 46",286298,08," 2H",0,0,27098,5877
"COVINGTON 46",286362,08," 3H",0,0,6519,1459
"COVINGTON 46",45738,08," ",0,0,0,0
"COYOTE 4601",47860,08," ",4258,6275,0,0
