"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2010 - May 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",3318,3749,0,0
BARSTOW,39273,08," ",607,2987,0,0
"BIG VALLEY 6-20",39164,08," ",779,1217,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",24994,37865,0,0
"CALAMITY JANE WEST",39285,08," ",282,1644,0,0
"CHEVRON 34-157",40151,08," ",12132,15215,0,0
"CHEVRON 34-179",39755,08," ",8011,15271,0,0
"CHEVRON 34-181",39830,08," ",5731,16309,0,0
"CHEVY 17",39369,08," ",537,549,0,0
"COLT 34-212",40262,08," ",0,212,0,0
"DAVIS '33-20'",39239,08," ",10320,15649,0,0
"DAVIS 33-19",39540,08," ",3466,4356,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",8052,7243,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",3178,11023,0,0
"FIELDS 33-27",39128,08," ",932,1158,0,0
"FOWLER 34-193",40254,08," ",23263,83532,0,0
"HOWARD 33-22",38658,08," ",1931,2178,0,0
"HOWARD, BERNICE",30307,08," ",20,0,0,0
INTERSTATE,39572,08," ",252,679,0,0
"JOHNSON 33-21",39485,08," ",2371,2329,0,0
"KHC '33-26'",39289,08," ",1924,3276,0,0
"KHC 33-24",38618,08," ",6108,9076,0,0
"KW STATE",39341,08," ",1627,7840,0,0
"LEE -128-",28269,08," ",36,0,0,0
"MATTHES STATE",39360,08," ",680,2313,0,0
"MILLER STATE 140",39389,08," ",2549,3685,0,0
"MILLER STATE 152",39538,08," ",2504,3703,0,0
"MILLER STATE 30",39374,08," ",687,596,0,0
"MONROE 34-180",39877,08," ",7705,32243,0,0
"MONROE 34-210",39975,08," ",11406,114065,0,0
"MONROE 34-221",40154,08," ",18725,58916,0,0
"NARROWS 6-21",41098,08," ",0,0,0,0
"SEARLS 34-115",39431,08," ",3522,8792,0,0
"VICKERS '34-127'",39484,08," ",2532,2470,0,0
"WILSON TRUST 126",39206,08," ",1732,4587,0,0
WORSHAM,39668,08," ",473,1130,0,0
"WORSHAM '6-18'",39429,08," ",1423,6500,0,0
"WORSHAM '6-22'",39277,08," ",2650,3464,0,0
Total," "," "," ",176459,485821,0,0
