"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Nov 2016 - Nov 2016"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",8135,18695,0,0
"9014 JV-P PITZER",41392,08," ",52,119,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,28254,2269
"ABERNATHY 57-T1-14",45618,08," ",2269,11818,0,0
"ADMIRAL 4-48 47",48321,08," ",26839,103363,0,0
ADOBE,48634,08," ",9654,13282,0,0
ADRIANNA,47205,08," ",4271,23684,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,22150,4220
ALLEN,47211,08," ",2951,9122,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",5963,21277,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",0,0,0,0
"AMERICAN PHAROAH",47777,08," ",1746,20482,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,16521,2137
"ANACONDA STATE 55-2",283093,08," 7H",0,0,10220,1793
"ANACONDA STATE 55-2",283095,08," 2H",0,0,22401,4652
"ANACONDA STATE 55-2",283136,08," 3H",0,0,19128,2063
"ANACONDA STATE 55-2",283138,08," 1H",0,0,16014,2129
"ANACONDA STATE 55-2",45010,08," ",8808,34100,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",925,1461,0,0
"APC FEE 1-40",40729,08," ",5679,10314,0,0
"APC FEE 1-50 UNIT",41231,08," ",11993,30057,0,0
"APC FEE 6",43431,08," ",1351,2317,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",19037,46603,0,0
"ARMSTRONG 14",45537,08," ",210,82,0,0
"ARMSTRONG 16",45227,08," ",297,0,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",3352,43662,0,0
"ASHLOCK 1-34",41954,08," ",15006,29632,0,0
"ASSAULT 126",48392,08," ",18992,52449,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,34775,6246
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2623,261
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",2218,99636,0,0
"AUTOBAHN 34-117",44771,08," ",12171,15252,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",21379,36189,0,0
"AVANT 29-40",45969,08," ",2004,3855,0,0
"AYERS UNIT ""24""",41978,08," ",1566,2462,0,0
"BAGWELL C27-1",42447,08," ",1963,4101,0,0
BAILEY,46379,08," ",3797,5358,0,0
"BALBO EAST UNIT",47676,08," ",7153,12501,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",7050,17659,0,0
"BALBO WEST UNIT",47518,08," ",6523,31054,0,0
"BALMORHEA RANCH 49",46601,08," ",2980,9330,0,0
"BALMORHEA STATE",46324,08," ",1868,4770,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBARA STATE",48280,08," ",8151,18851,0,0
"BARBEE 72-1",268076,08," 1H",0,0,9717,188
"BARNES, D. E. ESTATE",38700,08," ",366,1144,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",34926,124357,0,0
"BARRACUDA 49",283806,08," 1",0,0,377,118
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",7658,6127,0,0
BARSTOW,39273,08," ",155,900,0,0
"BARSTOW 33-33",47288,08," ",2567,14466,0,0
"BARSTOW 33-34",47050,08," ",21070,36558,0,0
"BATES 1-63 LOV UNIT",44469,08," ",4850,11366,0,0
"BATES 1-77 LOV UNIT",44788,08," ",2899,8287,0,0
