"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Oct 2012 - Oct 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",210,40,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",13401,28552,0,0
"APC FEE 1-40",40729,08," ",24874,47462,0,0
"APC FEE 1-50 UNIT",41231,08," ",5,0,0,0
"ARMSTRONG 16",45227,08," ",1682,11308,0,0
"ASHLOCK 1-34",41954,08," ",2398,5083,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,10071,731
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",3069,3329,0,0
"BAGWELL C27-1",42447,08," ",10838,30446,0,0
"BARNES, D. E. ESTATE",38700,08," ",2375,1095,0,0
BARSTOW,39273,08," ",427,1661,0,0
"BARTSOW UNIT 33-35",45119,08," ",14382,27102,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",4993,6901,0,0
"BIG VALLEY 6-20",39164,08," ",461,675,0,0
"BIGHORN 1-31 WD",41730,08," ",486,0,0,0
"BLACK POWDER 1-27",42881,08," ",33,797,0,0
"BLACK STONE 34-216",42043,08," ",839,5186,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",3102,2135,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2504,4694,0,0
"BLACKTIP 1-42",41088,08," ",1544,2832,0,0
"BLACKTIP 1-43",40406,08," ",1243,2864,0,0
"BLACKTIP 1-44",40625,08," ",3345,7329,0,0
"BLACKTIP 1-48",40991,08," ",1532,2193,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",3937,7891,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",983,1292,0,0
"BLUE JACKET ""62""",41822,08," ",208,1101,0,0
"BLUE JACKET '73'",44763,08," ",2098,2984,0,0
"BOB COUCH 3-10",41583,08," ",1605,4214,0,0
"BOBCAT 34-175",43852,08," ",48225,166697,0,0
"BP 34-211",40619,08," ",2434,4734,0,0
"BRAMBLETT 34-216",41517,08," ",1477,7560,0,0
"BRUNSON ""22""",42146,08," ",1335,305,0,0
"BUCKIN CHUTE 33-61",42563,08," ",2455,5920,0,0
"BYRD 34-170 UNIT",42475,08," ",26474,42440,0,0
"CALAMITY JANE WEST",39285,08," ",51,301,0,0
"CHATTERFROG 151",41557,08," ",2393,3315,0,0
"CHEVRON 34-157",40151,08," ",920,1399,0,0
"CHEVRON 34-179",39755,08," ",1698,5055,0,0
"CHEVRON 34-181",39830,08," ",1723,3660,0,0
"CHEVY 17",39369,08," ",766,4380,0,0
COLLIER,42195,08," ",394,509,0,0
"COLONEL DRAKE 24",41295,08," ",3188,1043,0,0
"COLT 34-212",40262,08," ",12568,21701,0,0
"COLT 4-24",268753,08," 1H",0,0,0,0
"COOPERSMITH 34-139",41817,08," ",2973,4117,0,0
"COPE,R.L.",42695,08," ",30,124,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"COVINGTON 34-224",42442,08," ",11266,22202,0,0
"CROCKETT 1-26 WRD",41052,08," ",13113,23344,0,0
