"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Sep 2012 - Sep 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",220,450,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,18162,619
"APC FEE 1-38 UNIT",42460,08," ",14285,30205,0,0
"APC FEE 1-40",40729,08," ",31514,58458,0,0
"APC FEE 1-50 UNIT",41231,08," ",134,0,0,0
"ARMSTRONG 16",45227,08," ",1534,22967,0,0
"ASHLOCK 1-34",41954,08," ",2446,4809,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,7283,612
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",3376,3406,0,0
"BAGWELL C27-1",42447,08," ",16220,56751,0,0
"BARNES, D. E. ESTATE",38700,08," ",3297,3127,0,0
BARSTOW,39273,08," ",391,1645,0,0
"BARTSOW UNIT 33-35",45119,08," ",16180,28110,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",5000,7495,0,0
"BIG VALLEY 6-20",39164,08," ",594,1027,0,0
"BIGHORN 1-31 WD",41730,08," ",603,45,0,0
"BLACK POWDER 1-27",42881,08," ",30,0,0,0
"BLACK STONE 34-216",42043,08," ",1060,5131,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",4039,1439,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2567,4725,0,0
"BLACKTIP 1-42",41088,08," ",1480,2364,0,0
"BLACKTIP 1-43",40406,08," ",1593,3289,0,0
"BLACKTIP 1-44",40625,08," ",3320,7040,0,0
"BLACKTIP 1-48",40991,08," ",1279,1426,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",1027,1508,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",1424,3371,0,0
"BLUE JACKET ""62""",41822,08," ",234,1132,0,0
"BLUE JACKET '73'",44763,08," ",1667,1796,0,0
"BOB COUCH 3-10",41583,08," ",1599,1326,0,0
"BOBCAT 34-175",43852,08," ",33020,110187,0,0
"BP 34-211",40619,08," ",74,2526,0,0
"BRAMBLETT 34-216",41517,08," ",1349,7773,0,0
"BRUNSON ""22""",42146,08," ",1115,630,0,0
"BUCKIN CHUTE 33-61",42563,08," ",3553,9033,0,0
"BYRD 34-170 UNIT",42475,08," ",11191,19111,0,0
"CALAMITY JANE WEST",39285,08," ",292,988,0,0
"CHATTERFROG 151",41557,08," ",2642,5113,0,0
"CHEVRON 34-157",40151,08," ",1388,1847,0,0
"CHEVRON 34-179",39755,08," ",1760,4916,0,0
"CHEVRON 34-181",39830,08," ",1864,3986,0,0
"CHEVY 17",39369,08," ",925,3242,0,0
COLLIER,42195,08," ",331,441,0,0
"COLONEL DRAKE 24",41295,08," ",251,113,0,0
"COLT 34-212",40262,08," ",11568,18559,0,0
"COLT 4-24",268753,08," 1H",0,0,0,0
"COOPERSMITH 34-139",41817,08," ",2266,1528,0,0
"COPE,R.L.",42695,08," ",31,384,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"COVINGTON 34-224",42442,08," ",15053,27335,0,0
"CROCKETT 1-26 WRD",41052,08," ",11836,21633,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",2354,5997,0,0
"CROCKETT 1-35 UNIT",42104,08," ",2870,4841,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",11870,20959,0,0
"CROCKETT 1-37 WRD",42140,08," ",6396,11789,0,0
"DAVIS '33-20'",39239,08," ",5501,2803,0,0
"DAVIS 33-19",39540,08," ",2858,1660,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",3043,5921,0,0
"DAYTONA 14",41914,08," ",2318,6966,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,14576,899
"DRAINAGE 34-136",43582,08," ",61022,91668,0,0
"DRAKESTER 209",283980,08," 2H",0,0,13169,2233
"DRAKESTER 209",284193,08," 1H",0,0,6397,1005
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",164,5183,0,0
"EAST VERMEJO 33-66",41507,08," ",20377,46646,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",7979,8430,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"EVELYN BAUER UNIT",43630,08," ",5660,8401,0,0
"FIELDER STATE 2-10",41866,08," ",2130,2722,0,0
"FIELDS 33-25",39205,08," ",1610,2796,0,0
"FIELDS 33-27",39128,08," ",6254,6182,0,0
"FINLEY 1-11 WRD",42335,08," ",6665,12814,0,0
"FOWLER 34-193",40254,08," ",11645,19258,0,0
"GALAPAGOS 53-2-45",42446,08," ",4032,35006,0,0
"GELTEMEYER 4-21",271714,08," 1H",0,0,0,0
"GELTEMEYER 61",266022,08," 1",0,0,0,0
"GILLHAM 1-5 WRD",42383,08," ",23675,43384,0,0
"GORDON STATE 24",42603,08," ",2694,5545,0,0
"GRACE CARTER 56",284024,08," 2H",0,0,33259,1682
"GRACE CARTER 56",42576,08," ",0,0,0,0
"GRAHAM 19 STATE UNIT",42826,08," ",22414,55823,0,0
"HELLBENDER STATE 150",42771,08," ",12622,15265,0,0
"HERRINGTON 55-T7-32",42841,08," ",0,0,0,0
"HEXAD 34-180",41026,08," ",947,2847,0,0
"HOWARD 33-22",38658,08," ",2868,3376,0,0
"HOWARD, BERNICE",30307,08," ",116,0,0,0
"HUGHES B",43889,08," ",631,2828,0,0
"HUMANE SOCIETY 34-187",41560,08," ",1146,2730,0,0
