"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2014 - Dec 2014"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",69,180,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,50783,2230
"ABERNATHY 57-T1-14",45618,08," ",6592,20436,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,100140,21373
"ALLEN 55-2-44 LOV UNIT",46733,08," ",0,0,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,48828,11789
"ANACONDA STATE 55-2",283093,08," 7H",0,0,42858,8421
"ANACONDA STATE 55-2",283095,08," 2H",0,0,51509,15260
"ANACONDA STATE 55-2",283136,08," 3H",0,0,46792,11188
"ANACONDA STATE 55-2",283138,08," 1H",0,0,14204,3908
"ANACONDA STATE 55-2",45010,08," ",30370,80113,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",6792,12156,0,0
"APC FEE 1-40",40729,08," ",14525,22806,0,0
"APC FEE 1-50 UNIT",41231,08," ",22678,43055,0,0
"APC FEE 6",43431,08," ",1277,2118,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"ARMSTRONG 14",45537,08," ",343,769,0,0
"ARMSTRONG 16",45227,08," ",741,3280,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",0,0,0,0
"ASHLOCK 1-34",41954,08," ",34605,52192,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2473,351
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",2065,73552,0,0
"AUTOBAHN 34-117",44771,08," ",23861,29167,0,0
"AVANT 29-40",45969,08," ",5057,7607,0,0
"AYERS UNIT ""24""",41978,08," ",1092,1167,0,0
"BAGWELL C27-1",42447,08," ",2199,4443,0,0
"BALMORHEA STATE",46324,08," ",4522,10454,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,0,0
"BANNER 57-1-21",279225,08," 1H",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,14916,365
"BARNES, D. E. ESTATE",38700,08," ",1688,421,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",2,0,0,0
"BARRACUDA 49",283806,08," 1",0,0,0,0
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",15309,17137,0,0
BARSTOW,39273,08," ",81,499,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",2043,5085,0,0
"BATES 1-77 LOV UNIT",44788,08," ",8254,25039,0,0
"BAYER '13'",46894,08," ",7745,9454,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",6202,20893,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,2536,861
"BENTON 3-12",44948,08," ",5180,17127,0,0
"BETTS 54-4-26 RVS",44643,08," ",2272,7996,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,22622,240
"BIG PINEY 57-2-41",277111,08," 1H",0,0,0,0
"BIG SILVER 34-160",43631,08," ",16969,30317,0,0
"BIG VALLEY 6-20",39164,08," ",113,840,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BILLY BURT 90-TTT-B33 WF",47373,08," ",3,0,0,0
"BLACK POWDER 1-27",42881,08," ",2081,1710,0,0
"BLACK STONE 34-216",42043,08," ",930,657,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",1442,2023,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",6430,9233,0,0
"BLACKTIP 1-42",41088,08," ",1334,2464,0,0
"BLACKTIP 1-43",40406,08," ",1835,2871,0,0
"BLACKTIP 1-44",40625,08," ",12138,24479,0,0
"BLACKTIP 1-48",40991,08," ",1077,1623,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",7475,13636,0,0
"BLACKTIP STATE 42",44861,08," ",6630,12527,0,0
"BLACKTIP STATE 43",46804,08," ",0,0,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",5215,6360,0,0
"BLUE CREST",46676,08," ",18965,23009,0,0
"BLUE DUCK 35",46087,08," ",12623,28249,0,0
"BLUE JACKET ""62""",41822,08," ",101,431,0,0
"BLUE JACKET '73'",44763,08," ",2236,4360,0,0
"BOB COUCH 3-10",41583,08," ",637,760,0,0
"BOBCAT 34-175",43852,08," ",6114,22421,0,0
"BODACIOUS C7-19",45253,08," ",3989,9017,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,23126,1973
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,26342,907
"BOLD JOHNSON 56-T1-26",278368,08," 2H",0,0,35786,9224
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,27685,2942
