"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Mar 2019 - Mar 2019"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",18912,28791,0,0
"9014 JV-P PITZER",41392,08," ",17,0,0,0
"A CLASSIC DASH 18",51555,08," ",8933,24175,0,0
"A HERRING 94-93 UNIT",49527,08," ",50137,64937,0,0
"A.G. HILL",50673,08," ",4407,5437,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,1700,45
"ABERNATHY 57-T1-14",45618,08," ",121,15783,0,0
ACE,283213,08," L 06H",0,0,60324,6290
"ADMIRAL 4-48 47",284860,08," 1H",0,0,32898,3476
ADOBE,48634,08," ",2582,3097,0,0
"ADOBE A",50110,08," ",11708,34185,0,0
"ADOBE B",50111,08," ",10136,24181,0,0
"ADOBE C",51278,08," ",14223,33364,0,0
"ADOBE D",51279,08," ",18543,23579,0,0
"ADOBE E",51280,08," ",17291,19393,0,0
ADRIANNA,47205,08," ",1015,6383,0,0
"AFFIRMED 6",49761,08," ",23414,95006,0,0
"AGGIE UNIT 75-67-66",50860,08," ",7509,47534,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",51412,275925,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",19780,28556,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,18552,3044
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,54791,7637
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,21439,2910
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",2098,7256,0,0
"ALLEN 55-2-44 LOV UNIT",286761,08," 2H",0,0,61001,12166
"ALLEN 55-2-44 LOV UNIT",46733,08," ",2123,12135,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",1749,6553,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,7224,812
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,6285,3375
"AMERICAN PHAROAH",47777,08," ",9296,37203,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,8882,939
"ANACONDA STATE 55-2",283093,08," 7H",0,0,6403,928
"ANACONDA STATE 55-2",283095,08," 2H",0,0,12805,2498
"ANACONDA STATE 55-2",283136,08," 3H",0,0,11754,876
"ANACONDA STATE 55-2",283138,08," 1H",0,0,0,0
"ANACONDA STATE 55-2",45010,08," ",4721,21268,0,0
"ANDREA SWD",51006,08," ",0,0,0,0
"ANGELS ENVY 4-3W UNIT",286792,08," 1H",0,0,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,51432,18124
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 54-5-1",51627,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",264,515,0,0
"APC FEE 1-40",40729,08," ",4281,6821,0,0
"APC FEE 1-50 UNIT",285124,08," 5H",0,0,14143,1944
"APC FEE 1-50 UNIT",41231,08," ",5078,5675,0,0
"APC FEE 6",43431,08," ",1177,1839,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",8954,23165,0,0
"APPLETON EAST UNIT C20-9",285766,08," 1H",0,0,67305,10159
"APPLETON WEST UNIT C20-9",285870,08," 1H",0,0,62315,9943
"AQUAMAN SWD",51363,08," ",0,0,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,116119,23095
"ARGENTINE 71",48782,08," ",1094,607,0,0
"ARGENTINE STATE 7170 4U",286527,08," B  4H",0,0,63410,21721
"ARGENTINE STATE 7170 5U",286449,08," S  5H",0,0,14480,4135
"ARMSTRONG 14",45537,08," ",348,709,0,0
"ARMSTRONG 16",45227,08," ",208,3312,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
