"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2018 - Jul 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",34360,53887,0,0
"9014 JV-P PITZER",41392,08," ",35,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",78292,74143,0,0
"A.G. HILL",50673,08," ",5,0,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,24142,924
"ABERNATHY 57-T1-14",45618,08," ",2157,10068,0,0
ACE,283213,08," L 06H",0,0,93192,10923
"ADMIRAL 4-48 47",284860,08," 1H",0,0,42345,7346
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",4274,9915,0,0
"ADOBE A",50110,08," ",18534,33459,0,0
"ADOBE B",50111,08," ",19828,31733,0,0
ADRIANNA,47205,08," ",930,5372,0,0
"AFFIRMED 6",49761,08," ",11309,32298,0,0
"AGGIE UNIT 75-67-66",50860,08," ",0,493,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",69102,375823,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",40413,59499,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,22299,3624
"ALLAR STATE UNIT 2877",286324,08," 2H",0,0,12681,4191
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,14065,24
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",3821,12054,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",494,1550,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",4255,12812,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,15395,1877
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,10538,2757
"AMERICAN PHAROAH",47777,08," ",862,15795,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,11892,1236
"ANACONDA STATE 55-2",283093,08," 7H",0,0,9747,1197
"ANACONDA STATE 55-2",283095,08," 2H",0,0,14404,2688
"ANACONDA STATE 55-2",283136,08," 3H",0,0,12580,1024
"ANACONDA STATE 55-2",283138,08," 1H",0,0,8056,1151
"ANACONDA STATE 55-2",45010,08," ",4163,20361,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",872,1957,0,0
"APC FEE 1-40",40729,08," ",4244,10953,0,0
"APC FEE 1-50 UNIT",41231,08," ",10368,21875,0,0
"APC FEE 6",43431,08," ",899,2059,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",16920,45472,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,130326,25267
"ARGENTINE 71",48782,08," ",6788,24889,0,0
"ARMSTRONG 14",45537,08," ",232,3204,0,0
"ARMSTRONG 16",45227,08," ",316,3786,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",3122,81825,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,28809,6038
"ARPENT 21602 25",285178,08," 1H",0,0,101433,21305
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,103284,22207
"ASHLOCK 1-34",284402,08," 5H",0,0,7828,233
"ASHLOCK 1-34",41954,08," ",9967,27350,0,0
"ASPEN 55-1-30 UNIT",284432,08," 1HR",0,0,0,0
"ASPEN 55-1-30 UNIT",285400,08," 2H",0,0,33838,7287
"ASSAULT 126",48392,08," ",5724,9292,0,0
"ASSAULT 6",49752,08," ",5262,46640,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,0
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2003,358
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",95,654,0,0
"ATOMIC 55-1-7 UNIT",284504,08," 1H",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",8620,6557,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",9866,16816,0,0
"AVALANCHE 42-27",49931,08," ",10508,12582,0,0
"AVANT 29-40",45969,08," ",1413,2866,0,0
"AVARY 121",49505,08," ",2233,20323,0,0
"AYERS UNIT ""24""",41978,08," ",28142,57774,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,35056,6732
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",553,840,0,0
"BAKU 56-2-41",282807,08," 1H",0,0,70855,14776
"BALBO EAST UNIT",47676,08," ",3160,10444,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",2849,13864,0,0
"BALBO WEST UNIT",47518,08," ",2688,23968,0,0
"BALBO WEST-ELLIOT",50241,08," ",3608,40157,0,0
"BALBO-ADRIANNA WEST",50314,08," ",5792,44641,0,0
"BALMORHEA RANCH 49",46601,08," ",7,0,0,0
"BALMORHEA STATE",46324,08," ",1028,2017,0,0
"BALMORHEA STATE A",49591,08," ",13648,28269,0,0
"BALMORHEA STATE B",49655,08," ",5365,10652,0,0
"BALMORHEA STATE C",49568,08," ",11733,23285,0,0
"BALMORHEA STATE E",49521,08," ",7120,17029,0,0
"BALMORHEA STATE F",49646,08," ",6324,10719,0,0
"BALMORHEA STATE G",50568,08," ",14903,25870,0,0
"BALMORHEA STATE H",50600,08," ",22492,41991,0,0
"BALMORHEA STATE I",50601,08," ",23728,43120,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,58697,11700
"BANNER 57-1-21",279225,08," 1H",0,0,79896,7768
"BANSHEE 56-3-28 UNIT",283780,08," 1H",0,0,112753,23877
"BARBARA STATE",48280,08," ",2763,7284,0,0
"BARBEE 72-1",268076,08," 1H",0,0,10867,167
"BARNES, D. E. ESTATE",38700,08," ",11073,12465,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",23236,167916,0,0
"BARRACUDA 49",283806,08," 1",0,0,400,348
"BARRIERS 34-122 UNIT",45898,08," ",10406,10402,0,0
BARSTOW,39273,08," ",3,0,0,0
"BARSTOW 33-33",47288,08," ",1606,6112,0,0
"BARSTOW 33-34",47050,08," ",3587,7795,0,0
"BARSTOW A",49057,08," ",14706,57575,0,0
"BASILISK 56-3-43 UNIT",283895,08," 1H",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",2540,5410,0,0
"BATES 1-77 LOV UNIT",44788,08," ",1822,4720,0,0
"BAXTER SPRINGS 54-4-33",283394,08," 1H",0,0,0,0
"BAYER '13'",46894,08," ",1169,420,0,0
"BEANS STATION 53-4-5",282883,08," 1H",0,0,74427,15726
"BEARCAT 28-29",48622,08," ",7150,9964,0,0
"BEAVER 57-1-16 UNIT",285019,08," 1H",0,0,0,0
"BEAVERHEAD STATE 2-24 UNIT",45549,08," ",3453,12970,0,0
"BECKER 6-29 UNIT A",47995,08," ",11666,31331,0,0
"BECKER 6-30 UNIT B",283132,08," 1H",0,0,68855,19928
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,2059,438
"BELLTOWN 57-3-19",282811,08," 1H",0,0,0,0
"BENTON 3-12",44948,08," ",1536,25239,0,0
BENTZ,48403,08," ",1494,1761,0,0
