"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2012 - Aug 2012"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",194,402,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,37549,1406
"APC FEE 1-38 UNIT",42460,08," ",13220,29167,0,0
"APC FEE 1-40",40729,08," ",15591,36758,0,0
"APC FEE 1-50 UNIT",41231,08," ",83,66,0,0
"ARMSTRONG 16",45227,08," ",0,0,0,0
"ASHLOCK 1-34",41954,08," ",2584,5267,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,9578,734
"ATLANTA 73",42256,08," ",0,0,0,0
"AYERS UNIT ""24""",41978,08," ",3634,4203,0,0
"BAGWELL C27-1",42447,08," ",11011,35122,0,0
"BARNES, D. E. ESTATE",38700,08," ",3717,3763,0,0
BARSTOW,39273,08," ",415,1817,0,0
"BARTSOW UNIT 33-35",45119,08," ",13610,18343,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,0,0
"BIG VALLEY 6-20",39164,08," ",663,1222,0,0
"BIGHORN 1-31 WD",41730,08," ",554,1515,0,0
"BLACK POWDER 1-27",42881,08," ",15,4,0,0
"BLACK STONE 34-216",42043,08," ",666,3423,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",4380,5887,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",2688,4432,0,0
"BLACKTIP 1-42",41088,08," ",1767,3435,0,0
"BLACKTIP 1-43",40406,08," ",1731,3873,0,0
"BLACKTIP 1-44",40625,08," ",3227,6951,0,0
"BLACKTIP 1-48",40991,08," ",1671,2907,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",3747,8455,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",2135,3342,0,0
"BLUE JACKET ""62""",41822,08," ",15,1243,0,0
"BLUE JACKET '73'",44763,08," ",839,381,0,0
"BOB COUCH 3-10",41583,08," ",1639,4657,0,0
"BOBCAT 34-175",43852,08," ",33969,113134,0,0
"BP 34-211",40619,08," ",9,0,0,0
"BRAMBLETT 34-216",41517,08," ",855,4560,0,0
"BRUNSON ""22""",42146,08," ",2022,495,0,0
"BUCKIN CHUTE 33-61",42563,08," ",3721,10433,0,0
"CALAMITY JANE WEST",39285,08," ",133,506,0,0
"CHATTERFROG 151",41557,08," ",2771,4676,0,0
"CHEVRON 34-157",40151,08," ",4,29,0,0
"CHEVRON 34-179",39755,08," ",2717,5480,0,0
"CHEVRON 34-181",39830,08," ",1095,1950,0,0
"CHEVY 17",39369,08," ",31,68,0,0
COLLIER,42195,08," ",431,774,0,0
"COLONEL DRAKE 24",41295,08," ",1012,444,0,0
"COLT 34-212",40262,08," ",8507,19897,0,0
"COLT 4-24",268753,08," 1H",0,0,453,0
"COOPERSMITH 34-139",41817,08," ",0,0,0,0
"COPE,R.L.",42695,08," ",28,592,0,0
"COTTONMOUTH 58-47",273043,08," 1",0,0,0,0
"COTTONWOOD 53-43",268248,08," 1H",0,0,0,0
"COVINGTON 34-224",42442,08," ",15176,32134,0,0
"CROCKETT 1-26 WRD",41052,08," ",16045,28536,0,0
"CROCKETT 1-29 WRD UNIT",41763,08," ",3490,6030,0,0
"CROCKETT 1-35 UNIT",42104,08," ",4415,6614,0,0
"CROCKETT 1-35 UNIT 2",42474,08," ",15233,27916,0,0
"CROCKETT 1-37 WRD",42140,08," ",7978,15016,0,0
"DAVIS '33-20'",39239,08," ",5505,2935,0,0
"DAVIS 33-19",39540,08," ",3388,2763,0,0
"DAVIS 34-169 UNIT 1",42084,08," ",3052,4966,0,0
"DAYTONA 14",41914,08," ",2140,6200,0,0
"DELA STATE 58-T2-48",267104,08," 1H",0,0,450,0
"DRAINAGE 34-136",43582,08," ",2509,4109,0,0
"DRAKESTER 209",283980,08," 2H",0,0,5539,651
"DRAKESTER 209",284193,08," 1H",0,0,17963,2881
"DRAKESTER 209",42086,08," ",0,0,0,0
"DUNAGAN RANCH",41306,08," ",0,0,0,0
"EARNHARDT 3",43189,08," ",116,3600,0,0
"EAST VERMEJO 33-66",41507,08," ",14444,36132,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",13708,13343,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"EVELYN BAUER UNIT",43630,08," ",6065,5077,0,0
"FIELDER STATE 2-10",41866,08," ",3322,8489,0,0
"FIELDS 33-25",39205,08," ",1591,2927,0,0
"FIELDS 33-27",39128,08," ",397,1122,0,0
"FINLEY 1-11 WRD",42335,08," ",10320,18692,0,0
"FOWLER 34-193",40254,08," ",9531,19146,0,0
"GALAPAGOS 53-2-45",42446,08," ",8737,62345,0,0
"GELTEMEYER 4-21",271714,08," 1H",0,0,0,0
"GELTEMEYER 61",266022,08," 1",0,0,0,0
"GORDON STATE 24",42603,08," ",2953,11634,0,0
"GRACE CARTER 56",284024,08," 2H",0,0,44245,1927
"GRACE CARTER 56",42576,08," ",0,0,0,0
"GRAHAM 19 STATE UNIT",42826,08," ",39,64,0,0
"HELLBENDER STATE 150",42771,08," ",17015,18311,0,0
"HERRINGTON 55-T7-32",42841,08," ",0,0,0,0
"HEXAD 34-180",41026,08," ",2195,2848,0,0
"HOWARD 33-22",38658,08," ",1813,1289,0,0
"HOWARD, BERNICE",30307,08," ",108,0,0,0
"HUGHES B",43889,08," ",281,2819,0,0
"HUMANE SOCIETY 34-187",41560,08," ",1545,2953,0,0
"HUMANE SOCIETY 34-198 WRD",42026,08," ",1460,5208,0,0
"HUMANE SOCIETY 34-199 WRD",42158,08," ",965,3492,0,0
INTERSTATE,39572,08," ",171,580,0,0
"INTIMIDATION 33-63",42310,08," ",21245,47959,0,0
"J.V. WILSON 146",43361,08," ",12809,11710,0,0
"JAMES WEST 1-41",41522,08," ",2893,5460,0,0
"JANE M. GRAVES UNIT",42955,08," ",2740,3679,0,0
"JITTERBUG 161",40769,08," ",4539,6101,0,0
"JOHNSON 33-21",39485,08," ",3756,4153,0,0
"JOHNSON RANCH 1-49",40751,08," ",620,1026,0,0
