"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Aug 2010 - Aug 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",3240,2919,0,0
BARSTOW,39273,08," ",500,1825,0,0
"BIG VALLEY 6-20",39164,08," ",151,206,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",7834,12450,0,0
"BLACKTIP 1-43",40406,08," ",9227,7115,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",13736,13404,0,0
"BP 34-211",40619,08," ",18737,77555,0,0
"CALAMITY JANE WEST",39285,08," ",287,1556,0,0
"CHEVRON 34-157",40151,08," ",3701,4376,0,0
"CHEVRON 34-179",39755,08," ",6736,11262,0,0
"CHEVRON 34-181",39830,08," ",4682,11558,0,0
"CHEVY 17",39369,08," ",906,1636,0,0
"COLT 34-212",40262,08," ",18963,28744,0,0
"DAVIS '33-20'",39239,08," ",8059,12003,0,0
"DAVIS 33-19",39540,08," ",1862,2967,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",8168,6410,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",2,0,0,0
"FIELDS 33-27",39128,08," ",1371,1996,0,0
"FOWLER 34-193",40254,08," ",12761,19666,0,0
"HOWARD 33-22",38658,08," ",1920,2593,0,0
"HOWARD, BERNICE",30307,08," ",42,0,0,0
INTERSTATE,39572,08," ",262,808,0,0
"JOHNSON 33-21",39485,08," ",1777,1367,0,0
"KHC '33-26'",39289,08," ",12056,17657,0,0
"KHC 33-24",38618,08," ",1248,5229,0,0
"KW STATE",39341,08," ",619,2901,0,0
"LEE -128-",28269,08," ",42,0,0,0
"MATTHES STATE",39360,08," ",492,1505,0,0
"MILLER STATE 140",39389,08," ",1796,2129,0,0
"MILLER STATE 152",39538,08," ",2213,2270,0,0
"MILLER STATE 30",39374,08," ",419,47,0,0
"MONROE 34-172",40340,08," ",8987,21616,0,0
"MONROE 34-180",39877,08," ",3951,5136,0,0
"MONROE 34-188",40487,08," ",1303,3893,0,0
"MONROE 34-210",39975,08," ",4762,19046,0,0
"MONROE 34-220",40322,08," ",25128,43468,0,0
"MONROE 34-221",40154,08," ",14307,20561,0,0
"NARROWS 6-21",41098,08," ",0,0,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"SEARLS 34-115",39431,08," ",2162,6352,0,0
"VICKERS '34-127'",39484,08," ",2129,2276,0,0
"WILSON CROSS 168",40323,08," ",3994,6207,0,0
"WILSON TRUST 126",39206,08," ",1596,353,0,0
WORSHAM,39668,08," ",460,262,0,0
"WORSHAM '6-18'",39429,08," ",1483,5775,0,0
"WORSHAM '6-22'",39277,08," ",3033,3289,0,0
Total," "," "," ",217104,392388,0,0
