"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Nov 2009 - Nov 2009"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BARNES, D. E. ESTATE",38700,08," ",6050,8571,0,0
BARSTOW,39273,08," ",636,3198,0,0
"BIG VALLEY 6-20",39164,08," ",1298,2253,0,0
"CALAMITY JANE WEST",39285,08," ",309,1723,0,0
"CHEVRON 34-181",39830,08," ",18558,63464,0,0
"CHEVY 17",39369,08," ",724,1167,0,0
"DAVIS '33-20'",39239,08," ",17581,18817,0,0
"DAVIS 33-19",39540,08," ",2177,2405,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",14413,13136,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",3967,5122,0,0
"FIELDS 33-27",39128,08," ",646,554,0,0
"HOWARD 33-22",38658,08," ",2094,2395,0,0
"HOWARD, BERNICE",30307,08," ",7,0,0,0
INTERSTATE,39572,08," ",315,992,0,0
"JOHNSON 33-21",39485,08," ",4308,5683,0,0
"KHC '33-26'",39289,08," ",10275,12237,0,0
"KHC 33-24",38618,08," ",4606,4600,0,0
"KW STATE",39341,08," ",677,217,0,0
"LEE -128-",28269,08," ",50,0,0,0
"MATTHES STATE",39360,08," ",575,1730,0,0
"MILLER STATE 140",39389,08," ",3289,5212,0,0
"MILLER STATE 152",39538,08," ",3922,5722,0,0
"MILLER STATE 30",39374,08," ",706,783,0,0
"SEARLS 34-115",39431,08," ",4412,10879,0,0
"UNIVERSITY 18-40",42956,08," ",5515,18915,0,0
"VICKERS '34-127'",39484,08," ",3054,3687,0,0
"WILSON TRUST 126",39206,08," ",2412,8725,0,0
WORSHAM,39668,08," ",544,1502,0,0
"WORSHAM '6-18'",39429,08," ",1520,6452,0,0
"WORSHAM '6-22'",39277,08," ",3632,4769,0,0
Total," "," "," ",118272,214910,0,0
