"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Feb 2014 - Feb 2014"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",87,131,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,71236,3827
"ANACONDA STATE 55-2",283138,08," 1H",0,0,60804,12188
"ANACONDA STATE 55-2",45010,08," ",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",5287,8852,0,0
"APC FEE 1-40",40729,08," ",19147,33600,0,0
"APC FEE 1-50 UNIT",41231,08," ",22729,43773,0,0
"APC FEE 6",43431,08," ",1729,1380,0,0
"ARMSTRONG 14",45537,08," ",351,2401,0,0
"ARMSTRONG 16",45227,08," ",905,3702,0,0
"ASHLOCK 1-34",41954,08," ",38,1,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3147,454
"ATLANTA 73",42256,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",339,63,0,0
"AYERS UNIT ""24""",41978,08," ",2484,2056,0,0
"BAGWELL C27-1",42447,08," ",2570,5378,0,0
"BARBEE 72-1",268076,08," 1H",0,0,24820,1326
"BARNES, D. E. ESTATE",38700,08," ",1173,2643,0,0
"BARRACUDA 49",283806,08," 1",0,0,3459,339
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",0,35,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",2393,6136,0,0
"BATES 1-77 LOV UNIT",44788,08," ",3782,11215,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,6116,1139
"BENTON 3-12",44948,08," ",4515,9970,0,0
"BETTS 54-4-26 RVS",44643,08," ",5238,19234,0,0
