"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Nov 2010 - Nov 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",10829,25028,0,0
"BARNES, D. E. ESTATE",38700,08," ",9746,11002,0,0
BARSTOW,39273,08," ",331,2902,0,0
"BIG VALLEY 6-20",39164,08," ",714,692,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",0,0,0,0
"BLACKTIP 1-43",40406,08," ",3355,4403,0,0
"BLACKTIP 1-44",40625,08," ",14343,26376,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",11288,16141,0,0
"BP 34-211",40619,08," ",21838,52937,0,0
"BRUNSON ""22""",42146,08," ",1208,0,0,0
"CALAMITY JANE WEST",39285,08," ",217,1001,0,0
"CHEVRON 34-157",40151,08," ",2268,4957,0,0
"CHEVRON 34-179",39755,08," ",2150,3594,0,0
"CHEVRON 34-181",39830,08," ",3537,8680,0,0
"CHEVY 17",39369,08," ",115,244,0,0
"COLT 34-212",40262,08," ",16134,26322,0,0
"DAVIS '33-20'",39239,08," ",6904,12512,0,0
"DAVIS 33-19",39540,08," ",57,72,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",6391,5955,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",7118,11989,0,0
"FIELDS 33-27",39128,08," ",0,0,0,0
"FOWLER 34-193",40254,08," ",6805,15386,0,0
"HOWARD 33-22",38658,08," ",19588,20118,0,0
"HOWARD, BERNICE",30307,08," ",61,0,0,0
INTERSTATE,39572,08," ",226,690,0,0
"JOHNSON 33-21",39485,08," ",1582,861,0,0
"JOHNSON RANCH 1-49",40751,08," ",999,6160,0,0
"KHC '33-26'",39289,08," ",16206,24709,0,0
"KHC 33-24",38618,08," ",2579,3120,0,0
"KIMBELL 34-194",40654,08," ",3330,14100,0,0
"KW STATE",39341,08," ",483,2126,0,0
"LEE -128-",28269,08," ",36,0,0,0
"MATTHES STATE",39360,08," ",436,1505,0,0
"MILLER STATE 140",39389,08," ",2509,3319,0,0
"MILLER STATE 152",39538,08," ",1992,2741,0,0
"MILLER STATE 30",39374,08," ",380,200,0,0
"MONROE 34-158",40721,08," ",11103,13264,0,0
"MONROE 34-172",40340,08," ",3392,6101,0,0
"MONROE 34-178",40778,08," ",8545,39668,0,0
"MONROE 34-180",39877,08," ",4411,6472,0,0
"MONROE 34-188",40487,08," ",591,4642,0,0
"MONROE 34-190",40728,08," ",13199,53963,0,0
"MONROE 34-210",39975,08," ",2212,13657,0,0
"MONROE 34-220",40322,08," ",25080,42260,0,0
"MONROE 34-221",40154,08," ",14879,21826,0,0
"MOONEY 34-222",40519,08," ",19909,28356,0,0
"NARROWS 6-21",41098,08," ",6084,8096,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"SEARLS 34-115",39431,08," ",2668,6384,0,0
"UNIVERSITY 19-5",40552,08," ",7622,14034,0,0
"VICKERS '34-127'",39484,08," ",1961,1857,0,0
"WILSON CROSS 168",40323,08," ",1395,1731,0,0
"WILSON TRUST 126",39206,08," ",440,537,0,0
WORSHAM,39668,08," ",401,873,0,0
"WORSHAM '6-18'",39429,08," ",1268,6188,0,0
"WORSHAM '6-22'",39277,08," ",2751,3627,0,0
Total," "," "," ",303666,583378,0,0
