"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Dec 2010 - Dec 2010"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",16810,20173,0,0
"BARNES, D. E. ESTATE",38700,08," ",6480,7907,0,0
BARSTOW,39273,08," ",712,2732,0,0
"BIG VALLEY 6-20",39164,08," ",829,881,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",4417,6710,0,0
"BLACKTIP 1-43",40406,08," ",3396,4672,0,0
"BLACKTIP 1-44",40625,08," ",11694,19061,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",10601,15491,0,0
"BP 34-211",40619,08," ",20806,48812,0,0
"BRUNSON ""22""",42146,08," ",0,0,0,0
"CALAMITY JANE WEST",39285,08," ",298,1487,0,0
"CHEVRON 34-157",40151,08," ",1972,4234,0,0
"CHEVRON 34-179",39755,08," ",7093,12100,0,0
"CHEVRON 34-181",39830,08," ",3104,9842,0,0
"CHEVY 17",39369,08," ",1027,1706,0,0
"COLONEL DRAKE 24",41295,08," ",6621,14331,0,0
"COLT 34-212",40262,08," ",17858,30495,0,0
"CROCKETT 1-26 WRD",41052,08," ",116,0,0,0
"DAVIS '33-20'",39239,08," ",6697,11816,0,0
"DAVIS 33-19",39540,08," ",0,0,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",6118,4984,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",2753,3878,0,0
"FIELDS 33-27",39128,08," ",15544,20793,0,0
"FOWLER 34-193",40254,08," ",6076,9953,0,0
"HOWARD 33-22",38658,08," ",19059,22853,0,0
"HOWARD, BERNICE",30307,08," ",2,0,0,0
INTERSTATE,39572,08," ",214,700,0,0
"JITTERBUG 161",40769,08," ",12051,12948,0,0
"JOHNSON 33-21",39485,08," ",0,230,0,0
"JOHNSON RANCH 1-49",40751,08," ",10200,31230,0,0
"KHC '33-26'",39289,08," ",13433,20109,0,0
"KHC 33-24",38618,08," ",1939,2039,0,0
"KIMBELL 34-194",40654,08," ",1673,5699,0,0
"KW STATE",39341,08," ",477,1811,0,0
"LEE -128-",28269,08," ",24,0,0,0
"MATTHES STATE",39360,08," ",469,1214,0,0
"MILLER STATE 140",39389,08," ",3059,4280,0,0
"MILLER STATE 152",39538,08," ",1849,2996,0,0
"MILLER STATE 30",39374,08," ",448,171,0,0
"MONROE 1-17 WRD",40817,08," ",37079,76686,0,0
"MONROE 34-158",40721,08," ",8238,11839,0,0
"MONROE 34-172",40340,08," ",3586,9378,0,0
"MONROE 34-178",40778,08," ",8265,14971,0,0
"MONROE 34-180",39877,08," ",3593,7798,0,0
"MONROE 34-188",40487,08," ",944,2615,0,0
"MONROE 34-190",40728,08," ",6203,7744,0,0
"MONROE 34-210",39975,08," ",2113,12387,0,0
"MONROE 34-220",40322,08," ",8727,16426,0,0
"MONROE 34-221",40154,08," ",12005,16425,0,0
"MOONEY 34-222",40519,08," ",19575,27555,0,0
"NARROWS 6-21",41098,08," ",10502,13316,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"SEARLS 34-115",39431,08," ",2743,6983,0,0
"UNIVERSITY 19-5",40552,08," ",5640,6572,0,0
"VICKERS '34-127'",39484,08," ",1940,1826,0,0
"WAHOO ANGEL 1-33",41169,08," ",0,0,0,0
"WILSON CROSS 168",40323,08," ",1588,1373,0,0
"WILSON TRUST 126",39206,08," ",1720,3686,0,0
WORSHAM,39668,08," ",446,658,0,0
"WORSHAM '6-18'",39429,08," ",1300,6029,0,0
"WORSHAM '6-22'",39277,08," ",3194,3794,0,0
Total," "," "," ",355320,606399,0,0
