"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: May 2011 - May 2011"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"APC FEE 1-40",40729,08," ",8988,13442,0,0
"APC FEE 1-50 UNIT",41231,08," ",4553,10459,0,0
"BARNES, D. E. ESTATE",38700,08," ",3425,4294,0,0
BARSTOW,39273,08," ",455,2290,0,0
"BIG VALLEY 6-20",39164,08," ",681,949,0,0
"BIGHORN 1-31 WD",41730,08," ",1106,8866,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",14522,24033,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",4167,5870,0,0
"BLACKTIP 1-42",41088,08," ",4565,7068,0,0
"BLACKTIP 1-43",40406,08," ",3022,3319,0,0
"BLACKTIP 1-44",40625,08," ",10034,20109,0,0
"BLACKTIP 1-48",40991,08," ",6488,10880,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",8549,26771,0,0
"BP 34-211",40619,08," ",11707,24063,0,0
"BRAMBLETT 34-216",41517,08," ",5801,26085,0,0
"BRUNSON ""22""",42146,08," ",3360,3770,0,0
"CALAMITY JANE WEST",39285,08," ",372,1290,0,0
"CHEVRON 34-157",40151,08," ",904,1548,0,0
"CHEVRON 34-179",39755,08," ",3564,7108,0,0
"CHEVRON 34-181",39830,08," ",1547,3241,0,0
"CHEVY 17",39369,08," ",0,340,0,0
"COLONEL DRAKE 24",41295,08," ",7560,13326,0,0
"COLT 34-212",40262,08," ",12978,16228,0,0
"CROCKETT 1-26 WRD",41052,08," ",14171,27250,0,0
"DAVIS '33-20'",39239,08," ",2056,3330,0,0
"DAVIS 33-19",39540,08," ",6380,5955,0,0
"EAST VERMEJO 33-66",41507,08," ",2636,6381,0,0
"EFFIE PONDER EST. 33-18",38719,08," ",3925,5252,0,0
"EMMONS 6-21",40959,08," ",0,0,0,0
"FIELDS 33-25",39205,08," ",11789,15386,0,0
"FIELDS 33-27",39128,08," ",8652,11600,0,0
"FOWLER 34-193",40254,08," ",4755,6132,0,0
"HEXAD 34-180",41026,08," ",4133,2790,0,0
"HOWARD 33-22",38658,08," ",3010,5139,0,0
"HOWARD, BERNICE",30307,08," ",135,0,0,0
"HUMANE SOCIETY 34-187",41560,08," ",4566,8553,0,0
INTERSTATE,39572,08," ",223,694,0,0
"JITTERBUG 161",40769,08," ",8219,11390,0,0
"JOHNSON 33-21",39485,08," ",5157,5079,0,0
"JOHNSON RANCH 1-49",40751,08," ",2496,4111,0,0
"KHC '33-26'",39289,08," ",12854,14990,0,0
"KHC 33-24",38618,08," ",16148,17245,0,0
"KIMBELL 34-194",40654,08," ",1238,3569,0,0
"KW STATE",39341,08," ",146,341,0,0
"LEE -128-",28269,08," ",29,0,0,0
"MAKO STATE 2-32",41569,08," ",2112,7292,0,0
"MAKO STATE 3-6",41426,08," ",1067,1520,0,0
"MAKO STATE 54-4-10",41776,08," ",2053,8012,0,0
"MATTHES STATE",39360,08," ",425,160,0,0
"MILLER STATE 140",39389,08," ",2293,4077,0,0
"MILLER STATE 152",39538,08," ",1979,1395,0,0
"MILLER STATE 30",39374,08," ",144,76,0,0
"MONROE 1-17 WRD",40817,08," ",14120,28797,0,0
"MONROE 34-158",40721,08," ",6493,9794,0,0
"MONROE 34-158 UNIT",41452,08," ",16039,18098,0,0
"MONROE 34-172",40340,08," ",1929,3024,0,0
"MONROE 34-178",40778,08," ",1030,1526,0,0
"MONROE 34-180",39877,08," ",2337,5818,0,0
"MONROE 34-188",40487,08," ",572,1001,0,0
"MONROE 34-190",40728,08," ",9105,18419,0,0
"MONROE 34-205",42118,08," ",3985,47583,0,0
"MONROE 34-210",39975,08," ",5799,25734,0,0
"MONROE 34-220",40322,08," ",30498,41218,0,0
"MONROE 34-221",40154,08," ",7433,6289,0,0
"MONROE STATE 1-4 WRD",41150,08," ",11262,26336,0,0
"MOONEY 34-222",40519,08," ",31808,32169,0,0
"NARROWS 6-21",41098,08," ",2436,2898,0,0
"OLSON 34-191",41506,08," ",9634,89423,0,0
"OXY FEE '24'",264509,08," 1",0,0,0,0
"PATTERSON 1-34",41066,08," ",756,213,0,0
"SEARLS 34-115",39431,08," ",2102,6934,0,0
"SLO-POKE 149 HG",41748,08," ",0,0,0,0
"SLUICE BOX 4-2",41762,08," ",6701,59181,0,0
"TALLADEGA 65",41147,08," ",29431,57095,0,0
"THORNTON TRUST 4-60",42880,08," ",882,1153,0,0
"UNIVERSITY 19-5",40552,08," ",6385,8593,0,0
"VICKERS '34-127'",39484,08," ",1288,2443,0,0
"WAHOO ANGEL 1-33",41169,08," ",1244,1924,0,0
"WHITLEY 34-231",42117,08," ",2406,18855,0,0
"WIGGO 34-177",41553,08," ",0,2679,0,0
"WILSON CROSS 168",40323,08," ",1096,814,0,0
"WILSON TRUST 126",39206,08," ",1269,4344,0,0
WORSHAM,39668,08," ",379,91,0,0
"WORSHAM '6-18'",39429,08," ",1258,6396,0,0
"WORSHAM '6-22'",39277,08," ",2729,3716,0,0
Total," "," "," ",453545,945626,0,0
