"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Jul 2017 - Jul 2017"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",6449,10376,0,0
"9014 JV-P PITZER",41392,08," ",74,4,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,23711,909
"ABERNATHY 57-T1-14",45618,08," ",2191,6353,0,0
"ADMIRAL 4-48 47",284860,08," 1H",0,0,92169,12377
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",6832,7020,0,0
ADRIANNA,47205,08," ",1212,3604,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,26751,3901
ALLEN,47211,08," ",2134,7041,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",3061,11761,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",5968,28303,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,29849,5522
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,32863,5473
"AMERICAN PHAROAH",47777,08," ",1450,22941,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,17698,1995
"ANACONDA STATE 55-2",283093,08," 7H",0,0,2843,571
"ANACONDA STATE 55-2",283095,08," 2H",0,0,17892,3385
"ANACONDA STATE 55-2",283136,08," 3H",0,0,15333,1493
"ANACONDA STATE 55-2",283138,08," 1H",0,0,11837,1406
"ANACONDA STATE 55-2",45010,08," ",6896,29083,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 28-5",46719,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",1170,1601,0,0
"APC FEE 1-40",40729,08," ",5127,9703,0,0
"APC FEE 1-50 UNIT",41231,08," ",10126,32589,0,0
"APC FEE 6",43431,08," ",1976,270,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",13403,32501,0,0
"ARGENTINE 71",48782,08," ",14599,44793,0,0
"ARMSTRONG 14",45537,08," ",126,0,0,0
"ARMSTRONG 16",45227,08," ",306,4019,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",7114,136331,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,0,0
"ASHLOCK 1-34",41954,08," ",12040,44952,0,0
"ASSAULT 126",48392,08," ",6461,17004,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,0,240
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2903,96
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",247,67715,0,0
"AUTOBAHN 34-117",44771,08," ",10711,13791,0,0
"AVALANCHE 29-40 UNIT",47807,08," ",14312,20898,0,0
"AVALANCHE 42-27",49931,08," ",15896,16149,0,0
"AVANT 29-40",45969,08," ",1405,3017,0,0
"AYERS UNIT ""24""",41978,08," ",1222,1220,0,0
"BADLANDS 54-2-19",284474,08," 1H",0,0,22054,5143
"BADLANDS 54-2-19",48523,08," ",0,0,0,0
"BAGWELL C27-1",42447,08," ",1777,3703,0,0
"BAKU 56-2-41",282807,08," 1H",0,0,0,0
"BALBO EAST UNIT",47676,08," ",5661,10336,0,0
"BALBO SOUTHEAST UNIT",47666,08," ",3827,14811,0,0
"BALBO WEST UNIT",47518,08," ",4093,21813,0,0
"BALBO-ADRIANNA WEST",50314,08," ",228,738,0,0
"BALMORHEA RANCH 49",46601,08," ",1367,6893,0,0
"BALMORHEA STATE",46324,08," ",655,1274,0,0
"BALMORHEA STATE A",49591,08," ",11658,20112,0,0
"BANNER 57-1-21",279043,08," 2H",0,0,115532,23402
"BANNER 57-1-21",279225,08," 1H",0,0,91079,8976
"BARBARA STATE",48280,08," ",4708,13324,0,0
"BARBEE 72-1",268076,08," 1H",0,0,11497,170
"BARNES, D. E. ESTATE",38700,08," ",398,914,0,0
"BARNETT 90-TTT-B01 WF",46909,08," ",26482,115978,0,0
"BARRACUDA 49",283806,08," 1",0,0,871,216
"BARRACUDA 49",44118,08," ",0,0,0,0
"BARRIERS 34-122 UNIT",45898,08," ",10034,10790,0,0
BARSTOW,39273,08," ",119,638,0,0
"BARSTOW 33-33",47288,08," ",3092,17921,0,0
"BARSTOW 33-34",47050,08," ",11904,19592,0,0
"BARSTOW A",49057,08," ",18926,69384,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3231,7263,0,0
