"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Apr 2014 - Apr 2014"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"9014 JV-P PITZER",41392,08," ",72,195,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,64816,3467
"ANACONDA STATE 55-2",283138,08," 1H",0,0,20250,4462
"ANACONDA STATE 55-2",45010,08," ",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",6780,12138,0,0
"APC FEE 1-40",40729,08," ",10650,16422,0,0
"APC FEE 1-50 UNIT",41231,08," ",18459,37676,0,0
"APC FEE 6",43431,08," ",1632,2311,0,0
"ARMSTRONG 14",45537,08," ",351,2392,0,0
"ARMSTRONG 16",45227,08," ",667,4704,0,0
"ASHLOCK 1-34",41954,08," ",25701,47200,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,2556,230
"ATLANTA 73",42256,08," ",0,0,0,0
"AUTOBAHN 34-117",44771,08," ",64116,72359,0,0
"AYERS UNIT ""24""",41978,08," ",1977,3591,0,0
"BAGWELL C27-1",42447,08," ",0,0,0,0
"BARBEE 72-1",268076,08," 1H",0,0,39095,1458
"BARNES, D. E. ESTATE",38700,08," ",789,662,0,0
"BARRACUDA 49",283806,08," 1",0,0,5523,473
"BARRACUDA 49",44118,08," ",0,0,0,0
BARSTOW,39273,08," ",880,2313,0,0
"BARTSOW UNIT 33-35",45119,08," ",0,0,0,0
"BATES 1-63 LOV UNIT",44469,08," ",3262,12596,0,0
"BATES 1-77 LOV UNIT",44788,08," ",23864,64941,0,0
"BECKHAM CALDWELL 5-43",268221,08," 1H",0,0,13186,1239
"BENTON 3-12",44948,08," ",3739,11053,0,0
"BETTS 54-4-26 RVS",44643,08," ",4854,18785,0,0
"BETTYE HANSARD STATE 45-3",272207,08," 2H",0,0,26384,369
"BIG SILVER 34-160",43631,08," ",8716,14591,0,0
"BIG VALLEY 6-20",39164,08," ",734,202,0,0
"BIGHORN 1-31 WD",41730,08," ",0,0,0,0
"BLACK POWDER 1-27",42881,08," ",10522,26430,0,0
"BLACK STONE 34-216",42043,08," ",0,2963,0,0
"BLACKTIP 1-21 WRD UNIT",41816,08," ",2707,3242,0,0
"BLACKTIP 1-21 WRD UNIT 1",40663,08," ",4820,7892,0,0
"BLACKTIP 1-42",41088,08," ",1095,1839,0,0
"BLACKTIP 1-43",40406,08," ",1232,1938,0,0
"BLACKTIP 1-44",40625,08," ",16314,27930,0,0
"BLACKTIP 1-48",40991,08," ",848,1375,0,0
"BLACKTIP JOHNSON 1-39",39856,08," ",6280,7785,0,0
"BLACKTIP STATE 42",44861,08," ",8710,16934,0,0
"BLACKTIP UNIVERSITY 19-26",42108,08," ",7061,8143,0,0
"BLUE JACKET ""62""",41822,08," ",101,572,0,0
"BLUE JACKET '73'",44763,08," ",2394,5827,0,0
"BOB COUCH 3-10",41583,08," ",560,17,0,0
"BOBCAT 34-175",43852,08," ",6834,16826,0,0
"BODACIOUS C7-19",45253,08," ",4655,11967,0,0
"BOLD BLAKE STATE 57-T2-2",271805,08," 1H",0,0,36968,2658
"BOLD JOHNSON 56-T1-26",270251,08," 1H",0,0,49397,2513
"BOLD JOHNSON 56-T1-30",270567,08," 1H",0,0,52600,3554
"BOLD JOHNSON 56-T1-34",271718,08," 1H",0,0,53975,3424
"BOLD JOHNSON 56-T1-36",271703,08," 1H",0,0,30150,1829
"BOLD JOHNSON 56-T1-36",275462,08," 2H",0,0,62840,14586
"BOLD JOHNSON 56-T1-42",271675,08," 1H",0,0,18515,4846
"BOUCHER 2",45470,08," ",793,6121,0,0
"BP 34-211",40619,08," ",3631,4208,0,0
"BRADY 56-1",44568,08," ",2340,25072,0,0
"BRAMBLETT 1-28 WRD",43462,08," ",12564,26952,0,0
"BRAMBLETT 34-216",41517,08," ",1827,7226,0,0
"BRIDGER 1-36",282996,08," 2H",0,0,18602,3771
"BRIDGER 1-36",283146,08," 1H",0,0,30841,6019
"BRIDGER 1-36",45192,08," ",0,0,0,0
BRINE,45438,08," ",0,0,0,0
BROOKS,45888,08," ",8407,11448,0,0
"BRUNSON ""22""",42146,08," ",770,570,0,0
"BRUNSON 48",46539,08," ",1982,1476,0,0
