"Search Criteria: "

"Field Name: 71052900, Field No.: 71052900"
"Initial View: Lease"
"Well Type: Both"
"Date Range: Apr 2018 - Apr 2018"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"8RUNSON TRUST 9",47014,08," ",65057,95253,0,0
"9014 JV-P PITZER",41392,08," ",6,0,0,0
"A HERRING 94-93 UNIT",49527,08," ",80273,87325,0,0
"A.G. HILL",50673,08," ",15421,19431,0,0
"ABERNATHY 57-T1-14",270387,08," 1H",0,0,25544,1206
"ABERNATHY 57-T1-14",45618,08," ",2853,10236,0,0
ACE,283213,08," L 06H",0,0,98370,11556
"ADMIRAL 4-48 47",284860,08," 1H",0,0,52681,7277
"ADMIRAL 4-48 47",48321,08," ",0,0,0,0
ADOBE,48634,08," ",5516,8188,0,0
"ADOBE A",50110,08," ",19749,26284,0,0
"ADOBE B",50111,08," ",24505,31996,0,0
ADRIANNA,47205,08," ",945,6466,0,0
"AFFIRMED 6",49761,08," ",5631,110,0,0
ALAMEDA,48683,08," ",0,0,0,0
"ALAMEDA STATE UNIT 54-8-1",49518,08," ",85890,463489,0,0
"ALCATRAZ STATE 34-141 UNIT",49585,08," ",29384,43631,0,0
"ALEXANDER 58-T2-12",277813,08," 1H",0,0,14080,2422
"ALLAR STATE UNIT 2877",286385,08," 1H",0,0,95041,13527
"ALLAR STATE UNIT 2877",49403,08," ",0,0,0,0
ALLEN,47211,08," ",0,44,0,0
"ALLEN 55-2-44 LOV UNIT",46733,08," ",450,4306,0,0
"ALLEN 55-2-44 LOV UNIT E",48063,08," ",4993,24894,0,0
"AMARILLO BY MORNING 54-T2-42",282869,08," 1H",0,0,17216,2431
"AMARILLO BY MORNING 54-T2-42",282873,08," 2H",0,0,10483,3355
"AMERICAN PHAROAH",47777,08," ",152,13116,0,0
"ANACONDA STATE 55-2",282985,08," 5H",0,0,12501,1384
"ANACONDA STATE 55-2",283093,08," 7H",0,0,10442,1411
"ANACONDA STATE 55-2",283095,08," 2H",0,0,15038,3304
"ANACONDA STATE 55-2",283136,08," 3H",0,0,13079,1391
"ANACONDA STATE 55-2",283138,08," 1H",0,0,7125,1088
"ANACONDA STATE 55-2",45010,08," ",5932,26467,0,0
"ANTIETAM 54-4-27",283185,08," 1H",0,0,0,0
"APACHE STATE 55",44793,08," ",0,0,0,0
"APC 2-21",48477,08," ",0,0,0,0
"APC 2-28",49283,08," ",0,0,0,0
"APC 29-29",47185,08," ",0,0,0,0
"APC 34-179",48994,08," ",0,0,0,0
"APC 55-1-37",48989,08," ",0,0,0,0
"APC 56-2-17",49306,08," ",0,0,0,0
"APC 56-3-26",49511,08," ",0,0,0,0
"APC 57-1-33",49745,08," ",0,0,0,0
"APC 76-10",48428,08," ",0,0,0,0
"APC FEE 1-38 UNIT",42460,08," ",582,1930,0,0
"APC FEE 1-40",40729,08," ",4929,9309,0,0
"APC FEE 1-50 UNIT",41231,08," ",8300,23818,0,0
"APC FEE 6",43431,08," ",802,1279,0,0
"APC FEE 6",47511,08," ",0,0,0,0
"APOLLO 7",47326,08," ",14018,37709,0,0
"ARCHES 55-1-17 UNIT",284201,08," 1H",0,0,69456,10983
"ARGENTINE 71",48782,08," ",7644,26985,0,0
"ARMSTRONG 14",45537,08," ",395,2601,0,0
"ARMSTRONG 16",45227,08," ",340,3754,0,0
"ARMSTRONG STATE 42",48803,08," ",0,0,0,0
"ARNO 78-TTT-B33 WF",46141,08," ",3897,114754,0,0
"ARPENT 21602 25",284954,08," 2H",0,0,83299,22973
"ARPENT 21602 25",285178,08," 1H",0,0,78622,23102
"ARROW 56-2-7",283526,08," 1H",0,0,0,0
"ASH 55-1-32 UNIT",282757,08," 1H",0,0,112520,27102
"ASHLOCK 1-34",284402,08," 5H",0,0,12675,2668
"ASHLOCK 1-34",41954,08," ",9766,28486,0,0
"ASSAULT 126",48392,08," ",6543,14840,0,0
"ASSAULT 6",49752,08," ",10231,66715,0,0
"ASTRO STATE 12",285902,08," 1H",0,0,15376,3014
"ASTRO STATE 12",48295,08," ",0,0,0,0
"AT LAND STATE 52-6",268277,08," 1H",0,0,0,0
"ATLANTA 73",284029,08," 2H",0,0,3177,493
"ATLANTA 73",42256,08," ",0,0,0,0
"ATLANTIS 59-10",46352,08," ",204,44851,0,0
